,title,artist,key,chords,capo
10,Smells Like Teen Spirit,Nirvana,E,"[['E', 'A', 'G', 'C', 'E', 'A', 'G', 'C', 'E', 'A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C'], ['E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C'], ['E', 'A', 'G', 'C', 'E', 'A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C'], ['E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C'], ['E', 'A', 'G', 'C', 'E', 'A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C', 'E'], ['A', 'G', 'C'], ['E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E'], ['A', 'G'], ['C', 'E', 'A', 'G', 'C'], ['E', 'A', 'G', 'C'], ['E', 'A', 'G', 'C'], ['E', 'A', 'G', 'C'], ['E']]",1
11,Good Riddance Time Of Your Life,Green Day,G,"[['G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'D'], ['G', 'Cadd9', 'D'], ['Em', 'D', 'C', 'G'], ['Em', 'D', 'C', 'G'], ['Em', 'G', 'Em', 'G'], ['Em', 'D', 'G'], ['G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'D'], ['G', 'Cadd9', 'D'], ['Em', 'D', 'C', 'G'], ['Em', 'D', 'C', 'G'], ['Em', 'G', 'Em', 'G'], ['Em', 'D', 'G'], ['G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'G', 'Em', 'G'], ['Em', 'D', 'G'], ['G', 'G', 'Cadd9', 'D', 'G', 'G', 'Cadd9', 'D', 'Em', 'G', 'Em', 'G'], ['Em', 'D', 'G']]",
12,Hallelujah,Jeff Buckley,Db,"[['G', 'Em', 'G', 'Em', 'G', 'Em', 'G', 'Em'], ['G', 'Em', 'G', 'Em'], ['C', 'D', 'G', 'D'], ['G', 'C', 'D', 'Em', 'C'], ['D', 'B7', 'Em', 'Em'], ['C', 'Em'], ['C', 'G', 'D'], ['G', 'Em', 'G', 'Em'], ['G', 'Em'], ['G', 'Em'], ['C', 'D', 'G', 'D'], ['G', 'C', 'D'], ['Em', 'C'], ['D', 'B7', 'Em'], ['C', 'Em', 'C', 'G', 'D', 'G'], ['G', 'Em', 'G', 'Em', 'G', 'Em'], ['G', 'Em'], ['C', 'D', 'G', 'D'], ['G', 'C', 'D'], ['Em', 'C'], ['D', 'B7', 'Em'], ['C', 'Em', 'C', 'G', 'D', 'G'], ['G', 'Em', 'G', 'Em', 'G', 'Em'], ['G', 'Em'], ['C', 'D', 'G', 'D'], ['G', 'C', 'D'], ['Em', 'C'], ['D', 'B7', 'Em'], ['C', 'Em', 'C', 'G', 'D', 'G'], ['G', 'Em', 'G', 'Em', 'G', 'Em'], ['G', 'Em'], ['C', 'D', 'G', 'D'], ['G', 'C', 'D'], ['Em', 'C'], ['D', 'B7', 'Em'], ['C', 'Em', 'C', 'G', 'D', 'G'], ['G', 'Em', 'G', 'Em', 'G', 'Em'], ['G', 'Em'], ['C', 'D', 'G', 'D'], ['G', 'C', 'D'], ['Em', 'C'], ['D', 'B7', 'Em'], ['C', 'Em', 'C', 'G', 'D'], ['C', 'Em', 'C', 'G', 'D']]",6
13,Losing My Religion,R.E.M.,Am,"[['F', 'Dm', 'G', 'Am', 'Am/B', 'Am/C', 'Am/D', 'Am', 'F', 'Dm', 'G', 'Am', 'G', 'Am', 'Em'], ['Am'], ['Em'], ['Am', 'Em'], ['Dm'], ['G'], ['Am'], ['Em'], ['Am'], ['Em'], ['Am', 'Em'], ['Dm'], ['G'], ['G', 'F'], ['Dm', 'G', 'Am', 'Am/B', 'Am/C', 'Am/D'], ['Am', 'F', 'Dm', 'G', 'Am', 'G'], ['Am', 'Em'], ['Am'], ['Em'], ['Am', 'Em'], ['Dm'], ['G'], ['Am'], ['Em'], ['Am'], ['Em'], ['Am'], ['Em'], ['Dm', 'G'], ['G', 'F'], ['Dm', 'G', 'Am', 'Am/B', 'Am/C', 'Am/D'], ['Am', 'F', 'Dm', 'G', 'Am', 'G'], ['Am', 'G'], ['F', 'G'], ['C', 'Dm'], ['C', 'Dm'], ['Am'], ['Em'], ['Am'], ['Em'], ['Am', 'Em'], ['Dm'], ['G'], ['G', 'F'], ['Dm', 'G', 'Am', 'Am/B', 'Am/C', 'Am/D'], ['Am', 'F', 'Dm', 'G', 'Am', 'Am/B', 'Am/C', 'Am/D', 'Am'], ['F', 'Dm', 'G'], ['Am', 'Am/B', 'Am/C', 'Am/D', 'Am'], ['F', 'Dm', 'G', 'Am', 'G'], ['Am']]",
14,Karma Police,Radiohead,Am,"[['Am', 'D/F#', 'Em', 'G', 'Am', 'F', 'Em', 'G', 'Am', 'D', 'G', 'D/F#', 'C', 'Em/B', 'Am', 'Bm', 'D', 'Am', 'D/F#', 'Em', 'G', 'Am'], ['F', 'Em', 'G', 'Am'], ['D', 'G', 'D/F#', 'C', 'Em/B', 'Am', 'Bm', 'D'], ['Am', 'D/F#', 'Em', 'G', 'Am'], ['F', 'Em', 'G', 'Am'], ['D', 'G', 'D/F#', 'C', 'Em/B', 'Am', 'Bm', 'D'], ['C', 'D', 'G', 'F#7'], ['C', 'D', 'G', 'F#7'], ['C', 'D', 'G'], ['Bm', 'C', 'Bm', 'D'], ['Am', 'D/F#', 'Em', 'G', 'Am'], ['F', 'Em', 'G', 'Am'], ['D', 'G', 'D/F#', 'C', 'Em/B', 'Am', 'Bm', 'D'], ['C', 'D', 'G', 'F#7'], ['C', 'D', 'G', 'F#7'], ['C', 'D', 'G'], ['Bm', 'C', 'Bm', 'D'], ['Bm', 'D', 'G'], ['D', 'G', 'D', 'E7', 'E7'], ['Bm', 'D', 'G'], ['D', 'G', 'D', 'E7', 'E7'], ['Bm', 'D', 'G', 'D', 'G', 'D', 'E7', 'E7', 'Bm', 'D', 'G'], ['D', 'G', 'D', 'E7', 'E7'], ['Bm', 'D', 'G'], ['D', 'G', 'D', 'E7', 'E7'], ['Bm', 'D', 'G', 'D', 'G', 'D', 'E7', 'E7']]",
15,More Than Words,Extreme,F#,"[['G', 'Cadd9', 'Am7', 'C', 'D', 'G', 'G', 'Cadd9'], ['Am7', 'C', 'D', 'G'], ['G', 'Cadd9'], ['Am7', 'C', 'D', 'Em'], ['Am7'], ['D', 'G', 'D/F#', 'Em'], ['Am7', 'D7', 'G7'], ['G7', 'C'], ['C', 'Cm', 'G'], ['Em7'], ['Am7', 'D7', 'G'], ['G', 'D/F#', 'Em', 'Bm', 'C'], ['C', 'G/B', 'Am7', 'D7', 'G'], ['G', 'D/F#', 'Em7', 'Bm', 'C'], ['C', 'G/B', 'Am7'], ['D7', 'G'], ['G', 'Cadd9', 'Am7', 'C', 'D', 'G', 'G', 'Cadd9', 'Am7', 'D', 'G', 'Cadd9'], ['Am7', 'C', 'D', 'G'], ['G', 'Cadd9'], ['Am7', 'C', 'D', 'Em'], ['Am7'], ['D', 'G', 'D/F#', 'Em'], ['Am7'], ['D7', 'G7', 'C'], ['C', 'Cm', 'G'], ['Em7'], ['Am7', 'D7', 'G'], ['G', 'D/F#', 'Em', 'Bm', 'C'], ['C', 'G/B', 'Am7', 'D7', 'G'], ['G', 'D/F#', 'Em7', 'Bm', 'C'], ['C', 'G/B', 'Am7'], ['D7', 'G']]",
16,Californication,Red Hot Chili Peppers,Am,"[['Am', 'F', 'Am', 'F', 'Am'], ['F'], ['Am'], ['F'], ['C', 'G'], ['F', 'Dm'], ['Am', 'F', 'Am', 'F', 'Am'], ['F'], ['Am'], ['F'], ['C', 'G'], ['F', 'Dm'], ['Am', 'Fmaj7', 'Am', 'Fmaj7', 'Am'], ['Fmaj7'], ['Am'], ['Fmaj7'], ['Am', 'Fmaj7'], ['Am', 'Fmaj7'], ['C', 'G', 'Dm', 'Am'], ['C', 'G', 'Dm'], ['C', 'G', 'Dm', 'Am'], ['C', 'G', 'Dm'], ['Am', 'F', 'Am', 'F', 'Am'], ['F'], ['Am'], ['F'], ['C', 'G'], ['F', 'Dm'], ['Am', 'F', 'Am', 'F', 'Am'], ['F'], ['Am'], ['F'], ['C', 'G'], ['F', 'Dm'], ['Am', 'Fmaj7', 'Am', 'Fmaj7'], ['Am'], ['Fmaj7'], ['Am'], ['Fmaj7'], ['Am', 'Fmaj7'], ['Am', 'Fmaj7'], ['C', 'G', 'Dm', 'Am'], ['C', 'G', 'Dm'], ['C', 'G', 'Dm', 'Am'], ['C', 'G', 'Dm'], ['F#m', 'D', 'F#m', 'D', 'Bm', 'D', 'A', 'E', 'F#m', 'D', 'F#m', 'D', 'Bm', 'D', 'A', 'E', 'Bm', 'D', 'A', 'E', 'Bm', 'D', 'A', 'E', 'Am', 'F', 'Am', 'F', 'Am'], ['F'], ['Am'], ['F'], ['C', 'G'], ['F', 'Dm'], ['Am', 'Fmaj7', 'Am', 'Fmaj7'], ['Am'], ['Fmaj7'], ['Am'], ['Fmaj7'], ['Am', 'Fmaj7'], ['Am', 'Fmaj7'], ['C', 'G', 'Dm', 'Am'], ['C', 'G', 'Dm'], ['C', 'G', 'Dm', 'Am'], ['C', 'G', 'Dm']]",
17,Killing Me Softly,Fugees,Em,"[['Em', 'Am', 'D7', 'G'], ['Em', 'Am', 'D', 'C'], ['G', 'C'], ['Fmaj7#11', 'E'], ['Am7', 'D'], ['G', 'C'], ['Am7', 'D'], ['Em'], ['Am7', 'D7'], ['G', 'B7'], ['Em', 'Am', 'D7', 'G'], ['Em', 'Am', 'D', 'C'], ['G', 'C'], ['Fmaj7#11', 'E'], ['Am7', 'D'], ['G', 'C'], ['Am7', 'D'], ['Em'], ['Am7', 'D7'], ['G', 'B7'], ['Em', 'Am', 'D7', 'G'], ['Em', 'Am', 'D', 'C'], ['G', 'C'], ['Fmaj7#11', 'E'], ['Em', 'Am', 'D7', 'G', 'Em', 'Am', 'D', 'C', 'G', 'C', 'Fmaj7#11'], ['E'], ['Em', 'Am', 'D7', 'G'], ['Em', 'Am', 'D', 'C'], ['G', 'C'], ['Fmaj7#11', 'E']]",
18,Tears In Heaven,Eric Clapton,A,"[['A', 'E/G#', 'F#m', 'A/E', 'D/F#', 'E7sus4', 'E7', 'A', 'A', 'E', 'F#m', 'A/E'], ['D/F#', 'A/E', 'E'], ['A', 'E', 'F#m', 'A/E'], ['D/F#', 'A/E', 'E'], ['F#m', 'C#/E#'], ['A7/E', 'F#7'], ['Bm7', 'Bm7/E'], ['A'], ['A', 'E/G#', 'F#m', 'A/E', 'D/F#', 'E7sus', 'E7', 'A', 'A', 'E', 'F#m', 'A/E'], ['D/F#', 'A/E', 'E'], ['A', 'E', 'F#m', 'A/E'], ['D/F#', 'A/E', 'E'], ['F#m', 'C#/E#'], ['A7/E', 'F#7'], ['Bm7', 'Bm7/E'], ['A'], ['A', 'E/G#', 'F#m', 'A/E', 'D/F#', 'E7sus4', 'E7', 'A', 'C', 'G/B', 'Am'], ['D/F#', 'G', 'D/F#', 'Em', 'D/F#', 'G'], ['C', 'G/B', 'Am'], ['D/F#', 'G'], ['D/F#', 'E'], ['A', 'E/G#', 'F#m', 'A/E', 'D/F#', 'A/E', 'E7', 'F#m', 'C#/E#'], ['A7/E', 'F#7'], ['Bm7', 'Bm7/E'], ['A'], ['A', 'E/G#', 'F#m', 'A/E', 'D/F#', 'E7sus4', 'E7', 'A', 'A', 'E', 'F#m', 'A/E'], ['D/F#', 'A/E', 'E'], ['A', 'E', 'F#m', 'A/E'], ['D/F#', 'A', 'E'], ['F#m', 'C#/E#'], ['A7/E', 'F#7'], ['Bm7', 'Bm7/E'], ['A']]",
19,I Want It That Way,Backstreet Boys,F#m,"[['Em', 'C', 'G'], ['Em', 'C', 'G', 'Em', 'C', 'G'], ['Em', 'C', 'G'], ['Em', 'C', 'G'], ['Em', 'D', 'G'], ['Em', 'C', 'G', 'Em'], ['C', 'G', 'Em'], ['C', 'G'], ['Em', 'D', 'G'], ['C'], ['D', 'Em'], ['C'], ['D', 'Em'], ['C'], ['D', 'G'], ['Em', 'D', 'G'], ['Em', 'C', 'G'], ['Em', 'C', 'G'], ['Em', 'C', 'G'], ['Em', 'D', 'G'], ['C'], ['D', 'Em'], ['C'], ['D', 'Em'], ['C'], ['D', 'G'], ['Em', 'D', 'Bm'], ['Em', 'G/D'], ['C', 'Am', 'D'], ['Em', 'G/D'], ['C', 'D'], ['Em', 'C', 'G'], ['Em', 'C', 'G'], ['C'], ['D', 'G', 'Em', 'D'], ['D'], ['D', 'E', 'F#m'], ['D', 'E', 'F#m'], ['D', 'E', 'A'], ['F#m', 'E', 'A'], ['D'], ['E', 'F#m'], ['D'], ['E', 'F#m'], ['D'], ['E', 'A'], ['F#m', 'E', 'A'], ['D'], ['E', 'F#m'], ['D', 'E', 'F#m'], ['D'], ['E', 'A'], ['F#m', 'E', 'A'], ['F#m', 'E', 'A']]",2
20,Something In The Way,Nirvana,Fm,"[['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G'], ['Em', 'C/G', 'Em', 'C/G']]",1
21,Fade Into You,Mazzy Star,A,"[['A', 'E', 'Bm', 'A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm', 'D'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm', 'A', 'E', 'Bm', 'A', 'E', 'Bm', 'D', 'A', 'E', 'Bm', 'A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm', 'D'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm', 'D'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm'], ['A', 'E', 'Bm']]",
