,title,artist,key,chords,capo
10,There Is A Light That Never Goes Out,The Smiths,B,"[['Dm', 'Fmaj7', 'G', 'Am7', 'G', 'Am7', 'G', 'Fmaj7', 'C', 'G'], ['Am7', 'G'], ['Am7', 'G', 'Fmaj7', 'C', 'G'], ['Am7', 'G', 'Am7', 'G'], ['Fmaj7', 'C'], ['G', 'Am7', 'G', 'Am7', 'G'], ['Fmaj7', 'C', 'G'], ['Am7', 'G', 'Am7', 'G', 'Fmaj7', 'C', 'G'], ['Am7', 'G'], ['Am7', 'G', 'Fmaj7', 'C', 'G'], ['Am7', 'G', 'Am7', 'G'], ['Fmaj7', 'C'], ['G', 'Am7', 'G'], ['Am7', 'G', 'Fmaj7', 'C', 'G'], ['Dm', 'Fmaj7', 'G', 'C', 'Am7'], ['Fmaj7'], ['G', 'C'], ['Fmaj7', 'Dm'], ['C', 'Am7'], ['Fmaj7'], ['G', 'C'], ['Fmaj7', 'Dm'], ['Am7', 'G', 'Am7', 'G', 'Fmaj7', 'C', 'G'], ['Am7', 'G'], ['Am7', 'G', 'Fmaj7', 'C', 'G'], ['Am7', 'G', 'Am7'], ['G', 'Fmaj7', 'C', 'G'], ['Am7', 'G'], ['Am7', 'G', 'Fmaj7', 'C', 'G'], ['Am7', 'G', 'Am7', 'G', 'Fmaj7', 'C', 'G'], ['Am7', 'G'], ['Am7', 'G', 'Fmaj7', 'C', 'G'], ['Am7', 'G', 'Am7', 'G'], ['Fmaj7', 'C'], ['G', 'Am7', 'G', 'Am7', 'G'], ['Fmaj7', 'C', 'G'], ['Dm', 'Fmaj7', 'G', 'C', 'Am7'], ['Fmaj7'], ['G', 'C'], ['Fmaj7', 'Dm'], ['C', 'Am7'], ['Fmaj7'], ['G', 'C'], ['Fmaj7', 'Dm'], ['Am7', 'G', 'Am7', 'G'], ['Fmaj7', 'C', 'G']]",4
11,Summer Of 69,Bryan Adams,D,"[['D(5)'], ['A(5)'], ['D', 'D'], ['A'], ['D'], ['A'], ['D'], ['A'], ['D'], ['A'], ['Bm', 'A'], ['D', 'G'], ['Bm', 'A'], ['D', 'G'], ['Bm', 'A', 'D'], ['D', 'A', 'D'], ['A'], ['D'], ['A'], ['Bm', 'A'], ['D', 'G'], ['Bm', 'A'], ['D', 'G'], ['Bm', 'A', 'D'], ['D', 'A', 'D', 'A'], ['F', 'Bb'], ['C'], ['Bb/D'], ['F', 'Bb', 'C'], ['D', 'A', 'D'], ['A'], ['D'], ['A'], ['Bm', 'A'], ['D', 'G'], ['Bm', 'A'], ['D', 'G'], ['Bm', 'A', 'D'], ['D', 'A', 'D', 'A'], ['D', 'A'], ['D', 'A'], ['D', 'A', 'D'], ['A', 'D', 'A', 'D', 'A']]",
12,Take On Me,a-ha,A,"[['Bm9', 'Bm', 'Bm', 'E', 'A', 'D', 'A/C#'], ['Bm', 'E', 'D/F#', 'Esus2', 'E'], ['Bm', 'E', 'A', 'D', 'A/C#'], ['Bm', 'E', 'A', 'D', 'A/C#'], ['Bm', 'E', 'F#m', 'D'], ['A', 'E/G#', 'F#m', 'D'], ['A', 'E/G#', 'F#m', 'D'], ['A', 'E/G#', 'F#m', 'D'], ['A', 'E', 'D/F#', 'E'], ['Bm', 'E', 'A', 'D', 'A/C#'], ['Bm', 'E', 'A', 'D', 'A/C#'], ['Bm', 'E', 'F#m', 'D'], ['A', 'E/G#', 'F#m', 'D'], ['A', 'E/G#', 'F#m', 'D'], ['A', 'E/G#', 'F#m', 'D'], ['A', 'E', 'D/F#', 'E'], ['C#m', 'G', 'C#m', 'G', 'Bm', 'E', 'Bm', 'E', 'A', 'D', 'A/C#'], ['Bm', 'E', 'A', 'D', 'A/C#'], ['Bm', 'E', 'F#m', 'D'], ['A', 'E/G#', 'F#m', 'D'], ['A', 'E/G#', 'F#m', 'D'], ['A', 'E/G#', 'F#m', 'D'], ['A', 'E', 'D/F#', 'E'], ['A', 'E/G#', 'F#m', 'D'], ['A', 'E/G#', 'F#m', 'D'], ['A', 'E/G#', 'F#m', 'D'], ['A', 'E/G#', 'F#m', 'D']]",
13,Im Still Standing,Elton John,Am,"[['Am', 'Dm/A', 'E/A', 'F/A', 'G/A', 'Am', 'Dm/A', 'E/A', 'F/A', 'G/A', 'A', 'D/A'], ['E/A', 'A'], ['Bm7/A', 'D/A', 'E'], ['F#m', 'D', 'A', 'Bm/A', 'A'], ['D/A'], ['E/A', 'A'], ['Bm7/A', 'D/A', 'E'], ['F#m', 'D', 'A', 'Bm7/A', 'A'], ['Am7', 'Am', 'Em/G'], ['Dm7', 'Fmaj7', 'G'], ['Am7', 'Am', 'Em/G'], ['Dm7', 'E7'], ['Am', 'Dm7', 'E7'], ['Am', 'Dm7', 'E7', 'F/E', 'G/E'], ['A', 'D/A'], ['E/A', 'A'], ['Bm7/A', 'D/A', 'E'], ['F#m', 'D', 'A', 'Bm7/A', 'A'], ['Am7', 'Am', 'Em/G'], ['Dm7', 'Fmaj7', 'G'], ['Am7', 'Am', 'Em/G'], ['Dm7', 'E7'], ['Am', 'Dm7', 'E7'], ['Am', 'Dm7', 'E7', 'F/E', 'G/E'], ['A', 'D/A', 'E/A', 'A', 'Bm7/A', 'D/A', 'E', 'F#m', 'D', 'A', 'Bm7/A', 'A', 'Am7', 'Am', 'Em/G'], ['Dm7', 'Fmaj7', 'G'], ['Am7', 'Am', 'Em/G'], ['Dm7', 'E7'], ['Am', 'Dm7', 'E7'], ['Am', 'Dm7', 'E7', 'F/E', 'G/E']]",
14,Every Breath You Take,The Police,Ab,"[['G', 'Em', 'C', 'D', 'G', 'G'], ['Em'], ['C'], ['D'], ['G'], ['G'], ['Em'], ['C'], ['D'], ['G'], ['C', 'G'], ['A7', 'A', 'D'], ['G'], ['Em'], ['C'], ['D'], ['G'], ['Eb', 'F'], ['Eb'], ['F'], ['Eb'], ['G'], ['Em', 'C', 'D', 'Em', 'C', 'G'], ['A7', 'A', 'D'], ['G'], ['Em'], ['C'], ['D'], ['G'], ['G', 'Em', 'C'], ['G', 'Em', 'C'], ['G', 'Em', 'C'], ['G', 'Em', 'C'], ['G', 'Em', 'C'], ['G', 'Em', 'C'], ['G', 'Em', 'C']]",1
15,Free Fallin,Tom Petty,F,"[['A', 'D', 'D', 'A', 'E', 'A', 'A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E', 'A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E', 'A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E', 'A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E'], ['A', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E', 'A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E', 'A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E', 'A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E', 'A', 'D', 'D', 'A', 'E'], ['A', 'Asus4', 'A', 'E'], ['A', 'Asus4', 'Asus4', 'A', 'E'], ['A', 'Asus4', 'A', 'E'], ['A', 'Asus4', 'Asus4', 'A', 'E'], ['A', 'D', 'D', 'A', 'E', 'A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E', 'A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E', 'A', 'D', 'D', 'A', 'E'], ['A', 'D', 'D', 'A', 'E', 'A', 'D', 'D', 'A', 'E']]",8
16,Can You Feel The Love Tonight,Elton John,Bb,"[['G', 'D/F#', 'C/E', 'G/D', 'C', 'G/B', 'D/F#', 'G', 'Am7', 'G/B', 'C', 'G/B'], ['C', 'G/B'], ['C', 'G/B'], ['Am7', 'D'], ['C', 'G/B'], ['C', 'G/B'], ['C', 'Em'], ['F', 'D'], ['G', 'D/F#', 'Em', 'C'], ['G', 'C', 'A/C#', 'D'], ['C', 'G/B', 'Em', 'G/D', 'C'], ['Am', 'G', 'C', 'A/C#', 'D'], ['G', 'D/F#', 'Em', 'C'], ['G', 'C', 'A/C#', 'D'], ['C', 'G/B', 'Em', 'G/D', 'C'], ['Am', 'G', 'C/D', 'C/G', 'G'], ['G', 'D/F#', 'C/E', 'G/D', 'C', 'G/B', 'D/F#', 'G', 'Am7', 'G/B', 'C', 'G/B'], ['C', 'G/B'], ['C', 'G/B'], ['Am', 'D'], ['C', 'G/B'], ['C', 'G/B'], ['C', 'Em'], ['F', 'D'], ['G', 'D/F#', 'Em', 'C'], ['G', 'C', 'A/C#', 'D'], ['C', 'G/B', 'Em', 'G/D', 'C'], ['Am', 'G', 'C', 'A/C#', 'D'], ['G', 'D/F#', 'Em', 'C'], ['G', 'C', 'A/C#', 'D'], ['C', 'G/B', 'Em', 'G/D', 'C'], ['Am', 'G', 'C/D', 'C/G', 'G'], ['C', 'G/B', 'Em', 'G/D', 'C'], ['Am', 'G', 'C/D', 'C/G', 'G']]",3
17,Slipping Through My Fingers,ABBA,F#,"[['G', 'Gm'], ['D', 'F#m'], ['G', 'Gm'], ['D', 'F#m'], ['G', 'Gm'], ['D', 'F#m'], ['G', 'A', 'D'], ['G', 'A/C#', 'D', 'F#'], ['G', 'A', 'D', 'D/F#'], ['G', 'A/C#', 'D', 'Asus4', 'Dsus4', 'D'], ['G', 'D'], ['F#m', 'Em'], ['G', 'D'], ['Asus4', 'A', 'D'], ['G', 'D'], ['F#m', 'Em'], ['G', 'D'], ['Asus4', 'A', 'D'], ['G', 'Gm'], ['D', 'F#m'], ['G', 'Gm'], ['D', 'F#m'], ['G', 'Gm'], ['D', 'F#m'], ['G', 'A', 'D'], ['G', 'A/C#', 'D', 'F#'], ['G', 'A', 'D', 'D/F#'], ['G', 'A/C#'], ['D'], ['Asus4', 'Dsus4', 'D'], ['G', 'D'], ['F#m', 'Em'], ['G', 'D'], ['Asus4', 'A', 'D'], ['G', 'D'], ['F#m', 'Em'], ['G', 'D'], ['Asus4', 'A', 'D'], ['G', 'A', 'D', 'F#'], ['G', 'A', 'D'], ['D/F#', 'G', 'A', 'D'], ['G', 'D', 'F#m', 'Em', 'G', 'D', 'Asus4', 'A', 'D', 'G', 'D', 'F#m', 'Em', 'G', 'D', 'Asus4', 'D'], ['G', 'Gm'], ['D', 'F#m'], ['G', 'Gm', 'D', 'F#m']]",3
18,Africa,Toto,B,"[['B/F#', 'A/E', 'A', 'G#m', 'C#m', 'A', 'G#m', 'C#m', 'A', 'G#m', 'C#m', 'A', 'G#m', 'C#m', 'B', 'D#m', 'G#m'], ['B/F#', 'A/E', 'C#m', 'G#m', 'A', 'G#m', 'C#m'], ['B', 'D#m', 'G#m'], ['B/F#', 'A/E', 'Bsus/F#', 'G#m', 'A', 'G#m', 'C#m'], ['B', 'D#m', 'G#m'], ['B/F#', 'A/E', 'Bsus/F#', 'G#m', 'A', 'G#m', 'C#m'], ['B', 'D#m', 'G#m', 'A', 'C#m'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'C#m', 'E', 'F#m', 'E/G#', 'A'], ['A', 'G#m', 'C#m'], ['A', 'G#m', 'C#m', 'B', 'D#m', 'G#m'], ['B/F#', 'A/E', 'Bsus/F#', 'G#m', 'A', 'G#m', 'C#m'], ['B', 'D#m', 'G#m'], ['B/F#', 'A/E', 'Bsus/F#', 'G#m', 'A', 'G#m', 'C#m'], ['B', 'D#m', 'G#m'], ['G#m', 'A', 'C#m'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'C#m', 'E', 'F#m', 'E/G#', 'A'], ['A', 'G#m', 'C#m'], ['A', 'G#m', 'C#m', 'B', 'D#m', 'G#m', 'B/F#', 'A/E', 'Bsus/F#', 'G#m', 'A', 'G#m', 'C#m', 'B', 'D#7', 'G#m', 'A', 'C#m'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'E'], ['F#m', 'D', 'A', 'C#m', 'E', 'F#m', 'E/G#', 'A'], ['A', 'G#m', 'C#m'], ['A', 'G#m', 'C#m']]",
19,Dont Stop Believin,Journey,E,"[['E', 'B', 'C#m', 'A'], ['E', 'B', 'G#m', 'A'], ['E', 'B', 'C#m', 'A'], ['E', 'B', 'G#m', 'A'], ['E', 'B', 'C#m'], ['A'], ['E', 'B', 'G#m'], ['A'], ['A', 'E'], ['A', 'E'], ['A', 'E'], ['A', 'B', 'E', 'B', 'E', 'A'], ['E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A'], ['E', 'B', 'G#m', 'A'], ['E', 'B', 'C#m', 'A'], ['E', 'B', 'G#m', 'A'], ['A', 'E'], ['A', 'E'], ['A', 'E'], ['A', 'B', 'E', 'B', 'E', 'A'], ['E', 'B', 'C#m', 'A', 'E', 'B', 'G#m', 'A', 'E', 'B', 'C#m', 'A'], ['E', 'B', 'G#m', 'A'], ['E', 'B', 'C#m', 'A'], ['E', 'B', 'G#m', 'A'], ['E', 'B', 'C#m', 'A'], ['E', 'B', 'G#m', 'A']]",
