,title,artist,key,chords,capo
10,Love Me Tender,Elvis Presley,,"[['D', 'D', 'E7', 'A7', 'D'], ['D', 'E7', 'A7', 'D'], ['D', 'F#7', 'Bm', 'D7', 'G', 'Gm', 'D'], ['D', 'B7', 'E7', 'A7', 'D'], ['D', 'E7', 'A7', 'D'], ['D', 'E7', 'A7', 'D'], ['D', 'F#7', 'Bm', 'D7', 'G', 'Gm', 'D'], ['D', 'B7', 'E7', 'A7', 'D'], ['D', 'E7', 'A7', 'D'], ['D', 'E7', 'A7', 'D'], ['D', 'F#7', 'Bm', 'D7', 'G', 'Gm', 'D'], ['D', 'B7', 'E7', 'A7', 'D']]",
11,Santa Baby,Eartha Kitt,D,"[['D', 'B7', 'G', 'A7', 'D', 'B7', 'G'], ['A7', 'A7sus4', 'D', 'B7'], ['G', 'G/F#', 'A7', 'D', 'Bm7', 'Bm7-5', 'A7'], ['D', 'B7', 'G', 'A7', 'D', 'B7', 'G'], ['A7', 'A7sus4', 'D', 'B7'], ['G', 'G/F#', 'A7', 'D', 'Bm7', 'G', 'Gdim', 'D'], ['F#7'], ['B7'], ['E7'], ['A7', 'Cdim', 'E7', 'A7'], ['D', 'B7', 'G', 'A7', 'D', 'B7', 'G'], ['A7', 'A7sus4', 'D', 'B7'], ['G', 'G/F#', 'A7', 'D', 'Bm7', 'G', 'Gdim', 'D'], ['D', 'B7', 'G', 'A7', 'D', 'B7', 'G'], ['A7', 'A7sus4', 'D', 'B7'], ['G', 'G/F#', 'A7', 'D', 'Bm7', 'Bm7-5', 'A7'], ['D', 'B7', 'G', 'A7', 'D', 'B7', 'G'], ['A7', 'A7sus4', 'D', 'B7'], ['G', 'G/F#', 'A7', 'D', 'Bm7', 'G', 'Gdim', 'D'], ['F#7'], ['B7'], ['E7'], ['A7', 'Cdim', 'E7', 'A7'], ['D', 'B7', 'G', 'A7', 'D', 'B7', 'G'], ['A7', 'A7sus4', 'D', 'B7'], ['G', 'G/F#', 'A7', 'D', 'Bm7', 'G', 'Gdim', 'D'], ['G', 'G/F#', 'A7', 'D', 'Bm7', 'G'], ['A7', 'D6']]",
12,La Vie En Rose,Louis Armstrong,C,"[['C', 'Cmaj7'], ['C6', 'Dm7', 'G7'], ['Dm7', 'G7'], ['Dm', 'Dm7', 'G7'], ['C', 'Cmaj7'], ['C6', 'F'], ['Fm', 'C/E'], ['Ebdim', 'Dm'], ['C', 'Cmaj7'], ['Dm7', 'G7', 'C']]",
13,White Christmas,Bing Crosby,G,"[['G', 'Am', 'D', 'C', 'D7', 'G', 'G7', 'C', 'Cm', 'G', 'Em', 'Am', 'D7', 'G', 'G', 'Am', 'D', 'C', 'D7', 'G', 'G7', 'C', 'Cm', 'G', 'Em', 'C', 'D7', 'G', 'Am', 'D7', 'G', 'G'], ['G', 'Am', 'D'], ['C', 'D7', 'G'], ['G7'], ['C', 'Cm'], ['G', 'Em', 'Am', 'D7'], ['G', 'Am', 'D7'], ['C', 'D7', 'G'], ['G7', 'C', 'Cm'], ['G', 'Em', 'C', 'D7', 'G']]",
14,Shes Always A Woman,Billy Joel,Bb,"[['D', 'Dsus4', 'D', 'Dsus2', 'D', 'Dsus4', 'D', 'A7', 'D'], ['A7', 'D'], ['D7', 'G', 'D', 'G'], ['A7', 'D', 'A7', 'F#'], ['Bm', 'Em'], ['G', 'A7', 'D'], ['A7', 'D'], ['A7', 'D'], ['D7', 'G'], ['D', 'G'], ['A7', 'D', 'A7', 'F#'], ['Bm', 'Em'], ['G', 'A7', 'D', 'D7'], ['Bm', 'E', 'E7', 'A', 'F#m'], ['G', 'Em'], ['A7', 'D', 'D7'], ['Dm7', 'G7', 'C', 'Am'], ['Bb', 'E'], ['E7', 'A', 'A7'], ['A7', 'D'], ['A7', 'D'], ['D7', 'G'], ['D', 'G'], ['A7', 'D'], ['A7', 'F#'], ['Bm', 'Em'], ['G', 'A7', 'D'], ['A7', 'D', 'A7', 'F#', 'Bm', 'Em', 'G', 'A7', 'D', 'D7', 'Bm', 'E', 'E7', 'A', 'F#m'], ['G', 'Em'], ['A7', 'D', 'D7'], ['Dm7', 'G7', 'C', 'Am'], ['Bb', 'E'], ['E7', 'A', 'A7'], ['A7', 'D'], ['A7', 'D', 'D7'], ['G'], ['D', 'G'], ['A7', 'D'], ['A7', 'F#'], ['Bm', 'Bm/A'], ['G', 'D/F#'], ['Em', 'A7', 'D']]",1
15,Sleigh Ride,Johnny Mathis,,"[['C', 'Am', 'Dm', 'G', 'Eb'], ['F#m', 'B7', 'E', 'E6', 'Em7', 'A7', 'D', 'D6', 'Dm7', 'G7'], ['Gmaj7', 'Em', 'Cmaj7', 'Am', 'C', 'F', 'G', 'E7', 'E', 'Fm7', 'F#m7', 'B7', 'Dm7', 'G7'], ['C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G'], ['C', 'Am', 'Dm', 'G', 'C', 'Am', 'Eb', 'G'], ['C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G'], ['C', 'Am', 'Dm', 'G', 'C'], ['F#m', 'B7', 'E', 'E6'], ['F#m7', 'B7', 'E'], ['Em7', 'A7', 'D', 'D6'], ['Dm', 'G7', 'Dm7', 'G7'], ['C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G'], ['C', 'Am', 'Dm', 'G', 'C', 'Am', 'Eb', 'G'], ['C', 'Am', 'Dm', 'G', 'C', 'Am', 'Dm', 'G7'], ['C', 'Am', 'Dm', 'G7', 'C'], ['Gmaj7', 'Em'], ['Cmaj7', 'Am'], ['C', 'F', 'G', 'Em', 'E7', 'Am'], ['E', 'Fm7', 'F#m7', 'B', 'E'], ['Dm', 'G'], ['Gmaj7', 'Em'], ['Cmaj7', 'Am'], ['C', 'F', 'G', 'Em', 'E7', 'Am'], ['Dm7', 'G7']]",6
16,Let It Snow,Dean Martin,,"[['C', 'G7', 'C', 'C', 'D7', 'G'], ['Dm', 'A7', 'Dm', 'G', 'G7', 'C', 'G7'], ['C', 'G7', 'C', 'C', 'D7', 'G'], ['Dm', 'A7', 'Dm', 'G7', 'G', 'G7', 'C'], ['G', 'G', 'Am', 'D7', 'G'], ['G', 'G', 'A7', 'D7', 'G'], ['C', 'G7', 'C', 'C', 'D7', 'G'], ['Dm', 'A7', 'Dm', 'G', 'G7', 'C']]",1
17,Big Iron,Marty Robbins,,"[['Am', 'E', 'Am', 'C', 'Am'], ['C', 'Am'], ['F', 'C'], ['Am'], ['F', 'C'], ['C', 'Am'], ['C', 'Am'], ['F', 'C'], ['Am'], ['F', 'C'], ['C', 'Am'], ['C', 'Am'], ['F', 'C'], ['Am'], ['F', 'C'], ['C', 'Am'], ['C', 'Am'], ['F', 'C'], ['Am'], ['F', 'C'], ['C', 'Am'], ['C', 'Am'], ['F', 'C'], ['Am'], ['F', 'C'], ['C', 'Am'], ['C', 'Am'], ['F', 'C'], ['Am'], ['F', 'C'], ['C', 'Am'], ['C', 'Am'], ['F', 'C'], ['Am'], ['F', 'C'], ['C', 'Am'], ['C', 'Am'], ['F', 'C'], ['Am'], ['F', 'C'], ['F', 'C'], ['C', 'Am'], ['F', 'C']]",4
18,Johnny B Goode,Chuck Berry,,"[['A'], ['A'], ['D'], ['A'], ['E'], ['A'], ['A'], ['D'], ['A', 'E', 'A'], ['A'], ['A'], ['D'], ['A'], ['E'], ['A'], ['A'], ['D'], ['A', 'E', 'A'], ['A'], ['A'], ['D'], ['A'], ['E'], ['A'], ['A'], ['D'], ['A', 'E', 'A']]",1
19,Run Rudolph Run,Chuck Berry,,"[['C', 'F9', 'C', 'C7', 'F', 'C'], ['G', 'C'], ['C', 'F', 'C'], ['F', 'C'], ['G', 'C'], ['C', 'F', 'C'], ['F', 'C'], ['G', 'C'], ['C', 'F', 'C'], ['F', 'C'], ['G', 'C'], ['C', 'F', 'C', 'G', 'C', 'G7', 'C', 'F', 'C'], ['F', 'C'], ['G', 'C'], ['C', 'F', 'C'], ['F', 'C'], ['G', 'C'], ['C', 'F', 'C'], ['F', 'C'], ['G', 'C']]",
20,Put Your Head On My Shoulder,Paul Anka,G,"[['G', 'Em', 'Am', 'D7(b9)', 'G', 'C', 'G', 'Em'], ['Am', 'D7(b9)', 'G', 'Em'], ['Am', 'D7(b9)', 'G', 'Em'], ['Am', 'D7(b9)', 'G', 'Em', 'G'], ['Em'], ['Am', 'D7(b9)', 'G', 'Em'], ['Am', 'D7(b9)', 'G', 'Em', 'Am'], ['D7(b9)', 'G', 'C', 'G'], ['D', 'G'], ['D', 'G'], ['F#7', 'Bm'], ['A7', 'D'], ['Em'], ['Am', 'D7(b9)', 'G', 'Em'], ['Am', 'D7(b9)', 'G', 'Em'], ['Am', 'D7(b9)', 'G'], ['Ab'], ['Fm'], ['Bbm', 'Eb7(b9)', 'Ab', 'Fm'], ['Bbm', 'Eb7(b9)', 'Ab', 'Fm'], ['Bbm', 'Eb', 'Ab', 'Fm', 'Bbm', 'Eb7(b9)', 'Ab']]",
21,Summertime,George Gershwin,Em,"[['Em', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em'], ['Am', 'B7', 'C7', 'B7'], ['Em', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em'], ['G', 'A7', 'B7', 'Em', 'Am', 'Em'], ['Em', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em'], ['Am', 'B7', 'C7', 'B7'], ['Em', 'Am', 'Em', 'Am', 'Em', 'Am', 'Em'], ['G', 'A7', 'B7', 'Em', 'Am', 'Em']]",
22,My Girl,The Temptations,C,"[['C', 'F', 'C', 'F'], ['C'], ['C', 'F', 'C', 'F'], ['C', 'F', 'C', 'F'], ['C', 'Dm7', 'F', 'G'], ['C', 'Dm7', 'F', 'G'], ['C(maj7)'], ['Dm7', 'G', 'F', 'F', 'G', 'G'], ['F', 'G', 'C', 'F', 'C', 'F'], ['C', 'F', 'C', 'F'], ['C', 'Dm7', 'F', 'G'], ['C', 'Dm7', 'F', 'G'], ['C(maj7)'], ['Dm7', 'G', 'F', 'F', 'G', 'G'], ['C'], ['C', 'F', 'C'], ['F', 'Dm7'], ['Dm7', 'G', 'Em', 'A', 'A', 'A'], ['D', 'G', 'D', 'G'], ['D', 'G', 'D', 'G'], ['D', 'Em', 'G', 'A'], ['D', 'Em', 'G', 'A'], ['Dmaj7'], ['Em', 'A', 'G', 'F#m', 'Em', 'Dmaj7'], ['Dmaj7', 'Em'], ['A', 'G', 'F#m', 'Em', 'Dmaj7'], ['Em', 'A', 'G', 'F#m', 'Em'], ['Dmaj7']]",
23,Mele Kalikimaka,Bing Crosby,D,"[['D', 'D', 'B7', 'Em7', 'A7', 'D', 'A', 'D'], ['Fdim', 'Edim', 'A7'], ['Em7', 'A7'], ['D'], ['D7', 'G'], ['B', 'B7', 'E7', 'A7'], ['D', 'B7'], ['Em7', 'A7', 'D', 'Bb7'], ['Eb'], ['Eb7', 'Ebdim', 'Bb7'], ['Bb7'], ['Eb'], ['Eb7', 'Ab'], ['C7', 'F7', 'Bb7'], ['Eb', 'Eb7', 'C'], ['F7', 'Bb7', 'Eb', 'Bb7'], ['Eb', 'Eb', 'Eb', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb', 'Eb7', 'Ab'], ['Cm', 'Cm7', 'F7', 'Bb7'], ['Eb', 'Eb7', 'C7'], ['F7', 'Bb7', 'Eb'], ['Eb', 'Bb', 'Bb', 'Eb'], ['F7', 'Bb7'], ['Fm7', 'Bb7'], ['Eb'], ['Eb7', 'Ab'], ['C7', 'F7', 'Bb7'], ['Eb', 'C7'], ['F7', 'Bb7', 'F7', 'Bb'], ['F7', 'Bb7', 'Eb', 'Bb7', 'Eb']]",
24,Great Balls Of Fire,Jerry Lee Lewis,,"[['C'], ['F7'], ['G7', 'F7'], ['C'], ['C'], ['F7'], ['G7', 'F7'], ['C'], ['F7', 'C'], ['F7'], ['G7'], ['G7'], ['G7'], ['G7'], ['C'], ['F7'], ['G7', 'F7'], ['C'], ['C', 'F', 'G', 'F', 'C', 'C', 'F7', 'C'], ['F7'], ['G7'], ['G7'], ['G7'], ['G7'], ['C'], ['F7'], ['G7', 'F7'], ['C', 'C']]",
25,I Dont Want To Set The World On Fire,The Ink Spots,F,"[['F#dim7'], ['C7'], ['F', 'F/A', 'Abdim7', 'Gm'], ['Gm', 'Bbm', 'C', 'C', 'F', 'F#dim7', 'Gm7', 'C7'], ['F', 'F/A', 'Abdim7', 'Gm'], ['Gm', 'Bbm', 'C', 'C', 'F', 'Bb7', 'F'], ['Cm7', 'F7', 'Cm7', 'F7'], ['Bb', 'Bb'], ['Dm7', 'G7', 'Dm7', 'G7'], ['G7', 'C7'], ['F', 'F/A', 'Abdim7', 'Gm'], ['Gm', 'Bbm', 'C', 'C', 'F', 'F#dim7', 'Gm7', 'C7'], ['F', 'F/A', 'Abdim7'], ['Gm'], ['Gm', 'Bbm', 'C', 'C', 'F', 'F#dim7', 'Gm7', 'C7'], ['F', 'F/A', 'Abdim7', 'Gm'], ['Gm', 'Bbm', 'C', 'C', 'F', 'Bb7'], ['F'], ['Cm7', 'F7', 'Cm7', 'F7'], ['Bb', 'Bb'], ['Dm7', 'G7', 'Dm7', 'G7'], ['G7', 'C7'], ['F', 'F/A', 'Abdim7', 'Gm'], ['Gm', 'Bbm', 'C', 'C', 'F', 'Bb7', 'F']]",
26,Heartbreak Hotel,Elvis Presley,,"[['E'], ['E7'], ['E'], ['A7'], ['B7', 'E'], ['E'], ['E7'], ['E'], ['A7'], ['B7', 'E'], ['E'], ['E7'], ['E'], ['A7'], ['B7', 'E'], ['E'], ['E7'], ['E'], ['A7'], ['B7', 'E'], ['E'], ['E7'], ['E'], ['A7'], ['B7', 'E']]",
27,Blue Suede Shoes,Elvis Presley,,"[['A'], ['A'], ['A'], ['A', 'A', 'A'], ['D7', 'A'], ['E7', 'A'], ['A'], ['A'], ['A'], ['A'], ['A', 'A', 'A', 'A'], ['D7', 'A'], ['E7', 'A'], ['A'], ['A'], ['A'], ['A'], ['A', 'A', 'A', 'A'], ['D7', 'A'], ['E7', 'A']]",
28,Hound Dog,Elvis Presley,C,"[['C'], ['F'], ['C'], ['G'], ['F', 'C'], ['C'], ['F'], ['C'], ['G'], ['F', 'C'], ['C'], ['F'], ['C'], ['G'], ['F', 'C'], ['C', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'G', 'F', 'C', 'C', 'C'], ['F'], ['C'], ['G'], ['F', 'C'], ['C', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'G', 'F', 'C', 'C', 'C'], ['F'], ['C'], ['G'], ['F', 'C'], ['C'], ['F'], ['C'], ['G'], ['C#7', 'C7']]",
29,Gentle On My Mind,Glen Campbell,Eb,"[['Emmaj7', 'Em7', 'D', 'D', 'Dmaj7', 'D6'], ['Dmaj7', 'Em'], ['Em', 'Emmaj7', 'Em7'], ['A', 'D'], ['D', 'Dmaj7'], ['D6', 'Dmaj7'], ['D', 'Dmaj7', 'Em'], ['Em', 'Emmaj7'], ['Em7', 'A'], ['Em', 'A', 'D'], ['D', 'Dmaj7'], ['D6', 'Dmaj7', 'Em'], ['Em', 'Emmaj7'], ['Em7', 'A', 'D'], ['D', 'Dmaj7', 'D6'], ['Dmaj7', 'D', 'Dmaj7', 'Em'], ['Em', 'Emmaj7'], ['Em7', 'A'], ['Em', 'A', 'D'], ['D', 'Dmaj7'], ['D6', 'Dmaj7', 'Em'], ['Em', 'Emmaj7', 'Em7'], ['A', 'D'], ['D', 'Dmaj7', 'D6', 'Dmaj7'], ['D', 'Dmaj7', 'Em'], ['Em', 'Emmaj7', 'Em7', 'A'], ['Em', 'A', 'D'], ['D', 'Dmaj7', 'D6'], ['Dmaj7', 'Em'], ['Em', 'Emmaj7'], ['Em7', 'A', 'D'], ['D', 'Dmaj7'], ['D6', 'Dmaj7', 'Em'], ['Em', 'Emmaj7'], ['Em7', 'A'], ['Em', 'A', 'D']]",1
30,Wichita Lineman,Glen Campbell,C,"[['Fmaj7', 'Gsus4', 'Gm/Bb', 'C9sus4', 'G', 'D/A', 'Bbmaj7', 'D', 'A7sus4', 'Fmaj7/A', 'Dsus4', 'Csus2', 'Dm7', 'Cadd9', 'C', 'Am7', 'G/B', 'D'], ['Fmaj7', 'C9sus4', 'Fmaj7'], ['C9sus4', 'Bbmaj7'], ['Fmaj7/A', 'C9sus4'], ['Dm7', 'Am7', 'Gsus4', 'G', 'D', 'Dsus4', 'D'], ['Cadd9'], ['G/B', 'Gm/Bb'], ['D/A', 'A7sus4'], ['Bbmaj7', 'Csus2', 'Bbmaj7'], ['C9sus4', 'Bbmaj7'], ['Fmaj7/A', 'C9sus4', 'Dm7'], ['Am7', 'Gsus4', 'G', 'D', 'Dsus4', 'D'], ['Cadd9'], ['G/B', 'Gm/Bb'], ['D/A', 'A7sus4'], ['Bbmaj7', 'Csus2', 'Bbmaj7'], ['C9sus4', 'Bbmaj7'], ['Fmaj7/A', 'C9sus4'], ['Dm7', 'Am7', 'Gsus4', 'G'], ['D', 'Dsus4', 'D'], ['Cadd9'], ['G/B', 'Gm/Bb'], ['D/A', 'A7sus4'], ['Bbmaj7', 'Csus2', 'Bbmaj7', 'C9sus4'], ['Bbmaj7', 'C'], ['Bbmaj7'], ['Csus2', 'D']]",
31,Folsom Prison Blues,Johnny Cash,G,"[['G', 'G'], ['G7'], ['C', 'G'], ['D7', 'G'], ['G'], ['G7'], ['C', 'G'], ['D7', 'G'], ['G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'D', 'D', 'D', 'D', 'G', 'G', 'G'], ['G7'], ['C', 'G'], ['D7', 'G'], ['G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'D', 'D', 'D', 'D', 'G', 'G', 'G'], ['G7'], ['C', 'G'], ['D7', 'G']]",
