,title,artist,key,chords,capo
10,Back To Black,Amy Winehouse,Dm,"[['Dm', 'Gm', 'Bb', 'A', 'Dm', 'Gm'], ['Bb', 'A'], ['Dm', 'Gm'], ['Bb', 'A'], ['Dm', 'Gm'], ['Bb', 'A'], ['Dm', 'Gm'], ['Bb', 'A'], ['Dm', 'Gm'], ['Bb', 'A', 'Dm'], ['Dm', 'Gm'], ['Bb', 'A'], ['Dm', 'Gm'], ['Bb', 'A'], ['Dm', 'Gm'], ['Bb', 'A'], ['Dm', 'Gm'], ['Bb', 'A'], ['Dm', 'Bbmaj7'], ['F', 'A'], ['Dm', 'Bbmaj7'], ['F', 'A', 'A7'], ['Dm', 'Gm'], ['Bb', 'A'], ['Dm', 'Gm'], ['Bb', 'A', 'Dm']]",
11,Over The Rainbow,Israel Kamakawiwoʻole,G,"[['G/D', 'D', 'Em', 'C/E', 'G/D', 'D', 'Em', 'C/E', 'C', 'C', 'G', 'Bm', 'C', 'G'], ['C', 'B7', 'Em', 'C/E'], ['G', 'Bm', 'C', 'G'], ['C', 'G', 'D', 'Em', 'C'], ['G', 'Bm', 'C', 'G'], ['C', 'G', 'D', 'Em', 'C'], ['G'], ['Bm', 'Em', 'C'], ['G'], ['Bm'], ['Em', 'C'], ['G', 'Bm', 'C', 'G'], ['C', 'G', 'D', 'Em', 'C'], ['G'], ['Bm', 'Em', 'C'], ['G'], ['Bm'], ['Em', 'C'], ['G', 'Bm', 'C', 'G'], ['C', 'G', 'D', 'Em', 'C'], ['G', 'Bm', 'C', 'G'], ['C', 'B7', 'Em', 'C']]",5
12,Fix You,Coldplay,Eb,"[['C', 'Em', 'Am7', 'G', 'C', 'Em', 'Am7', 'G'], ['C', 'Em', 'Am7', 'G'], ['C', 'Em', 'Am7', 'G'], ['C', 'Em', 'Am7', 'G'], ['C', 'Em', 'Am7', 'G'], ['C', 'Em', 'Am7', 'G'], ['C', 'Em', 'Am7', 'G'], ['C', 'Em', 'Am7', 'G', 'F'], ['F', 'C', 'G', 'F'], ['F', 'C', 'G', 'F'], ['F', 'C', 'G'], ['C', 'Em', 'Am7', 'G', 'C', 'Em', 'Am7', 'G'], ['C', 'Em', 'Am7', 'G'], ['C', 'Em', 'Am7', 'G'], ['C', 'Em', 'Am7', 'G', 'F'], ['F', 'C', 'G', 'F'], ['F', 'C', 'G', 'F'], ['F', 'C', 'G'], ['C', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'C', 'F', 'C', 'G', 'Am', 'F', 'C', 'G', 'C', 'F'], ['C', 'G'], ['Am7', 'F', 'C', 'G'], ['C', 'F'], ['C', 'Em'], ['Am7', 'F', 'C', 'G'], ['F', 'C', 'G', 'F'], ['F', 'C', 'G', 'F'], ['F', 'C', 'G', 'C']]",3
13,Sparks,Coldplay,Bbm,"[['C', 'Am7', 'Fadd9/A', 'Am', 'Ammaj7', 'Am', 'C7', 'Am6', 'Fmaj7/A'], ['C', 'Am7', 'C', 'Am7'], ['C', 'Am7'], ['Fadd9/A', 'C'], ['C', 'Am7'], ['C', 'Am7', 'Fadd9/A'], ['C'], ['Am', 'Ammaj7', 'Am', 'C7', 'Am6', 'Fmaj7/A'], ['Am', 'Ammaj7', 'Am', 'C7', 'Am6', 'Fmaj7/A'], ['C', 'Am7', 'C', 'Am7'], ['C', 'Am7', 'Fadd9/A'], ['C'], ['C', 'Am7'], ['Ammaj7', 'Am7'], ['Fadd9/A'], ['C'], ['Am', 'Ammaj7', 'Am', 'C7', 'Am6', 'Fmaj7/A'], ['Am', 'Ammaj7', 'Am', 'C7', 'Am6', 'Fmaj7/A'], ['C', 'Am7'], ['C', 'Am7', 'C']]",1
14,The Scientist,Coldplay,Dm,"[['Bm7', 'G', 'D', 'Dsus2', 'A/D', 'D6/9', 'A/E', 'Asus4', 'A', 'Dmaj7', 'Dsus2/C#', 'Bm7', 'G', 'D', 'Dsus2', 'Bm7', 'G', 'D'], ['Dsus2'], ['Bm7', 'G', 'D'], ['Dsus2'], ['Bm7', 'G', 'D'], ['Dsus2'], ['Bm7', 'G', 'D'], ['Dsus2'], ['G'], ['D', 'Dsus2'], ['G'], ['D', 'A/D', 'D6/9', 'A/E', 'Asus4', 'A'], ['D', 'G', 'D', 'D', 'Dmaj7', 'Bm7', 'G', 'D', 'Dsus2', 'Bm7', 'G', 'D'], ['Dsus2'], ['Bm7', 'G', 'D'], ['Dsus2'], ['Bm7', 'G', 'D'], ['Dsus2'], ['Bm7', 'G', 'D'], ['Dsus2/C#'], ['G'], ['D', 'Dsus2'], ['G'], ['D', 'A/D', 'D6/9', 'A/E', 'Asus4', 'A'], ['D', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'D'], ['Bm7', 'G', 'D']]",3
15,Valerie,Amy Winehouse,Eb,"[['C', 'Dm'], ['C', 'Dm'], ['F', 'Em'], ['F', 'Em'], ['F', 'Em', 'G'], ['C', 'Dm', 'C', 'Dm'], ['C', 'Dm'], ['C', 'Dm'], ['C', 'Dm'], ['C', 'Dm'], ['Dm'], ['F', 'Em'], ['F', 'Em'], ['F', 'Em', 'G'], ['C', 'Dm', 'C', 'Dm'], ['C', 'Dm'], ['C', 'Dm'], ['F', 'Em'], ['F', 'Em'], ['F', 'Em', 'G'], ['C', 'Dm', 'C', 'Dm'], ['C', 'Dm'], ['C', 'Dm'], ['Cmaj7']]",3
16,I Will Follow You Into The Dark,Death Cab for Cutie,Am,"[['Am', 'C', 'F', 'C', 'G/B', 'Am', 'C', 'G', 'Am', 'C', 'E', 'Am', 'Am/G', 'F', 'Fm', 'C/G', 'C/G'], ['Am/E'], ['F'], ['C', 'G'], ['C/G'], ['Am/E'], ['F'], ['C', 'G'], ['Am', 'C', 'F', 'C', 'G/B'], ['Am', 'C', 'G'], ['Am', 'C', 'E', 'Am', 'Am/G'], ['F', 'Fm', 'C/G'], ['C/G'], ['Am/E'], ['F'], ['C', 'G'], ['C/G'], ['Am/E'], ['F'], ['C', 'G'], ['Am', 'C', 'F', 'C', 'G/B'], ['Am', 'C', 'G'], ['Am', 'C', 'E', 'Am', 'Am/G'], ['F', 'Fm', 'C/G'], ['C/G'], ['Am/E'], ['F'], ['C', 'G'], ['C/G'], ['Am/E'], ['F'], ['C', 'G'], ['Am', 'F'], ['Am', 'C', 'F', 'C', 'G/B'], ['Am', 'C', 'G'], ['Am', 'C', 'E', 'Am', 'Am/G'], ['F', 'Fm', 'C', 'G/B', 'Am'], ['F', 'Fm', 'C/G']]",5
17,505,Arctic Monkeys,Em,"[['Dm', 'Em', 'Dm', 'Em'], ['Dm', 'Em', 'Dm', 'Em', 'Dm', 'Em'], ['Dm'], ['Em', 'Dm'], ['Em', 'Dm', 'Em'], ['Dm', 'Em'], ['Dm', 'Em'], ['Dm', 'Em'], ['Dm', 'Em', 'Dm'], ['Em', 'Dm'], ['Em', 'Dm'], ['Em', 'Dm', 'Em'], ['Dm', 'Em'], ['Dm'], ['Em', 'Dm'], ['Em', 'Dm', 'Em'], ['Dm', 'Em', 'Dm', 'Em', 'Dm'], ['Em', 'Dm'], ['Em', 'Dm'], ['Em', 'Dm', 'Em'], ['Dm', 'Em'], ['Dm', 'Em', 'Dm'], ['Em', 'Dm', 'Em']]",
18,Love Story,Taylor Swift,C,"[['C', 'G', 'Am', 'F', 'C'], ['F'], ['Am', 'F'], ['C'], ['F'], ['Am'], ['G'], ['F', 'G'], ['Am', 'C'], ['F'], ['G', 'Am', 'F', 'G'], ['C'], ['G'], ['Am'], ['F', 'G', 'C'], ['C'], ['F'], ['Am'], ['G'], ['F', 'G'], ['Am', 'C'], ['F'], ['G', 'Am', 'F', 'G'], ['C'], ['G'], ['Am'], ['F', 'G'], ['C'], ['G'], ['Am'], ['F', 'G'], ['C', 'G', 'Am', 'F', 'G', 'Am', 'F', 'C', 'G'], ['Am', 'F'], ['C', 'G'], ['C'], ['G'], ['Am'], ['F', 'G'], ['D'], ['A'], ['Bm'], ['G', 'A', 'D'], ['A', 'Bm'], ['G', 'D']]",2
19,Do They Know Its Christmas,Band Aid 20,F,"[['C', 'Em', 'C', 'Em', 'C', 'C', 'Em', 'C', 'Em', 'C', 'C', 'Em', 'C', 'Em', 'C', 'C', 'Em', 'C', 'Em', 'C', 'F', 'G', 'C'], ['F', 'G', 'C'], ['F', 'G', 'C', 'F'], ['Dm', 'G', 'C'], ['F', 'G', 'C'], ['F', 'G', 'C'], ['F', 'G'], ['C', 'F'], ['Dm', 'G'], ['C', 'F'], ['Dm', 'G'], ['C', 'F'], ['Dm', 'G', 'C'], ['F', 'G', 'C'], ['F', 'G', 'C'], ['F', 'G'], ['C', 'F'], ['Dm', 'G', 'C', 'F', 'C'], ['Am'], ['G'], ['Am'], ['G'], ['Am'], ['G'], ['Am'], ['G'], ['F', 'G'], ['C', 'Em', 'C', 'Em', 'C', 'C', 'Em', 'C', 'Em', 'C'], ['C', 'Em', 'C', 'Em', 'C', 'C', 'Em', 'C', 'Em', 'C'], ['C', 'Em', 'C', 'Em', 'C', 'C', 'Em', 'C', 'Em', 'C'], ['C', 'F', 'C', 'F', 'G'], ['C', 'F', 'C', 'F', 'G'], ['C', 'F', 'C'], ['F', 'G'], ['C', 'F', 'C'], ['F', 'G'], ['C', 'F', 'C'], ['F', 'G'], ['C', 'F', 'C'], ['F', 'G'], ['C', 'Bb', 'Am', 'G', 'C', 'Bb', 'Am', 'G', 'C', 'Bb', 'Am', 'G']]",
20,Mad World,Gary Jules,Fm,"[['Em', 'A', 'Em', 'A', 'Em', 'G'], ['D', 'A'], ['Em', 'G'], ['D', 'A'], ['Em', 'G'], ['D', 'A'], ['Em', 'G'], ['D', 'A'], ['Em', 'A', 'Em'], ['A', 'Em'], ['A', 'Em'], ['A'], ['Em', 'A'], ['Em', 'A'], ['Em', 'G'], ['D', 'A'], ['Em', 'G'], ['D', 'A'], ['Em', 'G'], ['D', 'A'], ['Em', 'G'], ['D', 'A'], ['Em', 'A', 'Em'], ['A', 'Em'], ['A', 'Em'], ['A'], ['Em', 'A'], ['Em', 'A'], ['Em', 'A'], ['Em', 'A']]",1
21,Mr Brightside,The Killers,C#,"[['C', 'C/B', 'F', 'C', 'C/B'], ['F'], ['C', 'C/B'], ['F'], ['C', 'C/B'], ['F'], ['C', 'C/B'], ['F'], ['Am'], ['G'], ['F'], ['Am'], ['G'], ['F'], ['C'], ['F', 'Am'], ['G', 'C'], ['F', 'Am'], ['G', 'C'], ['F', 'Am'], ['G', 'C', 'Fmaj7'], ['Am', 'G'], ['C', 'Fadd9', 'Am', 'G', 'C', 'Fadd9', 'Am', 'G', 'C', 'C/B'], ['F'], ['C', 'C/B'], ['F'], ['C', 'C/B'], ['F'], ['C', 'C/B'], ['F'], ['Am'], ['G'], ['F'], ['Am'], ['G'], ['F'], ['C'], ['F', 'Am'], ['G', 'C'], ['F', 'Am'], ['G', 'C'], ['F', 'Am'], ['G', 'C', 'Fmaj7'], ['Am', 'G'], ['C', 'Fadd9', 'Am', 'G', 'C', 'Fadd9', 'Am', 'G', 'C', 'F', 'Am', 'G'], ['C', 'F', 'Am', 'G'], ['C', 'F', 'Am', 'G'], ['C', 'F', 'Am', 'G']]",1
22,Chasing Cars,Snow Patrol,A,"[['A', 'E/G#', 'D', 'Dsus2', 'A'], ['A', 'E/G#', 'D', 'A'], ['A', 'E/G#', 'D', 'A'], ['A', 'E/G#'], ['Dmaj7', 'A'], ['A', 'E/G#', 'D', 'A'], ['A', 'E/G#', 'D', 'A'], ['A', 'E/G#'], ['Dmaj7', 'A'], ['A', 'E/G#'], ['Dmaj7', 'A'], ['A', 'E/G#', 'D', 'A'], ['A', 'E/G#', 'D', 'A'], ['A', 'E/G#'], ['Dmaj7', 'A'], ['A', 'E/G#'], ['Dmaj7', 'A'], ['A', 'E/G#'], ['Dmaj7', 'A'], ['A', 'E/G#'], ['Dmaj7', 'A'], ['A', 'E/G#'], ['Dmaj7'], ['A']]",
23,The Scientist,Coldplay,Bm,"[['Bm7', 'Dm7', 'G', 'Bb', 'Gadd9', 'Bbadd9'], ['A', 'C', 'A7', 'C7'], ['D6sus2', 'Bm7', 'G', 'Gadd9', 'D', 'Dsus2', 'Bm7', 'G', 'Gadd9', 'D', 'Dsus2', 'Bm7', 'G', 'Gadd9', 'D', 'Dsus2'], ['Bm7', 'G', 'Gadd9', 'D', 'Dsus2'], ['Bm7', 'G', 'Gadd9', 'D', 'Dsus2'], ['Bm7', 'G', 'Gadd9', 'D', 'Dsus2'], ['G', 'Gadd9', 'D', 'Dsus2'], ['G', 'Gadd9', 'D', 'Daddb6', 'D6sus2', 'A'], ['A7', 'D'], ['D', 'G', 'Gadd9', 'D', 'D', 'Dmaj7', 'Bm7', 'G', 'D', 'Dsus2', 'Bm7', 'G', 'Gadd9', 'D', 'Dsus2'], ['Bm7', 'G', 'Gadd9', 'D', 'Dsus2'], ['Bm7', 'G', 'Gadd9', 'D', 'Dsus2'], ['Bm7', 'G', 'Gadd9', 'D', 'Dsus2'], ['G', 'Gadd9', 'D', 'Dsus2'], ['G', 'Gadd9', 'D', 'Dsus2', 'A'], ['A7', 'D'], ['D', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'D', 'Bm7', 'G', 'D', 'Dsus2'], ['Bm7', 'G', 'D', 'Dsus2'], ['Bm7', 'G', 'D', 'Dsus2'], ['Bm7', 'G', 'D', 'Dsus2']]",3
24,You Belong With Me,Taylor Swift,F#,"[['D', 'D', 'D', 'A'], ['Em'], ['G'], ['D', 'A'], ['Em'], ['G'], ['Em', 'G'], ['D', 'A'], ['Em', 'G'], ['A'], ['D'], ['A', 'Em'], ['G', 'D'], ['D', 'D', 'A'], ['Em'], ['G'], ['D', 'A'], ['Em'], ['G'], ['Em', 'G'], ['D', 'A'], ['Em', 'G'], ['A'], ['D'], ['A', 'Em'], ['G'], ['D'], ['A', 'Em'], ['G', 'D'], ['D', 'A', 'Em', 'G', 'Em'], ['G'], ['D'], ['A'], ['Em'], ['G'], ['D'], ['A'], ['D'], ['A', 'Em'], ['G'], ['D'], ['A', 'Em'], ['G', 'D'], ['A'], ['Em'], ['G', 'D']]",4
25,If I Aint Got You,Alicia Keys,G,"[['Cmaj7', 'Bm7', 'Am7', 'Gmaj7', 'Am7', 'Bm7', 'Cmaj7', 'Bm7', 'Bbm7', 'Am7', 'Gmaj7', 'Abmaj7', 'Gmaj7', 'Em7'], ['Am7', 'D9'], ['Abmaj7', 'Gmaj7', 'G#dim7'], ['Am7', 'D9'], ['Gmaj7', 'Am7', 'Bm7', 'Am7'], ['Gmaj7', 'Am7', 'Bm7', 'Cmaj7'], ['Bm7', 'Am7', 'Gmaj7', 'Am7'], ['Bm7', 'Am7'], ['Gmaj7', 'Am7', 'Bm7'], ['Cmaj9'], ['Bm7'], ['Am7'], ['Gmaj7'], ['Gmaj7', 'Am7', 'Dbmaj7', 'Cmaj7'], ['Bm7'], ['Bbm7', 'Am7'], ['Gmaj7'], ['Abmaj7', 'Gmaj7', 'Em7'], ['Am7', 'D9'], ['Abmaj7', 'Gmaj7', 'G#dim7'], ['Am7', 'D9'], ['Gmaj7', 'Am7', 'Bm7', 'Am7'], ['Gmaj7', 'Am7', 'Bm7', 'Cmaj7', 'Bm7', 'Am7'], ['Gmaj7', 'Am7'], ['Bm7', 'Am7', 'Gmaj7', 'Am7', 'Bm7'], ['Cmaj9'], ['Bm7'], ['Am7'], ['Gmaj7'], ['Gmaj7', 'Am7', 'Dbmaj7', 'Cmaj9'], ['Bm7'], ['Bbm7', 'Am7'], ['Gmaj7', 'Gmaj7', 'Gmaj7'], ['Gmaj7', 'Am7', 'Bm7', 'Cmaj9'], ['Bm7'], ['Am7'], ['Gmaj7'], ['Gmaj7', 'Am7', 'Bm7', 'Cmaj9'], ['Bm7'], ['Bbm7', 'Am7'], ['Gmaj7'], ['Cmaj7', 'Bm7', 'Am7', 'Gmaj7'], ['Am7', 'Bm7', 'Cmaj7', 'Bm7'], ['Bbm7', 'Am7', 'Gmaj7', 'D']]",
26,Seven Nation Army,The White Stripes,,"[['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C'], ['B', 'Em', 'G', 'C', 'B'], ['Em', 'G', 'C'], ['B', 'Em', 'G', 'C', 'B'], ['G', 'A'], ['Em', 'G', 'C', 'B', 'G', 'A', 'Em', 'G', 'C', 'B', 'Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['G', 'A'], ['Em', 'G', 'C', 'B', 'G', 'A', 'Em', 'G', 'C', 'B', 'Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C', 'B'], ['Em', 'G', 'C'], ['B', 'Em', 'G', 'C', 'B'], ['G', 'A']]",
