,title,artist,key,chords,capo
1192,Seven Drunken Nights,The Dubliners,,"[['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['G', 'D', 'G']]",
1193,Im Not Your Steppin Stone,The Monkees,,"[['E', 'G', 'A', 'C', 'E', 'G', 'A', 'C', 'E', 'G', 'A', 'C', 'E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C', 'E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C', 'E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C', 'E', 'G', 'A', 'C'], ['E', 'E', 'E', 'G', 'A', 'G', 'E', 'E', 'E', 'G', 'A', 'G'], ['E', 'G', 'A', 'G', 'E'], ['G', 'A', 'G', 'E', 'G', 'A', 'G', 'E', 'G', 'A', 'G', 'E'], ['E', 'Dsus2', 'A', 'E', 'Dsus2', 'A', 'E', 'G', 'A', 'C', 'E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C', 'E', 'G', 'A', 'C'], ['E', 'G', 'A', 'C', 'E', 'G', 'A', 'C'], ['E', 'E', 'E', 'G', 'A', 'G', 'E', 'E', 'E', 'G', 'A', 'G'], ['E', 'G', 'A', 'G', 'E'], ['G', 'A', 'G', 'E', 'G', 'A', 'G', 'E', 'G', 'A', 'G', 'E'], ['E', 'Dsus2', 'A', 'E', 'Dsus2', 'A', 'E', 'G', 'A', 'G', 'E', 'G', 'A', 'G', 'E'], ['G', 'A', 'G', 'E', 'E', 'G', 'A', 'G', 'E']]",
1194,Amazing Grace,Judy Collins,,"[['E', 'D#', 'A', 'G#', 'B7', 'A#7', 'E', 'A', 'E'], ['B7'], ['E', 'A', 'E'], ['B7', 'E'], ['E', 'A', 'E'], ['B7'], ['E', 'A', 'E'], ['B7', 'E'], ['E', 'A', 'E'], ['B7'], ['E', 'A', 'E'], ['B7', 'E'], ['E', 'A', 'E'], ['B7'], ['E', 'A', 'E'], ['B7', 'E'], ['E', 'A', 'E'], ['B7'], ['E', 'A', 'E'], ['B7', 'E'], ['E', 'A', 'E'], ['B7'], ['E', 'A', 'E'], ['B7', 'E']]",
1195,Bouree,Jethro Tull,,"[['Dm', 'A', 'A7', 'Dm', 'F', 'C', 'A7', 'Dm', 'Dm', 'A', 'A7', 'Dm', 'F', 'C', 'F', 'F', 'Dm', 'A7', 'A7', 'Dm', 'F', 'C', 'A7', 'Dm', 'Dm', 'A7', 'E', 'Dm', 'F', 'C', 'F', 'A7', 'Dm', 'A7', 'C', 'Dm', 'C', 'Dm', 'A7', 'Dm', 'Dm', 'A7', 'C', 'Dm', 'C', 'Dm', 'A7', 'Dm', 'Dm']]",
1196,Under The Boardwalk,The Drifters,G,"[['G', 'G', 'D'], ['D', 'G', 'G7'], ['C', 'G'], ['G', 'D', 'G'], ['Em'], ['D'], ['Em'], ['D'], ['Em', 'Em', 'Em', 'Em'], ['G', 'D'], ['D', 'G', 'G7'], ['C', 'G'], ['G', 'D', 'G'], ['Em'], ['D'], ['Em'], ['D'], ['Em', 'Em', 'Em', 'Em'], ['G', 'D', 'D', 'G'], ['C', 'G'], ['G', 'D', 'G'], ['Em'], ['D'], ['Em'], ['D'], ['Em', 'Em', 'Em', 'Em']]",
1197,The Pink Panther Theme,Henry Mancini,,"[['C', 'Am'], ['C', 'Am'], ['C', 'Am'], ['D7', 'G'], ['G', 'D7', 'G'], ['C'], ['E'], ['F', 'C'], ['D', 'G'], ['C'], ['E', 'Am'], ['F', 'F#dim', 'C', 'Am'], ['F', 'Am', 'G', 'C'], ['F', 'F#dim', 'C', 'Am'], ['F', 'Am', 'G', 'C']]",1
1198,Griechischer Wein,Udo Jürgens,,"[['Em', 'C', 'D', 'G'], ['G', 'G', 'C', 'D'], ['Em', 'B7', 'Em'], ['Em', 'C', 'D', 'G'], ['G', 'G', 'C', 'D'], ['Em', 'B7', 'Em'], ['C'], ['G'], ['D', 'G'], ['G7'], ['C'], ['G'], ['D', 'Em', 'B7'], ['Em']]",
1199,Griechischer Wein,Udo Jürgens,,"[['Am', 'C'], ['G'], ['Am', 'Em', 'Am'], ['Am', 'C'], ['G'], ['Am', 'Em', 'Am'], ['F'], ['C'], ['G'], ['C', 'G', 'C', 'C7'], ['F'], ['C'], ['G'], ['Am', 'Em', 'Am'], ['Am', 'C'], ['G'], ['Am', 'Em', 'Am'], ['Am', 'C'], ['G'], ['Am', 'Em', 'Am'], ['F'], ['C'], ['G'], ['C', 'G', 'C', 'C7'], ['F'], ['C'], ['G'], ['Am', 'Em', 'Am']]",3
1200,Because,The Dave Clark Five,,"[['G', 'G+', 'G6', 'G7'], ['Am', 'D', 'D+'], ['G', 'G+', 'C', 'Cm'], ['G', 'Am', 'D7', 'G'], ['Am', 'D7', 'G', 'Em'], ['Am', 'D7'], ['Am', 'D+'], ['G', 'G+', 'G6', 'G7'], ['Am', 'D', 'D+'], ['G', 'G+', 'C', 'Cm'], ['G', 'Am', 'D7', 'G', 'Eb7', 'D7'], ['Am', 'D7', 'G', 'Em'], ['Am', 'D7'], ['Am', 'D+'], ['G', 'G+', 'G6', 'G7'], ['Am', 'D', 'D+'], ['G', 'G+', 'C', 'Cm'], ['G', 'Am', 'D', 'G', 'E'], ['Am', 'D7', 'G', 'G6/9']]",
1201,Shes Got You,Patsy Cline,,"[['F', 'Dm', 'F', 'Dm', 'F', 'C7', 'F', 'F7'], ['Bb'], ['F', 'Dm', 'F', 'Dm'], ['F', 'C7', 'F'], ['F', 'C7', 'F', 'F7'], ['Bb'], ['F', 'Dm', 'F', 'Dm'], ['F', 'C7', 'F', 'F7'], ['Bb'], ['G7', 'C7', 'C'], ['F', 'C7'], ['F', 'F7'], ['Bb'], ['F', 'Dm', 'F', 'Dm'], ['F', 'C7'], ['F', 'F7'], ['Bb'], ['G7', 'C7', 'C'], ['F', 'C7'], ['F', 'F7'], ['Bb'], ['F', 'Dm', 'F', 'Dm'], ['F', 'C7'], ['F', 'Dm', 'F']]",
1202,Volare,Dean Martin,,"[['Am'], ['D', 'G', 'D', 'Em', 'G7'], ['Am', 'D', 'G', 'Em'], ['Am', 'D', 'G', 'Em'], ['Em'], ['Bm'], ['B7', 'Em'], ['Cm', 'Bb', 'D'], ['Am'], ['D', 'G', 'D', 'Em', 'G7'], ['Am', 'D', 'G'], ['Am', 'D', 'G'], ['Em', 'B7'], ['Am'], ['D'], ['Am', 'D'], ['G'], ['Em', 'Am', 'D', 'D7'], ['Am'], ['D', 'G', 'D', 'Em', 'G7'], ['Am', 'D', 'G', 'Em'], ['Am', 'D', 'G', 'Em'], ['Em'], ['Bm'], ['B7', 'Em'], ['Cm', 'Bb', 'D'], ['Am'], ['D', 'G', 'D', 'Em', 'G7'], ['Am', 'D', 'G'], ['Am', 'D', 'G'], ['Am', 'D', 'G'], ['Am', 'D', 'G'], ['Am', 'D', 'G']]",2
1203,The Girl From Ipanema,Antônio Carlos Jobim,,"[['Fmaj7'], ['G7'], ['Gm7', 'Gb7'], ['Fmaj7', 'Gb9'], ['Fmaj7'], ['G7'], ['Gm7', 'Gb7'], ['Fmaj7', 'Gb9'], ['Gbmaj7', 'Cb9'], ['F#m7', 'D9'], ['Gm7', 'Eb9'], ['Am7', 'D7-9'], ['Gm7', 'C7-9'], ['Fmaj7'], ['G7'], ['Gm7', 'Gb7'], ['Fmaj7', 'Gb9'], ['Fmaj7'], ['G7'], ['Gm7', 'Gb7'], ['Fmaj7', 'Gb9'], ['Gbmaj7', 'Cb9'], ['F#m7', 'D9'], ['Gm7', 'Eb9'], ['Am7', 'D7-9'], ['Gm7', 'C7-9'], ['Fmaj7'], ['G7'], ['Gm7', 'Gb7'], ['Fmaj7', 'Gb9'], ['Fmaj7', 'Gb9'], ['Fmaj7', 'Gb9', 'Fmaj7']]",
1204,Reach Out Ill Be There,Four Tops,,"[['Dsus4', 'Dm', 'A', 'Gm7', 'F', 'C', 'Edim', 'Dsus4', 'Dm', 'Dsus4', 'Dm', 'A', 'Gm7', 'F', 'C'], ['Gm7', 'F', 'C'], ['Gm7', 'F', 'C'], ['Gm7', 'F', 'C'], ['Gm7', 'F', 'C'], ['F'], ['A', 'Edim'], ['A', 'D', 'Dm', 'A'], ['A', 'D', 'Dm', 'A'], ['Gm7', 'F', 'C'], ['Gm7', 'F', 'C'], ['Gm7', 'F', 'C'], ['Gm7', 'F', 'C'], ['Gm7', 'F', 'C'], ['F'], ['A', 'Edim'], ['A', 'D', 'Dm', 'A'], ['A', 'D', 'Dm', 'A'], ['A', 'D', 'Dm', 'A'], ['A', 'D', 'Dm', 'A'], ['Gm7', 'F', 'C'], ['Gm7', 'F', 'C'], ['Gm7', 'F', 'C'], ['Gm7', 'F', 'C'], ['Gm7', 'F', 'C'], ['F'], ['A', 'Edim'], ['A', 'D', 'Dm', 'A'], ['A', 'D', 'Dm', 'A']]",1
1205,Donna Donna,Joan Baez,,"[['Am', 'E7/B', 'Am', 'E7/B', 'Am', 'E7/B', 'Am', 'Dm', 'C', 'E7/B', 'Am'], ['Am', 'E7/B', 'Am', 'E7/B', 'Am', 'Dm', 'Am', 'E7', 'Am'], ['G', 'C', 'Am', 'G', 'C', 'Am'], ['G', 'C', 'E7/B', 'Am', 'E', 'Am'], ['E7', 'Am', 'G', 'C', 'Am'], ['E7', 'Am', 'E7', 'Am', 'E7', 'Am', 'E7'], ['Am', 'E7/B', 'Am', 'E7/B', 'Am', 'Dm', 'C', 'E7/B', 'Am'], ['Am', 'E7/B', 'Am', 'E7/B', 'Am', 'Dm', 'Am', 'E7', 'Am'], ['G', 'C', 'Am', 'G', 'C', 'Am'], ['G', 'C', 'E7/B', 'Am', 'E', 'Am'], ['E7', 'Am', 'G', 'C', 'Am'], ['E7', 'Am', 'E7', 'Am', 'E7', 'Am', 'E7'], ['Am', 'E7/B', 'Am', 'E7/B', 'Am', 'Dm', 'C', 'E7/B', 'Am'], ['Am', 'E7/B', 'Am', 'E7/B', 'Am', 'Dm', 'Am', 'E7', 'Am'], ['G', 'C', 'Am', 'G', 'C', 'Am'], ['G', 'C', 'E7/B', 'Am', 'E', 'Am'], ['E7', 'Am', 'G', 'C', 'Am'], ['E7', 'Am', 'E7', 'Am', 'E7', 'Am', 'E7', 'Am']]",
1206,Youve Made Me So Very Happy,"Blood, Sweat & Tears",,"[['Gb/Ab', 'Ebm7', 'Dbmaj7'], ['Ebm7', 'Dbmaj7'], ['Ebm7', 'Dbmaj7'], ['Em7', 'Ebm7'], ['Em7', 'Ebm7'], ['Em7', 'Ebm7'], ['G/A', 'Gb/Ab'], ['Gb/Ab'], ['Gb/Ab', 'Dbmaj7', 'Bb7'], ['Ebm7', 'Dbmaj7'], ['Ebm7', 'Dbmaj7'], ['Ebm7', 'Dbmaj7'], ['Em7', 'Ebm7'], ['Em7', 'Ebm7'], ['Em7', 'Ebm7'], ['G/A', 'Gb/Ab'], ['Gb/Ab'], ['Gb/Ab', 'Dbmaj7', 'Bb7'], ['Ebm7/Ab', 'Absus4', 'Ebm7/Ab', 'Absus4', 'Ebm7/Ab', 'Absus4', 'Ebm7/Ab', 'Absus4', 'Dbmaj7', 'Bb7'], ['B', 'B'], ['Gb', 'Db'], ['B', 'B'], ['Em7', 'Ebm7', 'A', 'Absus4'], ['Ebm7', 'Ebm7', 'Fm7', 'Fm7', 'Gb', 'Gdim7', 'Abm7', 'Bbm7', 'B', 'Dbsus4', 'Db', 'Ebm7', 'Db', 'Ebm7', 'Em7', 'D', 'Em7', 'Ebm7', 'Em7', 'D', 'Em7'], ['Em7', 'A', 'Dmaj7', 'B7'], ['Em7', 'C9'], ['F#m7', 'B7'], ['Em7', 'A7-5', 'Gadd9', 'Cmaj7'], ['Gadd9', 'Cmaj7'], ['Gadd9', 'Cmaj7', 'Gadd9'], ['Cmaj7', 'Gadd9'], ['Cmaj7', 'Gadd9'], ['Cmaj7', 'Gadd9'], ['Cmaj7', 'Gadd9', 'Cmaj7', 'G']]",
1207,I Think Were Alone Now,Tommy James & the Shondells,,"[['A', 'E', 'D', 'A'], ['A', 'C#m'], ['F#m', 'E'], ['A', 'C#m'], ['F#m', 'E'], ['C#m', 'A'], ['C#m', 'A'], ['G'], ['E'], ['A'], ['A', 'E'], ['D', 'A'], ['A', 'E'], ['D', 'A'], ['A', 'E'], ['D', 'A']]",
1208,A Whiter Shade Of Pale,Procol Harum,,"[['C', 'Am', 'Em'], ['F', 'Dm', 'Dm', 'F'], ['G', 'Em', 'G7'], ['C', 'Am', 'Em'], ['F', 'Dm', 'Dm', 'F'], ['G', 'Em', 'G7'], ['C', 'Am', 'Em'], ['F', 'Dm'], ['G', 'C', 'Am', 'Em'], ['F', 'Dm', 'Dm', 'F'], ['G', 'Em', 'G7'], ['C', 'F', 'C', 'G7'], ['C', 'Am', 'Em'], ['F', 'Dm', 'Dm', 'F'], ['G', 'Em', 'G7'], ['C', 'Am', 'Em'], ['F', 'Dm', 'Dm', 'F'], ['G', 'Em', 'G7'], ['C', 'Am', 'Em'], ['F', 'Dm'], ['G', 'C', 'Am', 'Em'], ['F', 'Dm', 'Dm', 'F'], ['G', 'Em', 'G7'], ['C', 'F', 'C', 'G7'], ['C', 'Am', 'Em'], ['F', 'Dm', 'Dm', 'F'], ['G', 'Em', 'G7'], ['C', 'Am', 'Em'], ['F', 'Dm', 'Dm', 'F'], ['G', 'Em', 'G7'], ['C', 'Am', 'Em'], ['F', 'Dm'], ['G', 'C', 'Am', 'Em'], ['F', 'Dm', 'Dm', 'F'], ['G', 'Em', 'G7'], ['C', 'F', 'C', 'G7'], ['C', 'Am', 'Em'], ['F', 'Dm', 'Dm', 'F'], ['G', 'Em', 'G7'], ['C', 'Am', 'Em'], ['F', 'Dm', 'Dm', 'F'], ['G', 'Em', 'G7'], ['C', 'Am', 'Em'], ['F', 'Dm'], ['G', 'C', 'Am', 'Em'], ['F', 'Dm', 'Dm', 'F'], ['G', 'Em', 'G7'], ['C', 'F', 'C', 'G7']]",
1209,Lets Work Together,Canned Heat,,"[['G'], ['C7'], ['G'], ['D'], ['C', 'G'], ['G'], ['C7'], ['G'], ['D'], ['C', 'G']]",
1210,Soul Man,Sam & Dave,,"[['G', 'F', 'Bb', 'C', 'D', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'C'], ['G', 'C'], ['G', 'C', 'G', 'C'], ['G', 'C', 'G', 'C'], ['G', 'F', 'G', 'G', 'F'], ['G', 'C', 'D'], ['G', 'C', 'G', 'C', 'G', 'C'], ['G', 'C'], ['G', 'C', 'G', 'C', 'G', 'C'], ['G', 'C'], ['G', 'F', 'G', 'G', 'F'], ['G', 'C', 'D'], ['G', 'C', 'G', 'C', 'G', 'C'], ['G', 'C'], ['G', 'C', 'G', 'C', 'G', 'C'], ['G', 'C'], ['G', 'F', 'G', 'G', 'F'], ['G', 'C', 'D'], ['Eb', 'Bb'], ['C', 'C/D', 'Db/Eb'], ['Ab', 'Gb', 'Cb', 'Db', 'Eb'], ['Ab', 'Db', 'Ab'], ['Db', 'Ab', 'Db', 'Ab', 'Db', 'Ab', 'Db', 'Ab', 'Db']]",
1211,Youre The One,The Vogues,,"[['Bb'], ['Eb', 'Bb/F'], ['Cm/G', 'Gm'], ['F', 'Bb'], ['Cm/Eb', 'F'], ['Bb', 'Eb'], ['F', 'Bb'], ['Bb', 'Eb'], ['F', 'Bb'], ['F', 'Eb/F', 'F', 'Eb/F'], ['F', 'Eb/F', 'Gm/D'], ['Cm/Eb'], ['Eb', 'F'], ['E', 'B'], ['C#m', 'G#m'], ['F#', 'B'], ['C#m/E', 'F#'], ['B', 'E'], ['F#', 'B'], ['B', 'E'], ['F#', 'B']]",
1212,Waltz Across Texas,Ernest Tubb,,"[['D', 'G', 'G', 'D'], ['D7', 'G'], ['D'], ['D7', 'G'], ['G', 'D'], ['D7', 'G'], ['G', 'D'], ['D7', 'G'], ['G', 'D'], ['D7', 'G'], ['D'], ['D7', 'G'], ['G', 'D'], ['D7', 'G'], ['G', 'D'], ['D7', 'G']]",
1213,A Picture Of You,Joe Brown,,"[['A', 'G', 'E'], ['A', 'G', 'E'], ['D', 'E'], ['A', 'D', 'A', 'E'], ['A', 'G', 'E'], ['A', 'G', 'E'], ['D', 'E'], ['A', 'D', 'A'], ['C#m', 'Bm', 'C#m', 'Bm'], ['C#m', 'Bm', 'C#m', 'E'], ['A', 'F#m'], ['D', 'E'], ['A', 'G', 'E'], ['A', 'G', 'E'], ['D', 'E'], ['A', 'D', 'A', 'E'], ['A', 'D', 'A', 'E', 'A', 'D', 'A', 'E', 'A', 'G', 'E'], ['A', 'G', 'E'], ['D', 'E'], ['A', 'D', 'A', 'E'], ['A', 'D', 'A'], ['A', 'D', 'A', 'E'], ['A', 'D', 'A'], ['G', 'F', 'D'], ['G', 'F', 'D'], ['C', 'D'], ['G', 'C', 'G', 'D'], ['G', 'F', 'D'], ['G', 'F', 'D'], ['C', 'D'], ['G', 'C', 'G'], ['Bm', 'Am', 'Bm', 'Am'], ['Bm', 'Am', 'Bm', 'D'], ['G', 'Em'], ['C', 'D'], ['G', 'F', 'D'], ['G', 'F', 'D'], ['C', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D', 'G', 'C', 'G', 'D', 'G', 'F', 'D'], ['G', 'F', 'D'], ['C', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G'], ['C', 'A#', 'G'], ['C', 'A#', 'G'], ['F', 'G'], ['C', 'F', 'C', 'G'], ['C', 'A#', 'G'], ['C', 'A#', 'G'], ['F', 'G'], ['C', 'F', 'C'], ['Em', 'Dm', 'Em', 'Dm'], ['Em', 'Dm', 'Em', 'G'], ['C', 'Am'], ['F', 'G'], ['C', 'A#', 'G'], ['C', 'A#', 'G'], ['F', 'G'], ['C', 'F', 'C', 'G'], ['C', 'F', 'C', 'G', 'C', 'F', 'C', 'G', 'C', 'A#', 'G'], ['C', 'A#', 'G'], ['F', 'G'], ['C', 'F', 'C', 'G'], ['C', 'F', 'C'], ['C', 'F', 'C', 'G'], ['C', 'F', 'C'], ['D', 'C', 'A'], ['D', 'C', 'A'], ['G', 'A'], ['D', 'G', 'D', 'A'], ['D', 'C', 'A'], ['D', 'C', 'A'], ['G', 'A'], ['D', 'G', 'D'], ['F#m', 'Em', 'F#m', 'Em'], ['F#m', 'Em', 'F#m', 'A'], ['D', 'Bm'], ['G', 'A'], ['D', 'C', 'A'], ['D', 'C', 'A'], ['G', 'A'], ['D', 'G', 'D', 'A'], ['D', 'G', 'D', 'A', 'D', 'G', 'D', 'A', 'D', 'C', 'A'], ['D', 'C', 'A'], ['G', 'A'], ['D', 'G', 'D', 'A'], ['D', 'G', 'D'], ['D', 'G', 'D', 'A'], ['D', 'G', 'D'], ['E', 'D', 'B'], ['E', 'D', 'B'], ['A', 'B'], ['E', 'A', 'E', 'B'], ['E', 'D', 'B'], ['E', 'D', 'B'], ['A', 'B'], ['E', 'A', 'E'], ['G#m', 'F#m', 'G#m', 'F#m'], ['G#m', 'F#m', 'G#m', 'B'], ['E', 'C#m'], ['A', 'B'], ['E', 'D', 'B'], ['E', 'D', 'B'], ['A', 'B'], ['E', 'A', 'E', 'B'], ['E', 'A', 'E', 'B', 'E', 'A', 'E', 'B', 'E', 'D', 'B'], ['E', 'D', 'B'], ['A', 'B'], ['E', 'A', 'E', 'B'], ['E', 'A', 'E'], ['E', 'A', 'E', 'B'], ['E', 'A', 'E'], ['F', 'Eb', 'C'], ['F', 'Eb', 'C'], ['Bb', 'C'], ['F', 'Bb', 'F', 'C'], ['F', 'Eb', 'C'], ['F', 'Eb', 'C'], ['Bb', 'C'], ['F', 'Bb', 'F'], ['Am', 'Gm', 'Am', 'Gm'], ['Am', 'Gm', 'Am', 'C'], ['F', 'Dm'], ['Bb', 'C'], ['F', 'Eb', 'C'], ['F', 'Eb', 'C'], ['Bb', 'C'], ['F', 'Bb', 'F', 'C'], ['F', 'Bb', 'F', 'C', 'F', 'Bb', 'F', 'C', 'F', 'Eb', 'C'], ['F', 'Eb', 'C'], ['Bb', 'C'], ['F', 'Bb', 'F', 'C'], ['F', 'Bb', 'F'], ['F', 'Bb', 'F', 'C'], ['F', 'Bb', 'F']]",
1214,Then You Can Tell Me Goodbye,Eddy Arnold,,"[['G', 'Em', 'C', 'D7'], ['G', 'Em', 'C', 'D7'], ['G', 'Em', 'C', 'D7'], ['G', 'C', 'G', 'C'], ['G', 'C', 'D7'], ['G', 'Em', 'C', 'D7'], ['G', 'Em', 'C', 'D7'], ['G', 'Em', 'C', 'D7'], ['G', 'C', 'G', 'C'], ['G', 'C', 'G'], ['C', 'G'], ['Em', 'A7', 'Am', 'D7'], ['G', 'Em', 'C', 'D7'], ['G', 'Em', 'C', 'D7'], ['G', 'Em', 'C', 'D7'], ['G', 'C', 'G', 'C'], ['G', 'C', 'G'], ['C', 'G']]",
1215,Syracuse,Henri Salvador,,"[['C7M'], ['F7M', 'F6'], ['G7', 'G7(#5)', 'F7M', 'F6'], ['G7', 'C7M']]",
1216,Cest Beau La Vie,Jean Ferrat,,"[['C', 'Em', 'F', 'G', 'C'], ['Em/B', 'Am'], ['Em/G', 'F'], ['Dm7', 'G7', 'Cmaj7'], ['C'], ['Em/B', 'Am'], ['F'], ['Dm7', 'G7', 'Cmaj7'], ['Dm7', 'G7'], ['Em7', 'Gm7', 'A7'], ['Dm'], ['B7', 'G7'], ['C'], ['Em/B', 'Am'], ['F'], ['Dm7', 'G', 'C', 'G#7'], ['C#'], ['Fm/C', 'Bbm'], ['Fm/G#', 'F#'], ['D#m7', 'G#7', 'C#maj7'], ['C#'], ['Fm/C', 'Bbm'], ['F#'], ['D#m7', 'G#7', 'C#maj7'], ['D#m7', 'G#7'], ['Fm7', 'G#m7', 'A#7'], ['D#m'], ['C7', 'G#7'], ['C#'], ['Fm/C', 'Bbm'], ['F#'], ['D#m7', 'G#', 'C#', 'A7'], ['D'], ['F#m/C#', 'Bm'], ['G'], ['Em7', 'A', 'D']]",
1217,Z Kopyta Kulig Rwie,Skaldowie,,"[['C', 'Csus4', 'Csus2', 'C', 'F', 'G'], ['C', 'F', 'G', 'C', 'F', 'G'], ['C', 'Dm', 'G', 'C'], ['C', 'Dm', 'G', 'C'], ['C', 'Csus4', 'Csus2', 'C', 'F', 'G'], ['C', 'F', 'G', 'C', 'F', 'G'], ['C', 'Dm', 'G', 'C'], ['C', 'Dm', 'G', 'C'], ['C', 'Csus4', 'Csus2', 'C', 'F', 'G'], ['A', 'Bm/A', 'C#m/A', 'Bm/A'], ['A', 'Bm/A', 'C#m/A', 'Bm/A'], ['C#m', 'F#m', 'Bm', 'D', 'E'], ['A', 'Bm/A', 'C#m/A', 'Bm/A'], ['C', 'Bb/C', 'Bb'], ['G', 'Bb'], ['G', 'Bb'], ['Gsus4', 'G'], ['C', 'F', 'G', 'C', 'F', 'G'], ['C', 'Dm', 'G', 'C'], ['C', 'Dm', 'G', 'C'], ['C', 'Csus4', 'Csus2', 'C', 'F', 'G'], ['C', 'F', 'G', 'C', 'F', 'G'], ['C', 'Dm', 'G', 'C'], ['C', 'Dm', 'G', 'C']]",
1218,Twelve Thirty,The Mamas & The Papas,,"[['Am', 'D', 'G', 'G7', 'C', 'G'], ['Am', 'Dm', 'G', 'G7', 'C', 'G'], ['Am', 'Dm', 'G', 'G7', 'Eb', 'G'], ['Am', 'Ab', 'G', 'G7', 'G', 'G7'], ['C', 'G'], ['F', 'Am', 'G', 'G7'], ['C', 'G'], ['F', 'Fm', 'C'], ['Am', 'D', 'G', 'G7', 'C', 'G'], ['Am', 'Dm', 'G', 'G7', 'C', 'G'], ['Am', 'Dm', 'G', 'F', 'Eb', 'G'], ['Am', 'Ab', 'G', 'G7', 'G', 'G7'], ['C', 'G'], ['F', 'Am', 'G', 'G7'], ['C', 'G'], ['F', 'Fm', 'C'], ['Am', 'D', 'G', 'G7', 'C', 'G'], ['Am', 'Dm', 'G', 'G7', 'C', 'G'], ['Am', 'D', 'G', 'F', 'Eb', 'G'], ['Am', 'Ab', 'G', 'G7', 'G', 'G7'], ['C', 'G'], ['F', 'Am', 'G', 'G7'], ['C', 'G'], ['F', 'Fm', 'C']]",1
1219,Ive Never Been In Love Before,Chet Baker,E,"[['A', 'Bm', 'E'], ['F#m', 'Bm'], ['A', 'E'], ['A', 'Bm', 'E'], ['A', 'Bm'], ['E', 'A'], ['F#m'], ['E', 'C#m'], ['A', 'F#m'], ['E'], ['A'], ['Bm', 'E'], ['A', 'Bm'], ['D', 'A'], ['F#m'], ['E', 'C#m'], ['A', 'F#m'], ['E'], ['A'], ['Bm', 'E'], ['A', 'Bm'], ['D', 'A']]",
1220,Love Minus Zero - No Limit,Bob Dylan,,"[['C', 'Csus2', 'C', 'Csus4', 'C', 'C', 'G', 'F'], ['C', 'G', 'F'], ['C'], ['Dm', 'F', 'G7'], ['C', 'G', 'F'], ['C', 'G', 'F'], ['C'], ['F', 'G7', 'C'], ['C', 'G', 'F'], ['C', 'G', 'F'], ['C'], ['Dm', 'F', 'G7'], ['C', 'G', 'F'], ['C', 'G', 'F'], ['C'], ['F', 'G7', 'C'], ['C', 'G', 'F'], ['C', 'G', 'F'], ['C'], ['Dm', 'F', 'G7'], ['C', 'G', 'F'], ['C', 'G', 'F'], ['C'], ['F', 'G7', 'C'], ['C', 'G', 'F'], ['C', 'G', 'F'], ['C'], ['Dm', 'F', 'G7'], ['C', 'G', 'F'], ['C', 'G', 'F'], ['C'], ['F', 'G7', 'C']]",4
