,title,artist,key,chords,capo
10,American Pie,Don McLean,G,"[['G', 'D/F#', 'Em7'], ['Am', 'C', 'Em', 'D'], ['G', 'D/F#', 'Em7'], ['Am', 'C', 'Em', 'C', 'D'], ['Em', 'Am', 'Em', 'Am'], ['C', 'G/B', 'Am', 'C', 'D'], ['G', 'D/F#', 'Em', 'Am7', 'D'], ['G', 'D/F#', 'Em'], ['C', 'D7', 'G'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['Em', 'A7', 'Em', 'D7'], ['G', 'Am'], ['C', 'Am', 'Em', 'D'], ['G', 'D/F#', 'Em'], ['Am7', 'C', 'Em', 'A7', 'D'], ['Em', 'D', 'Em', 'D'], ['C', 'G/B', 'Am', 'C', 'D7'], ['G', 'D/F#', 'Em', 'Am', 'C'], ['G', 'D/F#', 'Em', 'C', 'D7', 'G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['Em', 'A7', 'Em', 'D7'], ['G', 'Am'], ['C', 'Am', 'Em', 'D'], ['G', 'D/F#', 'Em'], ['Am7', 'C', 'Em', 'A7', 'D'], ['Em', 'D', 'Em', 'D'], ['C', 'G/B', 'A7', 'C', 'D7'], ['G', 'D/F#', 'Em', 'Am', 'C'], ['G', 'D/F#', 'Em', 'C', 'D7', 'G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['Em', 'A7', 'Em', 'D7'], ['G', 'Am'], ['C', 'Am', 'Em', 'D'], ['G', 'D/F#', 'Em'], ['Am7', 'C', 'Em', 'A7', 'D'], ['Em', 'D', 'Em', 'D'], ['C', 'G/B', 'A7', 'C', 'D7'], ['G', 'D/F#', 'Em', 'Am', 'Cm', 'C'], ['G', 'D/F#', 'Em', 'C', 'D7', 'G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['Em', 'A7', 'Em', 'D7'], ['G', 'Am'], ['C', 'Am', 'Em', 'D'], ['G', 'D/F#', 'Em', 'Am7', 'C'], ['Em', 'A7', 'D'], ['Em', 'D', 'Em', 'D'], ['C', 'G/B', 'A7', 'C', 'D7'], ['G', 'D/F#', 'Em', 'Am', 'C'], ['G', 'D/F#', 'Em', 'C', 'D7', 'G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['Em', 'A7', 'Em', 'D7'], ['G', 'D/F#', 'Em'], ['Am', 'C', 'Em', 'D'], ['G', 'D/F#', 'Em'], ['Am', 'C', 'Em', 'C'], ['D'], ['Em', 'Am', 'Em', 'Am'], ['C', 'G/B', 'Am', 'C', 'D'], ['G', 'D/F#', 'Em', 'Am7', 'C', 'D7'], ['G', 'D/F#', 'Em', 'C', 'D7', 'G'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['Em', 'A7', 'Em', 'D7'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D'], ['C', 'D7', 'G', 'C', 'G']]",
11,Knockin On Heavens Door,Bob Dylan,G,"[['G', 'D', 'Am', 'G', 'D', 'C'], ['G', 'D', 'Am', 'G', 'D', 'C'], ['G', 'D', 'Am'], ['G', 'D', 'C'], ['G', 'D', 'Am'], ['G', 'D', 'C'], ['G', 'D', 'Am'], ['G', 'D', 'C'], ['G', 'D', 'Am'], ['G', 'D', 'C'], ['G', 'D', 'Am'], ['G', 'D', 'C'], ['G', 'D', 'Am'], ['G', 'D', 'C'], ['G', 'D', 'Am'], ['G', 'D', 'C'], ['G', 'D', 'Am'], ['G', 'D', 'C'], ['G', 'D', 'Am', 'G']]",
12,Bohemian Rhapsody,Queen,G,"[['Em7'], ['A7'], ['D7', 'Am7', 'D7'], ['G'], ['Em'], ['G7', 'C'], ['Am', 'D7'], ['G#', 'G', 'F#', 'G'], ['G#', 'G', 'F#', 'G'], ['C', 'G/B', 'Bbdim7', 'D7/A'], ['G'], ['G', 'Em'], ['Am'], ['Am', 'D'], ['G', 'Em'], ['Am', 'Am/G#', 'Am/G', 'Am/F#', 'Am/F', 'Am/E'], ['C', 'G', 'Am'], ['Dm'], ['G', 'C'], ['G', 'Am', 'Fm', 'C'], ['G', 'G', 'Em'], ['Am'], ['Am', 'D'], ['G', 'Em'], ['Am', 'Am/G#', 'Am/G', 'Am/F#', 'Am/F', 'Am/E'], ['C', 'G', 'Am'], ['Dm'], ['G', 'C'], ['C', 'G', 'Am', 'Dm', 'G', 'C', 'G', 'Am', 'Dm', 'Bb', 'Bb', 'A', 'G#', 'G', 'F#', 'B', 'F#', 'F', 'F#', 'B', 'F#', 'F'], ['F#', 'B', 'F#', 'B', 'F#', 'F', 'F#', 'B', 'F#'], ['A#', 'F', 'A', 'C#', 'F#'], ['G#', 'G', 'F#', 'G', 'G#', 'G', 'F#', 'G'], ['F', 'C', 'Cdim', 'C', 'F', 'C', 'Cdim', 'C'], ['F', 'C/E', 'D', 'G', 'F', 'C/E', 'D#dim', 'Dm7'], ['G#', 'G', 'F#', 'G', 'G#', 'G', 'F#', 'G', 'C', 'G'], ['C', 'G', 'G', 'C', 'G'], ['G', 'G', 'C', 'G', 'G'], ['G', 'G', 'D#7'], ['G#m', 'F#', 'B', 'A#', 'D#', 'G', 'C'], ['C', 'G', 'C', 'F', 'B', 'Em', 'G'], ['C', 'C', 'C', 'D', 'G', 'C', 'G', 'Bb'], ['G', 'C', 'F'], ['Dm', 'G', 'Dm', 'G'], ['Dm', 'G', 'Dm', 'G', 'C'], ['C', 'C', 'C', 'D', 'Ab', 'F', 'G', 'G', 'G', 'C', 'G', 'Am', 'E', 'Am', 'E', 'Am', 'G', 'C', 'B', 'Em', 'F', 'C', 'Am', 'Em'], ['Am', 'Em'], ['Am', 'Fm', 'F/G', 'C'], ['C', 'F/C', 'C', 'Cdim', 'G/B', 'Gm/Bb', 'A', 'Bbdim', 'A', 'A7', 'D', 'G', 'D/F#', 'Ddim/F', 'Em7', 'D']]",3
13,Landslide,Fleetwood Mac,Eb,"[['G', 'C', 'G/B', 'Am7', 'Am', 'D7/F#', 'D/F#'], ['C', 'G/B', 'Am7', 'G/B', 'C', 'G/B', 'Am7', 'G/B', 'C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7'], ['G/B', 'C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'G/B', 'C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'D/F#'], ['G', 'D7/F#', 'Em'], ['C', 'G/B', 'Am', 'D7/F#'], ['G', 'D7/F#', 'Em'], ['C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'G/B', 'C', 'G/B', 'Am7', 'G/B', 'C', 'G/B', 'Am7', 'G/B', 'C', 'G/B', 'Am7', 'D/F#', 'D7/F#', 'G', 'D7/F#', 'Em'], ['C', 'G/B', 'Am', 'D7/F#'], ['G', 'D7/F#', 'Em'], ['C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7', 'G/B'], ['C', 'G/B', 'Am7'], ['G/B', 'C', 'G/B', 'Am7']]",3
14,Father And Son,Cat Stevens,G,"[['G', 'D/F#', 'C', 'Am7'], ['G', 'Em', 'Am', 'Am7', 'D'], ['G', 'D/F#', 'C', 'Am7'], ['G', 'Em', 'Am', 'Am', 'Am7', 'D'], ['G', 'D', 'C', 'Am7'], ['G', 'Em', 'Am', 'Am', 'Am7', 'D'], ['G', 'D', 'C', 'Am7'], ['G', 'Em', 'D', 'G', 'C/G'], ['G', 'Bm', 'C', 'Am7'], ['G', 'Em', 'Am7', 'D'], ['G', 'Bm', 'C', 'Am7'], ['G', 'Em', 'D', 'G'], ['D', 'C', 'G', 'C/G'], ['G', 'D', 'C', 'Am7', 'G', 'Em', 'Am7', 'D', 'G', 'D', 'C', 'Am7', 'G', 'Em', 'D', 'G', 'D', 'C', 'G', 'G', 'D', 'C', 'Am7'], ['G', 'Em', 'Am', 'D'], ['G', 'D', 'C', 'Am7'], ['G', 'Em', 'Am', 'Am', 'Am7', 'D'], ['G', 'Bm', 'C', 'Am7'], ['G', 'Em', 'Am', 'Am', 'Am7', 'D'], ['G', 'Bm', 'C', 'Am7'], ['G', 'Em', 'D', 'G', 'G/D'], ['D', 'C', 'G']]",
15,Vienna,Billy Joel,Bb,"[['Gm', 'Bb'], ['F', 'Ab'], ['Eb', 'Bb'], ['C', 'D9sus', 'D'], ['Gm', 'Bb'], ['F', 'Ab'], ['Eb'], ['Bb', 'Am', 'D9sus', 'D'], ['Eb', 'F'], ['Bb', 'Dm/A'], ['Gm', 'Bb/F'], ['Eb', 'Am7', 'D7', 'Gm7', 'C7'], ['Gb7'], ['F', 'Bb'], ['Gm', 'Bb'], ['F'], ['Ab'], ['Eb', 'Bb', 'C', 'D9sus', 'D'], ['Gm', 'Bb'], ['F'], ['Ab'], ['Eb'], ['Bb', 'Am', 'D9sus', 'D'], ['Eb', 'F'], ['Bb', 'Dm/A', 'Gm', 'Bb/F'], ['Eb', 'Am7', 'D7', 'Gm7', 'C7'], ['Gb7'], ['F', 'Bb'], ['Gm', 'Bb', 'F', 'Ab', 'Eb', 'Bb', 'Am', 'D9sus', 'D', 'Eb', 'F'], ['Bb', 'Dm/A'], ['Gm', 'Bb/F'], ['Eb', 'Am7', 'D7', 'Gm7', 'C7'], ['Gb7'], ['F', 'Bb'], ['Eb', 'F'], ['Bb', 'Dm/A'], ['Gm', 'Bb/F'], ['Eb', 'Am7', 'D7', 'Gm7', 'C7'], ['Gb7'], ['F', 'Bb'], ['G7', 'Gb7'], ['F', 'Bb']]",
16,The Winner Takes It All,ABBA,F#,"[['G', 'G', 'B7', 'Em', 'Em', 'E7/G#', 'Am', 'D', 'G', 'G', 'B7', 'Em', 'Em', 'E7/G#', 'Am', 'D', 'G'], ['D/F#'], ['Am/E'], ['D'], ['G'], ['D/F#'], ['Am/E'], ['D'], ['G'], ['B7', 'Em'], ['E7/G#', 'Am'], ['D'], ['G'], ['D/F#'], ['Am/E'], ['D'], ['G'], ['D/F#'], ['Am/E'], ['D'], ['G'], ['B7', 'Em'], ['E7/G#', 'Am'], ['D'], ['G'], ['B7', 'Em'], ['E7/G#', 'Am'], ['D'], ['G'], ['D/F#'], ['Am/E'], ['D'], ['G'], ['D/F#'], ['Am/E'], ['D'], ['G'], ['B7', 'Em'], ['E7/G#', 'Am'], ['D'], ['G'], ['B7', 'Em'], ['E7/G#', 'Am'], ['D'], ['G'], ['D/F#'], ['Am/E'], ['D'], ['G'], ['D/F#'], ['Am/E'], ['D'], ['G', 'G', 'B7', 'Em', 'Em', 'E7/G#'], ['E7/G#', 'Am', 'D'], ['G', 'B7', 'Em', 'Em', 'E/G#'], ['Am', 'D'], ['G', 'B7', 'Em', 'Em', 'E/G#'], ['Am', 'D'], ['G', 'B7', 'Em', 'Em', 'E/G#'], ['Am', 'D']]",
17,Take It Easy,Eagles,G,"[['Am7/G', 'D7sus4/G', 'G', 'Am7/G', 'D7sus4/G', 'G', 'G'], ['D', 'C'], ['G', 'D'], ['C', 'G'], ['Em', 'C', 'G'], ['Am', 'C', 'Em'], ['C', 'G'], ['C', 'G'], ['Am', 'C', 'G'], ['G'], ['D', 'C'], ['G', 'D'], ['C', 'G'], ['Em', 'D', 'C', 'G'], ['Am', 'C', 'Em'], ['C', 'G', 'C', 'G'], ['Am', 'C', 'G'], ['G', 'G', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Am', 'C', 'Em', 'Em', 'D', 'G'], ['D', 'Am'], ['G', 'D', 'C', 'G'], ['Em', 'C', 'G'], ['Am', 'C', 'Em'], ['C', 'G', 'C', 'G'], ['Am', 'C', 'G'], ['C'], ['G'], ['C'], ['G'], ['C'], ['G', 'G7', 'C'], ['G', 'G7', 'C']]",
18,Sweet Home Alabama,Lynyrd Skynyrd,G,"[['D', 'Cadd9', 'G', 'D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G', 'D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G', 'D', 'Cadd9', 'G'], ['F', 'C', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'F', 'C', 'D'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G', 'D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G', 'D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G', 'D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'F', 'C'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G'], ['D', 'Cadd9', 'G']]",
19,Heart Of Gold,Neil Young,Em,"[['Em7', 'D', 'Em'], ['Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em7', 'D', 'Em'], ['Em', 'C', 'D', 'G'], ['Em', 'C', 'D', 'G'], ['Em', 'C', 'D', 'G'], ['Em', 'G'], ['C', 'G'], ['Em', 'G'], ['C', 'G'], ['Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em7', 'D', 'Em', 'Em', 'C', 'D', 'G'], ['Em', 'C', 'D', 'G'], ['Em', 'C', 'D', 'G'], ['Em', 'G'], ['C', 'G'], ['Em', 'G'], ['C', 'G'], ['Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'Em7', 'D', 'Em'], ['Em7', 'D', 'Em'], ['Em7', 'D', 'Em'], ['Em', 'G', 'C', 'G']]",
20,How Deep Is Your Love,Bee Gees,Eb,"[['D', 'Dmaj7', 'Gmaj7', 'G/A', 'D', 'Dmaj7', 'Gmaj7', 'G/A', 'D', 'F#m7', 'Em7'], ['B7', 'Em7', 'F#7', 'G/A'], ['D', 'F#m7', 'Bm7'], ['Em7', 'G/A'], ['Gmaj7', 'F#m7'], ['Em7', 'C9'], ['F#m7', 'G/A'], ['D'], ['Dmaj7'], ['Gmaj7', 'Gm6'], ['D', 'Am/C', 'B7'], ['Em7', 'Gm6', 'D'], ['F#m7', 'Em7'], ['B7', 'Em7', 'F#7', 'G/A'], ['D', 'F#m7', 'Bm7'], ['Em7', 'G/A'], ['Gmaj7', 'F#m7'], ['Em7', 'C9'], ['F#m7', 'G/A'], ['D'], ['Dmaj7'], ['Gmaj7', 'Gm6'], ['D', 'Am/C', 'B7'], ['Em7', 'Gm6', 'D'], ['D', 'F#m7', 'Em7', 'B7', 'Em7', 'F#7', 'G/A', 'D', 'F#m7', 'Bm7', 'Em7', 'G/A', 'Gmaj7', 'F#m7'], ['Em7', 'C9'], ['F#m7', 'G/A'], ['D'], ['Dmaj7'], ['Gmaj7', 'Gm6'], ['D', 'Am/C', 'B7'], ['Em7', 'Gm6', 'D'], ['D', 'F#m7', 'G/A', 'D', 'Dmaj7'], ['Gmaj7', 'Gm6'], ['D', 'Am/C', 'B7'], ['Em7', 'Gm6', 'D', 'G/A'], ['D', 'Dmaj7'], ['Gmaj7', 'Gm6'], ['D', 'Am/C', 'B7'], ['Em7', 'Gm6', 'D']]",1
21,Piano Man,Billy Joel,C,"[['C', 'G', 'F', 'C', 'F', 'C', 'D7', 'G', 'C', 'G', 'F', 'C', 'F', 'G', 'C', 'G', 'C', 'G', 'F', 'C'], ['F', 'C', 'D7', 'G'], ['C', 'G', 'F', 'C'], ['F', 'G', 'C', 'G'], ['C', 'G', 'F', 'C'], ['F', 'C', 'D7', 'G'], ['C', 'G', 'F', 'C'], ['F', 'G', 'C'], ['Am', 'D7'], ['Am', 'D7', 'G', 'F', 'C', 'G7'], ['C', 'G', 'F', 'C'], ['F', 'C', 'D7', 'G'], ['C', 'G', 'F', 'C'], ['F', 'G', 'C', 'G'], ['C', 'G', 'F', 'C'], ['F', 'C', 'D7', 'G'], ['C', 'G', 'F', 'C'], ['F', 'G', 'C', 'G'], ['C', 'G', 'F', 'C'], ['F', 'C', 'D7', 'G'], ['C', 'G', 'F', 'C'], ['F', 'G', 'C'], ['Am', 'D7'], ['Am', 'D7', 'G', 'F', 'C', 'G7'], ['C', 'G', 'F', 'C'], ['F', 'C', 'D7', 'G'], ['C', 'G', 'F', 'C'], ['F', 'G', 'C', 'G'], ['C', 'G', 'F', 'C'], ['F', 'C', 'D7', 'G'], ['C', 'G', 'F', 'C'], ['F', 'G', 'C', 'G'], ['C', 'G', 'F', 'C'], ['F', 'C', 'D7', 'G'], ['C', 'G', 'F', 'C'], ['F', 'G', 'C', 'G'], ['C', 'G', 'F', 'C'], ['F', 'C', 'D7', 'G'], ['C', 'G', 'F', 'C'], ['F', 'G', 'C', 'G'], ['C', 'G', 'F', 'C'], ['F', 'C', 'D7', 'G'], ['C', 'G', 'F', 'C'], ['F', 'G', 'C', 'G'], ['Am', 'D7'], ['Am', 'D7', 'G', 'F', 'C', 'G7'], ['C', 'G', 'F', 'C'], ['F', 'C', 'D7', 'G'], ['C', 'G', 'F', 'C'], ['F', 'G', 'C']]",
