,title,artist,key,chords,capo
1221,Were An American Band,Grand Funk Railroad,,"[['D', 'C', 'Bb', 'C', 'D', 'D', 'D', 'C', 'G', 'D', 'D', 'Bb', 'D'], ['C', 'G', 'D'], ['D'], ['C', 'D'], ['G', 'D'], ['C', 'D'], ['G', 'D'], ['F', 'G'], ['D'], ['C'], ['Bb'], ['C'], ['D'], ['D', 'D', 'C', 'G', 'D', 'D', 'Bb', 'D'], ['C', 'G', 'D'], ['D'], ['G', 'D'], ['G', 'D'], ['C', 'D'], ['G', 'D'], ['F', 'G'], ['D'], ['C'], ['Bb'], ['C'], ['D'], ['D'], ['C'], ['Bb'], ['C'], ['D'], ['D'], ['C'], ['Bb'], ['C'], ['D'], ['D'], ['C'], ['Bb'], ['C'], ['D'], ['D'], ['B', 'A', 'G', 'A', 'B', 'B', 'B', 'A', 'E', 'B', 'B', 'A', 'G', 'B'], ['A', 'E', 'B'], ['B'], ['A', 'B'], ['E', 'B'], ['A', 'B'], ['E', 'B'], ['D', 'E'], ['B'], ['A'], ['G'], ['A'], ['B'], ['B', 'B', 'A', 'E', 'B', 'B', 'A', 'G', 'B'], ['A', 'E', 'B'], ['B'], ['E', 'B'], ['E', 'B'], ['A', 'B'], ['E', 'B'], ['D', 'E'], ['B'], ['A'], ['G'], ['A'], ['B'], ['B'], ['A'], ['G'], ['A'], ['B'], ['B'], ['A'], ['G'], ['A'], ['B'], ['B'], ['A'], ['G'], ['A'], ['B'], ['B']]",
1222,All Right Now,Free,,"[['A', 'D', 'A', 'Dsus2', 'A', 'A', 'D', 'A', 'Dsus2', 'A', 'A', 'D', 'A'], ['Dsus2', 'D', 'A'], ['A', 'D', 'A'], ['Dsus2', 'D', 'A'], ['A', 'D', 'A'], ['Dsus2', 'D', 'A'], ['Dsus2', 'D', 'A'], ['Dsus2', 'D', 'A'], ['A', 'D', 'A', 'G', 'D', 'A'], ['A', 'D', 'A', 'G', 'D', 'A'], ['A', 'D', 'A', 'Dsus2', 'A'], ['A', 'D', 'A'], ['Dsus2', 'D', 'A'], ['A', 'D', 'A'], ['Dsus2', 'D', 'A'], ['A', 'D', 'A'], ['Dsus2', 'D', 'A'], ['A', 'D', 'A'], ['Dsus2', 'D', 'A'], ['A', 'D', 'A', 'G', 'D', 'A'], ['A', 'D', 'A', 'G', 'D', 'A'], ['A', 'D', 'A', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A'], ['G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'A', 'D', 'A', 'E', 'A', 'D', 'A', 'Dsus2', 'A'], ['A', 'D', 'A', 'Dsus2', 'A', 'A', 'D', 'A'], ['Dsus2', 'D', 'A'], ['A', 'D', 'A'], ['Dsus2', 'D', 'A'], ['A', 'D', 'A'], ['Dsus2', 'D', 'A'], ['A', 'D', 'A'], ['Dsus2', 'D', 'A'], ['A', 'D', 'A', 'G', 'D', 'A'], ['A', 'D', 'A', 'G', 'D', 'A']]",
1223,Shine A Light,The Rolling Stones,,"[['C', 'G'], ['Am', 'G'], ['F', 'C', 'G', 'F', 'C', 'G'], ['C', 'G'], ['Am', 'F', 'C', 'G'], ['C', 'G'], ['Am', 'F', 'C', 'G']]",
1224,Love The One Youre With,Stephen Stills,,"[['D', 'G', 'Em7', 'Bm', 'A', 'G', 'B', 'A', 'G'], ['D', 'G', 'D', 'D', 'Em7', 'D', 'D', 'G', 'D', 'D', 'Em7', 'D'], ['D', 'G', 'D', 'D', 'Em7', 'D'], ['D', 'G', 'D', 'D', 'Em7', 'D'], ['D', 'G', 'D', 'D', 'Em7', 'D'], ['Bm', 'A', 'G'], ['Bm', 'A', 'G'], ['Bm', 'A', 'G'], ['D', 'G', 'D'], ['D', 'Em7', 'D'], ['D', 'G', 'D'], ['D', 'Em7', 'D'], ['Bm', 'G', 'Bm', 'Bm', 'G', 'Bm', 'Bm', 'G', 'D', 'D', 'D', 'D']]",
1225,Dead Flowers,The Rolling Stones,,"[['D', 'A', 'G', 'D', 'D', 'A', 'G', 'D'], ['A', 'G', 'D'], ['A', 'G', 'D'], ['A', 'G', 'D'], ['A', 'D'], ['A', 'D'], ['G', 'D'], ['G', 'D'], ['G', 'D'], ['A', 'G', 'D'], ['D', 'A', 'G', 'D'], ['A', 'G', 'D'], ['A', 'G', 'D'], ['A', 'G', 'D'], ['A', 'D'], ['A', 'D'], ['G', 'D'], ['G', 'D'], ['G', 'D'], ['A', 'G', 'D'], ['D', 'A', 'G', 'D', 'A', 'D'], ['A', 'D'], ['G', 'D'], ['G', 'D'], ['G', 'D'], ['A', 'G', 'D'], ['A', 'G', 'D']]",
1226,Lay Back In The Arms Of Someone,Smokie,,"[['G', 'D', 'G', 'D', 'G', 'D', 'A', 'G', 'D'], ['G', 'D'], ['G', 'D', 'A'], ['G', 'D'], ['G', 'D'], ['G', 'D'], ['A'], ['D', 'Bm'], ['D', 'Em'], ['G', 'A', 'D', 'A'], ['D', 'Bm'], ['D', 'Em'], ['G', 'A', 'D'], ['G', 'D', 'G', 'D', 'G', 'D', 'A', 'G', 'D'], ['G', 'D'], ['G', 'D'], ['A'], ['G', 'D'], ['G', 'D'], ['G', 'D'], ['A'], ['D', 'Bm'], ['D', 'Em'], ['G', 'A', 'D', 'A'], ['D', 'Bm'], ['D', 'Em'], ['G', 'A', 'D'], ['G', 'D', 'G', 'D', 'G', 'D', 'A', 'G', 'D'], ['G', 'D'], ['G', 'D'], ['A'], ['D', 'Bm'], ['D', 'Em'], ['G', 'A', 'D', 'A'], ['D', 'Bm'], ['D', 'Em'], ['G', 'A', 'D', 'G', 'D', 'G', 'D', 'G', 'D', 'A']]",
1227,Crossroads,Eric Clapton,,"[['E7', 'A7', 'E7'], ['A7', 'E7'], ['B7', 'A7', 'E7'], ['E7', 'A7', 'E7'], ['A7', 'E7'], ['B7', 'A7', 'E7'], ['E7', 'A7', 'E7'], ['A7', 'E7'], ['B7', 'A7', 'E7'], ['E7', 'A7', 'E7'], ['A7', 'E7'], ['B7', 'A7', 'E7']]",
1228,We Are The Champions,Queen,,"[['Am', 'G', 'Am', 'G'], ['Am', 'G', 'Am', 'G'], ['C', 'Fadd9', 'C', 'Fadd9'], ['C', 'G/B', 'Am7/E', 'D', 'G'], ['F/G', 'Gm9', 'G9', 'A7'], ['D', 'F#m7', 'Bm7', 'G', 'A'], ['D', 'F#m7', 'G', 'Adim', 'B7b9'], ['Em7', 'A7/E', 'Gm6', 'A13', 'C#dim'], ['D', 'Em9', 'F6', 'G7', 'Am11'], ['Dm', 'Em7', 'Dm', 'Em7', 'Dm', 'Em7'], ['Am', 'G', 'Am', 'G'], ['Am', 'G'], ['Am', 'G'], ['C', 'Fadd9', 'C', 'Fadd9'], ['C', 'G/B', 'Am7/E', 'D', 'G'], ['F/G', 'Gm9', 'G9', 'A7'], ['D', 'F#m7', 'Bm7', 'G', 'A'], ['D', 'F#m7', 'G', 'Adim', 'B7b9'], ['Em7', 'A7/E', 'Gm6', 'A13', 'C#dim'], ['D', 'Em9', 'F6', 'G7', 'Am11'], ['D', 'F#m7', 'Bm7', 'G', 'A'], ['D', 'F#m7', 'G', 'Adim', 'B7b9'], ['Em7', 'A7/E', 'Gm6', 'A13', 'C#dim'], ['D', 'Em9', 'F6', 'G7', 'Am11']]",3
1229,Step Into Christmas,Elton John,,"[['D', 'G'], ['G', 'D'], ['D', 'G'], ['G', 'D'], ['Am', 'G'], ['D', 'A'], ['Am', 'G'], ['Em', 'A'], ['D'], ['D'], ['G', 'A'], ['D'], ['D'], ['G', 'E7'], ['A', 'Asus4', 'A'], ['D', 'G'], ['G', 'D'], ['D', 'G'], ['G', 'D'], ['Am', 'G'], ['D', 'A'], ['Am', 'G'], ['Em', 'A'], ['A', 'D', 'G'], ['A', 'G', 'D', 'Bm', 'E', 'A', 'A', 'D'], ['D', 'G'], ['G', 'D'], ['D', 'G'], ['G', 'D'], ['Am', 'G'], ['D', 'A'], ['Am', 'G'], ['Em', 'A'], ['A'], ['D'], ['D'], ['G', 'A'], ['D'], ['G', 'E7', 'A', 'Asus4', 'A'], ['Em', 'A', 'Asus4', 'A']]",
1230,Run Through The Jungle,Creedence Clearwater Revival,Dm,"[['Dm', 'Dm'], ['Dm'], ['Dm'], ['Dm'], ['Dm'], ['Dm'], ['Dm'], ['Dm'], ['Dm'], ['Dm'], ['Dm', 'Dm'], ['Dm'], ['Dm'], ['Dm'], ['Dm']]",
1231,Sun Is Shining,Bob Marley,,"[['D#m', 'G#m', 'D#m', 'G#m', 'D#m', 'D#m7', 'D#m6', 'D#m', 'D#m7', 'D#m6'], ['D#m'], ['G#m', 'G#m7', 'G#m6', 'G#m', 'G#m7', 'G#m6'], ['G#m'], ['D#m', 'D#m7', 'D#m6', 'D#m', 'D#m7', 'D#m6'], ['G#m'], ['D#m'], ['G#m'], ['D#m'], ['G#m'], ['D#m', 'D#m7', 'D#m6', 'D#m', 'D#m7', 'D#m6'], ['G#m'], ['D#m'], ['G#m'], ['D#m'], ['G#m'], ['D#m'], ['G#m'], ['D#m', 'D#m7', 'D#m6', 'D#m', 'D#m7', 'D#m6'], ['G#m'], ['D#m']]",
1232,Two Out Of Three Aint Bad,Meat Loaf,,"[['G', 'D'], ['C', 'G'], ['G', 'D', 'Em'], ['C', 'D'], ['G', 'D'], ['C', 'G'], ['G', 'D', 'Em'], ['C', 'D'], ['C', 'D', 'G'], ['C', 'D', 'G'], ['C', 'D', 'G', 'Em'], ['F'], ['C', 'D'], ['C', 'D', 'C', 'D'], ['G', 'Em'], ['C', 'D', 'Bm', 'Em'], ['C', 'C', 'Em', 'Am'], ['C', 'D', 'G'], ['C', 'Am'], ['C', 'D', 'G'], ['C', 'D', 'G'], ['C', 'D', 'G'], ['C', 'D', 'G'], ['F'], ['C', 'D'], ['Bm'], ['Bm', 'C'], ['C', 'Bm'], ['Bm'], ['C', 'D'], ['G', 'D'], ['C', 'G'], ['G', 'D', 'Em'], ['C', 'D'], ['G', 'D'], ['C', 'G'], ['G', 'D', 'Em'], ['C', 'D'], ['C', 'D'], ['C', 'D'], ['C', 'D'], ['G', 'Em'], ['C', 'D', 'Bm', 'Em'], ['C', 'C', 'Em', 'Am'], ['C', 'D', 'G'], ['C', 'Em', 'Am'], ['C', 'D', 'G'], ['G', 'Em'], ['C', 'D', 'Bm', 'Em'], ['C', 'C', 'Em', 'Am'], ['C', 'D', 'G'], ['C', 'Em', 'Am'], ['C', 'D', 'G'], ['G', 'D'], ['C', 'G']]",2
1233,Bat Out Of Hell,Meat Loaf,,"[['Eb', 'F', 'Eb', 'F', 'Eb', 'Ab/F', 'Eb/F', 'Bb/F', 'F', 'Ab/F', 'Eb/F', 'Bb/F', 'Ab/F', 'Eb/F', 'Bb/F', 'F', 'Eb', 'F', 'Eb', 'F', 'Eb', 'F', 'Eb', 'F', 'Ab', 'Eb', 'Bb', 'Eb', 'Eb', 'F', 'C', 'Bb', 'F', 'C', 'Bb', 'F', 'Bb/F', 'Eb', 'F', 'Bb/F', 'Eb', 'Eb', 'F', 'Bb/F'], ['F'], ['Eb', 'F', 'Am'], ['Bb'], ['F', 'C'], ['Dm', 'C', 'Bb'], ['F', 'C'], ['Dm'], ['Bb/D', 'C', 'Bb/C', 'C'], ['Bb', 'C'], ['F', 'Bb'], ['C'], ['Bb', 'C', 'F'], ['Bb'], ['C'], ['Dm', 'Bb'], ['F', 'C'], ['Bb'], ['C', 'Bb/C', 'C'], ['F'], ['Bb', 'F'], ['F'], ['Am', 'Bb', 'Am', 'Gm'], ['F'], ['C', 'Bb', 'Bb', 'C'], ['Dm', 'C/E', 'F'], ['C'], ['Bb', 'Dm', 'A', 'Bb/G', 'Bb/F', 'Gm', 'Am', 'Bb', 'C'], ['C', 'F', 'Am/E', 'Dm', 'F/C'], ['Bb', 'Gm/A', 'Gm7', 'Bb/D', 'C/E', 'Bb/D', 'C/E'], ['F', 'Bb'], ['F'], ['F', 'Am'], ['Bb'], ['F', 'C'], ['Dm', 'Bb'], ['F'], ['C'], ['Bb', 'C', 'F'], ['Bb', 'C', 'F'], ['Bb', 'C', 'F'], ['Bb', 'C', 'Dm'], ['C', 'Bb', 'C', 'F'], ['F', 'C'], ['Bb', 'C', 'F'], ['C'], ['F', 'Bb'], ['F', 'C'], ['Bb', 'C'], ['Bb', 'C'], ['Bb', 'C', 'F'], ['F', 'Eb', 'Bb/D', 'C', 'Csus', 'C', 'Am/D', 'C/E', 'C', 'F', 'C/E', 'Dm', 'F/C'], ['Bb', 'Gm/A', 'Gm7'], ['F', 'Am/E', 'Dm', 'F/C'], ['Bb', 'Gm/A', 'Gm7'], ['Fsus', 'F', 'Fsus', 'F', 'F2', 'F', 'Absus', 'Absus', 'Ab', 'Absus', 'Ab', 'Ab2', 'Ab', 'Ebsus', 'Ebsus', 'Eb', 'Ebsus', 'Eb', 'Ebsus', 'Eb', 'Csus', 'C', 'Csus', 'C', 'Csus', 'C', 'G/D', 'D', 'G/D', 'D', 'Bb/F', 'F', 'Bb/F', 'F', 'Bb', 'Bbsus4', 'Bb'], ['Eb', 'Bb', 'Eb/Bb', 'Bb', 'C', 'Bb', 'Bb', 'F', 'F', 'F/Eb', 'F/D'], ['F/C', 'Bb', 'Bbsus4', 'Bb'], ['Bb'], ['F'], ['Eb', 'Bb', 'F'], ['Ab', 'Eb', 'F'], ['F', 'C', 'C', 'Bb', 'F/A', 'Bb', 'F', 'C', 'C', 'Bb', 'F/A', 'Bb', 'Ab', 'Eb', 'Fsus', 'F'], ['Eb', 'F', 'Gm'], ['Eb', 'F', 'Gm'], ['Ab', 'Bb', 'Cm'], ['Eb', 'F', 'Gm'], ['Eb'], ['Gm', 'Cm'], ['C', 'Fsus4', 'F'], ['Ab', 'Bb', 'Cm'], ['Ab', 'Bb', 'Cm'], ['Eb', 'F', 'Gm'], ['Ab', 'Bb', 'Cm'], ['Dbsus2'], ['Fmadd9/C', 'C'], ['F', 'C'], ['Bb', 'F', 'C'], ['Bb', 'F', 'Fm', 'C', 'C'], ['C', 'F', 'C', 'Bb'], ['Bb', 'F']]",
1234,Night Fever,Bee Gees,,"[['C#m7', 'F#m7', 'Emaj7', 'F#m7', 'C#m7', 'F#m7', 'Emaj7', 'F#m7', 'B', 'A'], ['E', 'B'], ['B', 'C#m7'], ['E', 'A', 'B'], ['G#m7', 'A'], ['G#m7', 'D#m7'], ['G#m7'], ['C#m7', 'G#'], ['C#m7', 'F#m7'], ['Emaj7', 'F#m7'], ['C#m7', 'F#m7'], ['Emaj7', 'F#m7'], ['F#', 'C#m7', 'F#'], ['C#m7', 'F#', 'C#m7', 'F#'], ['C#m7', 'F#', 'C#'], ['C#m7', 'F#m7'], ['Emaj7', 'F#m7'], ['C#m7', 'F#m7'], ['Emaj7', 'F#m7'], ['B', 'A'], ['E', 'B'], ['B', 'C#m7'], ['E', 'A', 'B'], ['G#m7', 'A'], ['G#m7', 'D#m7'], ['G#m7'], ['C#m7', 'G#'], ['C#m7', 'F#m7'], ['Emaj7', 'F#m7'], ['C#m7', 'F#m7'], ['Emaj7', 'F#m7'], ['F#', 'C#m7', 'F#'], ['C#m7', 'F#', 'C#m7', 'F#'], ['C#m7', 'F#', 'C#'], ['C#m7', 'F#m7'], ['Emaj7', 'F#m7'], ['C#m7', 'F#m7'], ['Emaj7', 'F#m7'], ['C#m7', 'F#m7'], ['Emaj7', 'F#m7'], ['C#m7', 'F#m7'], ['Emaj7', 'F#m7']]",
1235,Lady,Little River Band,,"[['G', 'G'], ['G'], ['G', 'G'], ['G'], ['D'], ['C'], ['G'], ['G'], ['C', 'G'], ['C'], ['G'], ['C'], ['G'], ['C'], ['G'], ['C'], ['G'], ['D', 'C'], ['G'], ['G', 'C', 'G', 'C', 'D', 'C', 'G', 'G', 'G'], ['G'], ['G', 'G'], ['G'], ['D'], ['C'], ['G'], ['G'], ['C'], ['G'], ['C'], ['G'], ['D', 'C'], ['G'], ['D', 'C'], ['G'], ['G', 'G', 'G', 'G', 'G', 'G', 'G']]",2
1236,Pretzel Logic,Steely Dan,,"[['Am7', 'Fmaj7', 'Am7'], ['Dm7', 'Am7'], ['D/E', 'E/A', 'C/D', 'D/G'], ['D/E', 'E/A', 'C/D', 'D/G'], ['D/E', 'Amaj7', 'C', 'D', 'C', 'Fmaj7', 'G', 'Am7', 'D', 'Am7'], ['Fmaj7'], ['Am7'], ['Am', 'Am/B', 'Am/C', 'Am/C#', 'Dm7'], ['Am7']]",
1237,Paranoid,Black Sabbath,,"[['E', 'D', 'G', 'D', 'E'], ['E', 'D', 'G', 'D', 'E'], ['E', 'C', 'D', 'E', 'E', 'D', 'G', 'D', 'E'], ['E', 'D', 'G', 'D', 'E'], ['E', 'C', 'D', 'E', 'E', 'D', 'G', 'D', 'E'], ['E', 'D', 'G', 'D', 'E'], ['E', 'D', 'G', 'D', 'E'], ['E', 'D', 'G', 'D', 'E']]",
1238,Oh You Pretty Things,David Bowie,,"[['F#', 'G#', 'F#', 'E', 'D', 'C#', 'F#', 'G#', 'F#', 'E', 'D', 'G/D', 'D', 'G/D', 'D', 'G/D', 'D', 'G/D', 'G', 'G/D', 'D'], ['Esus4', 'Em'], ['G', 'D'], ['A', 'E'], ['G', 'D'], ['B/D#', 'Em', 'G7/F', 'C/E'], ['A7/E', 'D7'], ['G', 'C#dim7', 'D', 'D#dim7', 'E', 'B/F#', 'F#sus4', 'F#'], ['G', 'G/D', 'D'], ['Esus4', 'Em'], ['G', 'D'], ['A', 'E'], ['G', 'D'], ['B/D#', 'Em', 'G7/F', 'C/E'], ['A7/E', 'D7'], ['G'], ['G', 'Bm/F#', 'Em7'], ['G7/D', 'C', 'G'], ['G', 'Bm/F#', 'Em7'], ['G7/D', 'C', 'G'], ['A7'], ['D7', 'C7', 'G'], ['G', 'G/D', 'D'], ['Esus4', 'Em'], ['G', 'D'], ['A', 'E'], ['G', 'D'], ['B/D#', 'Em', 'G7/F', 'C/E'], ['A7/E', 'D7'], ['G'], ['G', 'Bm/F#', 'Em7'], ['G7/D', 'C', 'G'], ['G', 'Bm/F#', 'Em7'], ['G7/D', 'C', 'G'], ['A7'], ['D7', 'C7']]",
1239,Alone Again Naturally,Gilbert O'Sullivan,,"[['Gbmaj7', 'Gb6', 'Bbm7', 'Eb7', 'Abm7', 'Db7-9', 'Gbmaj7', 'Gb6', 'Gbmaj7', 'Gb6'], ['Bbm7'], ['Dbm'], ['Bbm7-5', 'Eb7'], ['Abm7'], ['Abm7-5'], ['Gb', 'Gb+'], ['Gb6', 'F7'], ['Bbm7'], ['Dbm', 'Eb7'], ['Abm7'], ['Abm7-5'], ['Gbmaj7', 'Gb6'], ['Bbm7', 'Eb7'], ['Abm7', 'Db7-9', 'Gbmaj7', 'Gb6'], ['Abm7', 'Db7-9', 'Gb'], ['A', 'E7'], ['G#m7-5', 'C#7-9'], ['A', 'D#m7-5'], ['C#maj7'], ['G#m7', 'C#7-9'], ['Abm7', 'Db7-9', 'Bbm7', 'Eb7'], ['Abm7', 'Db7-9', 'Db7', 'Gb']]",
1240,Sure Know Something,KISS,,"[['D'], ['C'], ['D'], ['C'], ['D'], ['C', 'D']]",
1241,God,John Lennon,,"[['G', 'G#m', 'Em', 'Em7', 'C', 'D', 'G', 'G/F#', 'Em', 'Em7', 'C', 'D', 'G'], ['G/F#', 'Em', 'Em7', 'C', 'D'], ['G', 'G/F#', 'Em', 'Em7', 'C', 'D', 'G'], ['G/F#', 'C', 'G', 'G/F#'], ['Em', 'Em7', 'C', 'D', 'Em'], ['Em', 'Em7', 'C'], ['G', 'G/F#', 'Em'], ['Em7', 'C', 'D'], ['G', 'G/F#', 'Em', 'Em7', 'C', 'D', 'D7'], ['G', 'G/F#', 'Em', 'Em7', 'C', 'D', 'D7'], ['C', 'D', 'G', 'G/F#', 'Em', 'Em7'], ['C', 'D', 'G', 'G/F#', 'Em', 'Em7'], ['C', 'D'], ['G', 'G/F#', 'Em', 'Em7'], ['C', 'G']]",
1242,Isolation,John Lennon,,"[['D', 'D/A#', 'D/B', 'D7', 'G', 'D', 'D', 'D/A#'], ['D/B', 'D7'], ['G', 'D'], ['D', 'D/A#'], ['D/B', 'D7'], ['G', 'D'], ['D', 'D/A#'], ['D/B', 'D7'], ['G', 'D'], ['D', 'D/A#'], ['D/B', 'D7'], ['G', 'A', 'G', 'D'], ['D', 'A', 'G'], ['A', 'D', 'A', 'G'], ['A', 'G', 'A', 'G'], ['A', 'G', 'A', 'G', 'A', 'D', 'D/A#', 'D/B', 'D7', 'G', 'D'], ['D', 'D/A#'], ['D/B', 'D7'], ['G', 'D'], ['D', 'D/A#'], ['D/B', 'D7'], ['G', 'A', 'G', 'D']]",
1243,Heaven Can Wait,Meat Loaf,,"[['G', 'C', 'Em'], ['C', 'G', 'C'], ['Em', 'D', 'C'], ['A7', 'D'], ['D7'], ['G'], ['C', 'Em'], ['C', 'G', 'C'], ['Em', 'D', 'C'], ['A7'], ['D'], ['C', 'G'], ['Bm'], ['C', 'G'], ['Bm', 'F'], ['C'], ['Eb', 'Bb', 'F'], ['C'], ['Eb', 'Bb', 'D'], ['G'], ['G', 'C', 'Em'], ['C', 'G', 'C'], ['Em'], ['D', 'C'], ['A7', 'D'], ['G', 'C', 'Em', 'C', 'G', 'C', 'Em', 'D', 'C', 'A7', 'D', 'C', 'G'], ['Bm'], ['C', 'G'], ['Bm'], ['C'], ['F', 'C'], ['Eb', 'Bb', 'F'], ['C'], ['Eb', 'Bb'], ['D', 'G'], ['G', 'C', 'Em'], ['C', 'G', 'C'], ['Em'], ['D', 'C'], ['A7', 'D'], ['G', 'C', 'Em'], ['G', 'C', 'Em'], ['Em'], ['D', 'C'], ['A7', 'D'], ['G', 'D', 'G']]",
1244,Dont Let It Bring You Down,Neil Young,,"[['D5', 'Cadd9', 'F6sus2', 'Dm7', 'Dsus4', 'Bb', 'Am7', 'G7', 'G5', 'Em7', 'D5', 'Cadd9', 'D5', 'F6sus2', 'D5'], ['Dm7'], ['Dsus4'], ['Bb', 'Am7'], ['D5'], ['Dm7'], ['Dsus4'], ['Bb', 'Am7'], ['G7', 'F6sus2'], ['Em7'], ['D5', 'Cadd9', 'D5', 'F6sus2', 'D5'], ['Dm7'], ['Dsus4'], ['Bb', 'Am7'], ['D5'], ['Dm7'], ['Dsus4'], ['Bb', 'Am7'], ['G7', 'F6sus2'], ['Em7'], ['D5', 'Cadd9', 'D5', 'F6sus2', 'D5', 'D5', 'G5'], ['Em7'], ['D5', 'Cadd9', 'D5', 'F6sus2', 'D5', 'D5', 'G5'], ['Em7']]",
1245,Sara,Fleetwood Mac,,"[['F', 'G', 'Am', 'G'], ['F', 'Dm'], ['Bbdim5', 'C'], ['F'], ['Dm'], ['Bbdim5'], ['C'], ['Am', 'G', 'F'], ['G'], ['Am'], ['G', 'F'], ['G'], ['F'], ['G'], ['F', 'Dm', 'Bbdim5', 'C'], ['F'], ['Dm'], ['Bbdim5'], ['C'], ['F'], ['Dm'], ['Bbdim5', 'C'], ['F', 'G', 'F'], ['G'], ['F'], ['G'], ['F'], ['G'], ['F', 'Dm'], ['Bbdim5', 'C'], ['F'], ['Dm'], ['Bbdim5'], ['C'], ['F', 'Dm'], ['Bbdim5'], ['C'], ['F'], ['Dm'], ['Bbdim5'], ['C']]",
1246,Margaritaville,Jimmy Buffett,,"[['C'], ['G'], ['C'], ['F', 'G', 'C', 'G'], ['F', 'G', 'C', 'G'], ['F', 'G', 'C', 'G', 'F'], ['G', 'C'], ['C'], ['G'], ['C'], ['F', 'G', 'C', 'G'], ['F', 'G', 'C', 'G'], ['F', 'G', 'C', 'G', 'F'], ['G', 'C', 'C'], ['C'], ['G'], ['C'], ['F', 'G', 'C', 'G'], ['F', 'G', 'C', 'G'], ['F', 'G', 'C', 'G', 'F'], ['G', 'C'], ['F', 'G', 'C', 'G', 'F'], ['G', 'C']]",2
1247,Ramblin Fever,Merle Haggard,,"[['G', 'C'], ['G', 'D'], ['G', 'G7', 'C'], ['G'], ['G', 'D', 'G'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D', 'G'], ['D7', 'G', 'C'], ['G', 'C'], ['C', 'Am', 'C', 'G'], ['D', 'G'], ['G', 'C'], ['G', 'D'], ['G', 'C'], ['C', 'G'], ['D'], ['G', 'C', 'G', 'D'], ['G', 'C', 'G', 'D', 'G']]",
1248,Forever,The Beach Boys,,"[['C', 'C/B', 'Am', 'Am/G', 'F', 'F/E', 'Dm7', 'Gm', 'G7', 'E'], ['C', 'C/B', 'Am', 'Am/G', 'F', 'F/E', 'Dm7', 'C', 'C/B'], ['Am', 'Am/G'], ['F', 'F/E', 'Dm7'], ['C', 'C/B', 'Am'], ['Am/G', 'F', 'F/E', 'Dm7'], ['C', 'C/B'], ['Am', 'Am/G'], ['F', 'F/E', 'Dm7'], ['F5', 'F'], ['Gm', 'G7', 'Em'], ['C', 'C/B', 'Am', 'Am/G', 'F', 'F/E', 'Dm7'], ['C', 'C/B'], ['Am', 'Am/G'], ['F', 'F/E', 'Dm7'], ['F5', 'F'], ['Gm', 'G7', 'Em'], ['C', 'C/B'], ['Am', 'C/B'], ['C', 'C/B'], ['Am', 'C/B'], ['Dm7'], ['C', 'C/B', 'Am'], ['Am/G', 'F', 'F/E'], ['Dm7'], ['C', 'C/B', 'Am', 'Am/G'], ['F', 'F/E', 'Dm7']]",3
1249,Take Me Home Country Roads,John Denver,,"[['A', 'F#m'], ['E', 'D', 'A'], ['F#m'], ['E'], ['D', 'A'], ['A', 'E'], ['F#m', 'D'], ['A', 'E'], ['D', 'A'], ['A', 'F#m'], ['E', 'D', 'A'], ['F#m'], ['E'], ['D', 'A'], ['A', 'E'], ['F#m', 'D'], ['A', 'E'], ['D', 'A'], ['F#m', 'E', 'A'], ['D', 'A', 'E'], ['F#m', 'G', 'D'], ['A', 'E', 'E7'], ['A', 'E'], ['F#m', 'D'], ['A', 'E'], ['D', 'A'], ['A', 'E'], ['F#m', 'D'], ['A', 'E'], ['D', 'A'], ['E', 'A'], ['E', 'A']]",
1250,Back Home Again,John Denver,,"[['E', 'E7', 'A'], ['B7', 'E'], ['E', 'E7', 'A'], ['B7', 'E'], ['A', 'B7', 'E7'], ['A', 'B7', 'E7', 'A'], ['B7', 'E7'], ['A', 'B7', 'E7'], ['A', 'B7', 'E7', 'A'], ['B7', 'E7'], ['A', 'B7', 'E', 'A'], ['F#m', 'B7', 'E', 'E7'], ['A', 'B7', 'E', 'A'], ['F#m', 'A', 'B7'], ['D', 'D7', 'G'], ['A7', 'D'], ['D7', 'G'], ['A7', 'D'], ['D', 'D7', 'G'], ['A7', 'D'], ['D7', 'G'], ['A7', 'D'], ['G', 'A7', 'D', 'D7'], ['G', 'A7', 'D', 'G'], ['A7', 'D'], ['D7', 'G', 'A7', 'D', 'G'], ['E', 'A7', 'D', 'D7'], ['G', 'A7', 'D', 'G'], ['E', 'G', 'A7']]",
