,0,1
722,Wedding Bells,4- 11- 4- 11- 4- 4-7 9- 4- 11- 4- 9- 4- 11- 4- 9- 4- 11- 4- 11- 4- 11- 4- 4-7 9- 4- 11- 4- 9- 4- 11- 4- 9- 4- 11- 4- 11- 4- 11- 4- 4-7 9- 4- 11- 4- 9- 4- 11- 4- 9- 4- 11- 4-
723,Bo Diddley,4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4- 4- 9- 4- 4-
724,Before You Accuse Me,4- 4-7 11-7 4- 4-7 9- 9-7 11-7 9-7 4- 11-7 4- 4-7 9- 9-7 11-7 9-7 4- 11-7 4- 4-7 9- 9-7 11-7 9-7 4- 11-7 4- 4-7 9-7 4- 9- 9-7 4- 11-7 9-7 4- 11-7 4- 4-7 9- 9-7 11-7 9-7 4-
725,Peggy Sue Got Married,7- 0- 7- 2- 7- 2- 0- 7- 0- 2- 7- 0- 7- 2- 7- 2- 0- 7- 0- 2- 7- 0- 7- 2- 0- 7- 0- 7- 0- 7- 0- 2- 2-7 7- 2- 0- 7- 0- 2- 7- 0- 7- 2- 7- 2- 0- 7- 0- 2- 7- 0- 7- 0- 7- 0- 7- 0- 2- 2-7 7- 2- 0- 7- 0- 2- 7- 0- 7- 2- 0- 2- 7- 0- 7-
726,La Bamba,0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 5- 0- 5- 7- 0- 5- 7- 5- 0- 0- 0- 0-
727,I Got Rhythm,0- 9-m 2-m 7-7 0- 9-m 2-m 7-7 0- 9-m 2-m 7-7 0- 7-7 0- 0- 9-m 2-m 7-7 0- 9-m 2-m 7-7 0- 9-m 2-m 7-7 0- 7-7 0- 4- 9- 2- 7- 0- 9-m 2-m 7-7 0- 9-m 2-m 7-7 0- 9-m 2-m 7-7 0- 7-7 0- 9-m 4- 9-m 4- 9-m 7-7 0- 9-m 4- 9-m 4- 9-m 7-7 0- 0- 9-m 2-m 7-7 0- 9-m 2-m 7-7 0- 9-m 2-m 7-7 0- 7-7 0-
728,You Dont Know Me,7- 0- 0-7 5- 6-m 0- 9-m 2-m 7- 0- 5- 0- 7- 0- 0-7 5- 6-m 0- 9-m 2-m 7- 0- 5- 0- 0-7 5- 4-m 2-m 7- 0- 9-m 4-m 2-m 7- 0- 0-7 5- 6-m 0- 9-m 2-m 7- 0- 5- 0- 0-7 5- 4-m 2-m 7- 0- 9-m 4-m 2-m 7- 0- 0-7 5- 6-m 0- 9-m 2-m 7- 0- 5- 0-
729,Camptown Races,2- 9- 2- 9- 2- 2- 7- 2- 2- 9- 2- 2- 9- 2- 9- 2- 2- 7- 2- 2- 9- 2- 2- 9- 2- 9- 2- 2- 7- 2- 2- 9- 2- 2- 7- 2- 2- 9- 2-
730,Old Folks At Home,0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 0- 5- 0- 7- 0- 5- 0- 7- 0- 0- 5- 0- 7- 0- 5- 0- 7- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 0- 5- 0- 7- 0- 5- 0- 7- 0- 0- 5- 0- 7- 0- 5- 0- 7- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0-
731,Thank God,7- 0- 7- 7- 9- 2-7 7- 0- 7- 7- 2-7 7- 7- 0- 7- 9- 2-7 7- 0- 7- 0- 7- 0- 7- 7- 0- 7- 7- 9- 2-7 7- 0- 7- 7- 2-7 7- 7- 0- 7- 9- 2-7 7- 0- 7- 0- 7- 0- 7- 7- 0- 7- 7- 9- 2-7 7- 0- 7- 7- 2- 7- 7- 0- 7- 9- 2-7 7- 0- 7- 0- 7- 0- 7-
732,Im So Lonesome I Could Cry,2- 2-7 7- 2- 9- 2- 9- 7- 9- 2- 11-m 4-m 9- 2- 11-m 4-m 9- 7- 4-m 6-m 11-9 4-m 9- 2- 9- 7- 9- 2- 2-6 2- 2-6 2- 2-6 2- 2-7 7- 7- 2- 2-6 2- 9- 2- 9- 7- 9- 2- 11-m 4-m 9- 2- 11-m 4-m 2- 9- 2- 7- 4-m 6-m 11-9 4-m 9- 2- 9- 7- 9- 2- 11-m 4-m 9- 2- 11-m 4-m 9- 7- 4-m 6-m 11-9 4-m 9- 2- 2- 2-6 2- 2-6 2- 2-6 2- 2-7 7- 4-m 9-m 11- 4-m 9-7 2-
733,Crazy Heart,
734,Nobodys Lonesome For Me,7- 2-7 0- 9-7 7- 7- 2-7 7- 7- 2-7 2-7 7- 0- 7- 0- 9-7 2-7 7- 2-7 7- 7- 2-7 2-7 7- 0- 7- 0- 9-7 2-7 7- 2-7 7- 7- 7- 7- 7- 7- 7- 2-7 2-7 2-7 2-7 2-7 2-7 2-7 2-7 7- 7- 0- 0- 7- 7- 0- 0- 9-7 2-7 7- 7- 7- 7- 2-7 2-7 7- 7- 7- 2-7 2-7 7- 0- 7- 0- 9-7 2-7 7- 2-7 7- 7- 2-7 2-7 7- 0- 7- 0- 9-7 2-7 7- 2-7 7-
735,May You Never Be Alone,9-7 2- 2- 7- 9-7 2- 7- 9-7 2- 7- 9-7 2- 7- 9-7 2- 2- 7- 9-7 2- 2- 2- 7- 7- 7- 9- 9-7 9-7 2- 2- 2- 7- 9- 9-7 2- 7- 9- 9-7 2- 7- 9- 9-7 2- 7- 9- 9-7 2-
736,Take A Message To Mary,4- 4- 8-m 11-7 4- 4- 4- 11-7 4- 4- 4- 11-7 4- 1-m 8-m 1-m 6- 11-7 4- 8-m 9- 4- 1-m 11- 1-m 4- 11-7 4- 4- 4- 11-7 4- 4- 4- 11-7 4- 1-m 8-m 1-m 6- 11-7 4- 8-m 9- 4- 1-m 11- 1-m 4- 11-7 4- 4- 4- 11-7 4- 4- 4- 11-7 4- 1-m 8-m 1-m 6- 11-7 4- 8-m 9- 4- 1-m 11- 1-m 4- 11-7 4- 4- 1-m 4- 11-7 4-
737,Back In The Saddle Again,7- 2- 7- 7-7 0- 7- 7-7 0- 0-dim 7- 4-m 9- 2- 7- 7- 2- 7- 7-7 0- 0-dim 7- 7-7 0- 0-dim 7- 4-m 9- 2- 7- 7-7 0- 7- 2- 2-7 0- 0-dim 7- 4-m 9- 2- 7-
738,Bye Bye Love,2- 9- 2- 9- 2- 9- 4- 9- 2- 9- 2- 9- 2- 9- 4- 9- 4- 9- 9- 4- 9- 4- 9- 9-7 2- 4- 9- 2- 9- 2- 9- 2- 9- 4- 9- 2- 9- 2- 9- 2- 9- 4- 9- 4- 9- 9- 4- 9- 4- 9- 9-7 2- 4- 9- 2- 9- 2- 9- 2- 9- 4- 9- 2- 9- 2- 9- 2- 9- 4- 9- 4- 9-
739,Freight Train,0- 7- 7-7 2-m 7- 0- 4-7 5- 7- 5- 0- 7- 0- 0- 7- 7-7 2-m 7- 0- 4-7 5- 7- 5- 0- 7- 0- 0- 7- 7-7 2-m 7- 0- 4-7 5- 7- 5- 0- 7- 0- 0- 7- 7-7 2-m 4-7 5- 5-
740,I Love You For Sentimental Reasons,0-M7 0-7 5-M7 10-7 11-dim7 0-M7 9-m7 2-m7 7-7b9 0-M7 9-m7 2-m7 7--9 0-M7 9-m7 2-m7 1-7b5 0-M7 0-7 5- 10-7 11-dim7 0-M7 9-m7 2-m7 7-7b9 0-M7 9-m7 2-m7 7-7b9 0-M7 5-M9 0-M7 7-m7 6-7 5-M7 6-dim 11-7 4-m7 9-9 2-m7 7-7+5 0-M7 0-6 11-m7b5 4-7+9 9-m7 2-7sus4 2-7 2-m7 1-7b5 0-M7 0-7 5-M7 10-7 11-dim7 0-M7 9-m7 2-m7 7-7b9 0-M7 9-m7 2-m7 7--9 0-M7 5-m6 0-M7 7-m7 6-7 5-M7 6-dim 11-7 4-m7 9-9 2-m7 7-7+5 0-M7 0-6 11-m7b5 4-7+9 9-m7 2-7sus4 2-7 2-m7 1-7b5 0-M7 0-7 5-M7 10-7 11-dim7 0-M7 9-m7 2-m7 7-7b9 0-M7 9-m7 2-m7 7-7b9 0-M7 2-m7 1-7b5 0-6
741,A Blossom Fell,9-7 2-6 0-dim 4-m7 9-7 4-m7 9-7 9-7+5 2- 2-9 5-dim 4-m7 9-7 4-m7 9-7 9-7+ 2-6 0-dim 9-7 9-7+ 2-6 0-dim 4-m7 9-7 4-m7 9-7 7-/11 9-7 9-7 2- 2-M7 2-7 2-7+5 7- 7-m 7-dim 2- 4-m7 9-7 5-dim 2- 2-7+5 4-m7 7-/11 7-dim 2- 5-dim 4-m7 0-dim 7-/11 9-7 2-
742,Twilight Time,7- 11-7 4-m 4-m 7- 7-7 0- 0-m 7- 4- 9-7 2-7 7- 7- 11-7 4-m 7- 7-7 0- 0-m 7- 4- 9-7 2-7 7- 11-7 4-m 2- 4-m 2- 4-m 9-7 2- 0- 2-7 7- 11-7 4-m7 7-7 0- 0-m 7- 4- 9-7 2-7 7- 11-7 4-m 2- 4-m 2- 4-m 9-7 2- 0- 2-7 7- 11-7 4-m7 7-7 0- 0-m 7- 4- 9-7 2-7 7- 9-7 2-7 7-
743,I Wish It Would Rain,10-m 3-sus2 5-m 10-m 3-sus2 10-m 5-m 3-sus2 10-m 3-sus2 10-m 3-sus2 10-m 5-m 3-sus2 10-m 3-sus2 10-m
744,Aint Too Proud To Beg,0- 0- 5- 0- 0- 5- 0- 0- 5- 0- 0- 5- 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0- 0- 0- 0- 0- 0- 0- 7-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0- 0- 0- 0- 0- 0- 0- 7- 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 7-7 7-7 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 7-7 7-7 0- 0- 0- 0- 0- 0- 0- 7- 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7 0-7 5-7
745,My Baby Just Cares For Me,9- 2- 4- 9- 2- 4- 9- 2- 4- 9- 2- 4- 11-m7 4-7 1- 1-7 6-m 6-m7 11- 11-7 4- 9- 2- 4- 9- 2- 11-m 11-m7 2- 8- 9- 6- 6- 2- 6- 11-m7 4-7 9- 2- 4- 9- 2- 4- 11-m7 4-7 1-m7 6- 11-m7 4-7 9- 2- 4-
746,My Prayer,4-m 9-m 11-7 4-m 4-m 9-m 11-7 4-m 9-m 0-7 11-7 4- 4- 9-m 4- 11-7 4- 1-dim 9-m 4- 9-m 4-m 9-m 1-dim 11-7 4- 1-dim 9-m 4- 9- 11-7 4- 9-m 4-
747,Its Only Make Believe,0- 9-m 5- 7- 0- 7- 0- 9-m 5- 7- 5- 7- 0- 5- 7- 5- 0- 5- 0- 8- 1- 10-m 6- 8- 6- 8- 1- 6- 8- 6- 1- 6- 1- 9- 2- 11-m 7- 9- 7- 9- 2- 7- 9- 7- 2- 7- 2- 7- 2-
748,Dear Hearts And Gentle People,2- 2-7 7- 2- 9- 9-7 2- 2-7 7- 7-m 2- 9-7 2- 2- 2-7 7- 2- 9- 9-7 2- 2-7 7- 7-m 2- 9-7 2- 7- 2- 11-m 4-7 9- 9-7 2- 2-7 7- 7-m 2- 9-7 2- 4-m 2- 4-m 2- 4-m 2- 4- 9-7 2- 2-7 7- 2- 9- 9-7 2- 2-7 7- 7-m 2- 9-7 2- 2- 2-7 7- 2- 9- 9-7 2- 2-7 7- 7-m 2- 9-7 2- 7- 2- 11-m 4-7 9- 9-7 2- 2-7 7- 7-m 2- 9-7 2-
749,Got My Mojo Working,0- 5-9 0- 7-7 5-9 0- 0- 0-7 5-9 0- 7-7 5-9 0- 5-9 0- 7-7 5-9 0- 5-9 0- 7-7 5-9 0- 5-9 0- 7-7 5-9 0-
750,Chega De Saudade,7-m 9-7 2-m 5- 4-7 3- 9-7 2-m 3-7(9) 2-m 5- 4-7 10-m 9-7 2-m 3-7(9) 2-m 11-m7(b5) 9-m 10- 9-7 9-7 2-m 5- 4-7 10-m 9-7 2- 2-7 7-m 9-7 2-m 9-m 4-7 9-7 2-m 4-m 9-7 2- 11-7 4-7(9) 4-7 9-7(sus4) 9-7 2-º 2- 2- 2-º 4-m 4-7(9) 7-m 9-7 2- 11-m7 4-7(9) 6-7 11-m 10-m 9-m 2-7 7- 7-m 6-m 11-7 4-7 9-7 2- 0- 11-7 4-7 9-7 2- 0- 11-7 4-7 9-7 2- 0- 11-7 4-7 9-7 2- 9-
751,Baby Its Cold Outside,5- 5-7 5- 5-7 7-m7 0-7 7-m7 0-7 5- 5-7 5- 5-7 0-m7 10- 10-7 5- 2-m7 7-7 0-7 5- 5-7 5- 5-7 7-m7 0-7 7-m7 0-7 5- 5-7 5- 5-7 0-m7 10- 10-7 0-7 5- 5-7 5- 5-7 7-7 0-7 5- 5- 5-7 5- 5-7 7-m7 0-7 7-m7 0-7 5- 5-7 5- 5-7 0-m7 10- 10-7 5- 2-m7 7-7 0-7 5- 5-7 5- 5-7 7-m7 0-7 7-m7 0-7 5- 5-7 5- 5-7 0-m7 10- 10-7 0-7 5- 5-7 5- 5-7 7-7 0-7 5- 7-7 0-7 5-
752,Baby Its Cold Outside,5- 5-7 5- 5-7 7-m7 0-7 7-m7 0-7 5- 5-7 5- 5-7 0-m7 10- 10-7 5- 2-m7 7-7 0-7 5- 5-7 5- 5-7 7-m7 0-7 7-m7 0-7 5- 5-7 5- 5-7 0-m7 10- 10-7 0-7 5- 5-7 5- 5-7 7-7 0-7 5- 5- 5-7 5- 5-7 7-m7 0-7 7-m7 0-7 5- 5-7 5- 5-7 0-m7 10- 10-7 5- 2-m7 7-7 0-7 5- 5-7 5- 5-7 7-m7 0-7 7-m7 0-7 5- 5-7 5- 5-7 0-m7 10- 10-7 0-7 5- 5-7 5- 5-7 7-7 0-7 5- 7-7 0-7 5-
753,Wichita Lineman,5- 7-m7 5-maj7 0- 7-m7 10-maj7 9-m 9-m7 7-m7 2-m7 9-m7 7-sus4 7- 2- 2-sus4 2- 4-m7 0- 4-m7 0- 7-/11 7-m 10- 2- 2-sus4 2- 4-m7/9 2-m 10- 4-7 0- 10-maj7 0- 10-maj7 9-m 9-m7 7-m7 2-m7 9-m7 7-sus4 7- 2- 2-sus4 2- 4-m7 0- 4-m7 0- 7-/11 7-m 10- 2- 2-sus4 2- 4-m7/9 2-m 10- 4-7 0- 2-m 10- 0-7 10-maj7 9-m 9-m7 7-m7 2-m7 9-m7 7-sus4 7- 2- 2-sus4 2- 4-m7 0- 4-m7 0- 7-/11 7-m 10- 2- 2-sus4 2- 4-m7/9 2-m 10- 4-7 0- 10-maj7 4-7 0- 2-m 10- 4-7 0- 10-maj7 4-7 0- 5-maj7 0- 7-m7 10-maj7 9-m7 2-m7 9-m7 7-sus4 2-sus4 4-m7 0-
754,Wasted Days And Wasted Nights,11-aug 4- 11- 4- 9- 4- 4- 11- 4- 9- 4- 4-7 9- 4- 6-7 11- 0- 11- 4- 11- 4- 9- 4- 4- 11- 4- 4-7 9- 4- 6-7 11- 0- 11- 4- 11- 4- 9- 4- 11- 4-
755,Blueberry Hill,7- 0- 7- 2-7 7- 0- 7- 2-7 7- 2-7 7- 2-7 7- 9-7 2-7 9-7 2-7 7- 0- 7- 2-7 7-
756,I Didnt Know What Time It Was,10- 3-7 8-m 10- 3-7 1- 1-m 8-m 3-m 4- 3-m 1-m 6-7 10- 3-7 8-m 10- 3-7 1- 1-m 8-m 3-m 4- 3-m 1- 6-7 11- 1- 3-7 1-m 3-7 8-m 4- 6-7 11- 1-7 1-m7 6-7 10- 3-7 8-m 10- 3-7 1- 1-m 8-m 3-m 4- 1- 1- 11- 4-6 6- 4-6 11- 6-7
757,Im In The Mood,4- 9- 4- 9- 4- 11-7 9- 4- 4- 9- 4- 11-7 9- 4- 11-7 4- 9- 4- 11-7 9- 4-
758,Happy Birthday Sweet Sixteen,2- 11-m 7- 9- 2- 11-m 7- 9- 2- 6- 11-m 2-7 7- 7-m 2- 11-m 4-7 9-7 2- 2- 6- 11-m 2-7 7- 7-m 2- 11-m 4-7 9-7 2- 9- 2- 9- 2- 11-m 4-m 4-7 4-7 9- 2- 6- 11-m 2-7 7- 7-m 2- 11-m 4-7 9-7 2- 2- 11-m 7- 9- 2- 11-m 7- 9-
759,Good Morning Heartache,11-m 11-m7/4 4- 11-m 2-6 5-dim 6-m 9-m 8-m7 7-m7 6-m7 11-m7 11-9 11-m 11-m7/4 4- 11-m 2-6 5-dim 6-m 9-m 8-m7 7-m7 6-m7 11-m7 0-dim 4- 8-7 1-m 8-7 1- 1-7 6-m 1-m7 6-7 11- 11-7 7-m7 5-7 11-m7 4-7 11-m 11-m7/4 4- 11-m 2-6 5-dim 6-m 9-m 8-m7 7-m7 6-m7 5-7 5-dim 4-6
760,Je Me Suis Fait Tout Petit,11-m 1-7 6-7 11-m 9-7 2- 6-7 11-m 1-7 6-7 11-m 2-7 7-7 6-7 11-m 4-m6 6-7 11-m 4-m 6-7 11-m 4-m 4-m6 6-7 11-m 11-m 4-m 6-7 7-7 6-7 11-m 11-m 11-7 4-m 4-m6 6-7 11-m 11-m 4-m6 6-7 7-7 6-7 11-m 11-m 1-7 6-7 11-m 9-7 2- 6-7 11-m 1-7 6-7 11-m 2- 7-7 6-7 11-m 4-m 6-7 11-m 4-m 6-7 9- 2- 4-
761,Im Thinking Tonight Of My Blue Eyes,9- 2- 4- 9- 2- 4- 9- 9- 2- 4- 9- 2- 4- 9- 9- 2- 4- 9- 2- 4- 9- 9- 2- 4- 9- 2- 4- 9- 9- 2- 4- 9- 2- 4- 9- 9- 2- 4- 9- 2- 4- 9-
762,Island In The Sun,2- 7- 9- 2- 11-m 7- 9- 2- 2- 7- 9- 2- 11-m 7- 9- 2- 2- 7- 9- 2- 11-m 7- 9- 2- 2- 7- 9- 2- 11-m 7- 9- 2- 2- 7- 9- 2- 11-m 7- 9- 2- 2- 7- 9- 2- 11-m 7- 9- 2- 3- 8- 10- 3- 0-m 8- 10- 3- 3- 8- 10- 3- 0-m 8- 10- 3- 10- 3-
763,Stranger In Paradise,2-m7 7-9 0-M7 2-m7 7-9 5-m 0-M7 2-m7 7-9 0-M7 9-m6 2-m7 5-m 7-9 0- 8-7 1- 11-m6 0-7 5-m 4-7 9- 2-m7 7-9 0-M7 4-dim 2-m7 7-9 0-M7 2-m7 7-9 0-M7 2-7 7-9 4-m7 4-dim 2-m7 5-m 7-9 0- 8-7 1- 11-m6 0-7 5-m 4-7 9- 2-m7 7-9 0-M7 4-dim 2-m7 7-9 0-M7 2-m7 7-9 0-M7 2-7 7-9 4-m7 4-dim 2-m7 5-m 7-9 0-
764,Chanson Pour Lauvergnat,9-m 4-7 4-7 9-m 9-m 2-m 4-7 9-m 7- 0- 4-7 9-m 4-7 4-7 9-m 9-m 4-7 9-m 7- 0- 4-7 0- 2-m 7- 0- 0- 2-m 4-7 9-m 2-m 9-m 5- 4-7 9-m 4-7 4-7 9-m 9-m 2-m 7- 5- 4-7 9-m 9-m 4-7 4-7 9-m 9-m 2-m 4-7 9-m 7- 0- 4-7 9-m 4-7 4-7 9-m 9-m 2-m 4-7 9-m 7- 0- 4-7 0- 2-m 7- 0- 0- 2-m 4-7 9-m 2-m 9-m 5- 4-7 9-m 4-7 4-7 9-m 9-m 2-m 7- 5- 4-7 9-m 9-m 4-7 4-7 9-m 9-m 2-m 4-7 9-m 7- 0- 4-7 9-m 4-7 4-7 9-m 9-m 2-m 4-7 9-m 7- 0- 4-7 0- 2-m 7- 0- 0- 2-m 4-7 9-m 2-m 9-m 5- 4-7 9-m 4-7 4-7 9-m 9-m 2-m 7- 5- 4-7 9-m
765,Thats Amore,2-m 7-m 11-dim 9-7 2- 2- 5-dim7 9-/4 9- 9-7 2- 2- 2-maj7 11-m6 2- 5-dim 9-/4 9- 9-/4 7-/9 9-/4 9-aug 2- 2- 5-dim 9-/4 9- 9-/4 9- 9-7/4 4-m7/9 1-dim/4 4-m/1 6- 6-7 11-7 11-7/3 4-m7 7-m 2- 6-m7 11-m 11-m/9 4-7 9-7 2- 10-7 3- 6-dim7 10-7/5 10- 10-7 10-aug 3- 3- 3-maj7 0-m6 6-dim 10-/5 10- 10-/5 8-/10 10-7/5 10-aug 3- 3- 9-dim/6 10-/5 10- 10-7/5 5-m7/10 2-dim/5 5-m/2 7- 7-7 0- 0-7 5-m7 8-m 3- 7-m7 0-m 0-m7 5-7 11-7 3- 8-m 3- 8-m 3-
766,Your True Love,4- 8- 11- 4- 4- 9- 11- 4- 4- 9- 11- 4- 8- 1- 6- 11- 4- 9- 11- 4- 8- 1- 6- 10- 4- 9- 11- 4- 8- 1- 6- 11- 4- 9- 11- 4- 8- 1- 6- 11- 4- 9- 11- 4- 9- 11- 4-
767,Hell Have To Go,2- 7- 2- 4-m7 9-7 2- 2-7 7- 2- 9-7 2- 7- 2- 9-7 2- 7- 2- 4-m7 9-7 2- 2-7 7- 2- 9-7 2- 7- 2- 2-7 7- 2- 9-7 9-7 2- 7- 2- 4-m7 9-7 2- 2-7 7- 2- 9-7 2-
768,Mon Manege A Moi,5- 5- 0-7 5- 0-7 0- 0-7 0- 5-7 5- 0-7 0- 0-7 0- 5- 5-7 2- 5- 2- 7- 0-7 0- 5- 5- 0-7 0- 0-7 0- 2-7 1- 6-7 1-7 1- 6- 6- 1-7 1- 6- 2-7 2- 7- 2-7 2- 2-7 2- 7-7 7- 2-7 2- 2-7 2- 7- 7-7 4- 7- 7- 2-7 2-7 2- 2- 7- 7- 2-7 2- 2- 7- 7-7 4-
769,Oh Carol,9- 6-m 11-m 4- 9- 6-m 11-m 4- 9- 6-m 11-m 4- 9- 6-m 11-m 4- 9- 9- 6-m 11-m 4- 9- 6-m 11-m 4- 9- 9- 6-m 11-m 4- 9- 6-m 11-m 4- 9-
770,Aint Misbehavin,2- 11-m 3-dim 2-+ 4-m 7- 9-7 7-m 11-7 4-7 9-7 6-m7 2- 3-dim 4-m 9-7 2- 6-7 7- 7-m 2- 6-m7 4-m 9-7 2- 11-7 4-7 9-7 2- 3-dim 4-m 9-7 2- 6-7 7- 7-m 2- 6-m7 4-m 9-7 11-m 7-7 11-m 11-7 9- 11-m 4-7 9-7 3-dim 9-7 2- 3-dim 4-m 9-7 2- 6-7 7- 7-m 2- 6-m7 4-m 9-7
771,Why Do Fools Fall In Love,5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-7 5- 0- 5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-7 5- 10- 5- 10- 5- 5-7 10- 7-7 0-7 5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-7 5- 2-m7 7-m7 0-7 5- 10- 5- 0-7 5- 2-m7 7-m7 0-7 5- 10- 5- 10- 5- 5-7 10- 7-7 0-7 6- 3-m7 8-m7 1-7 6- 3-m7 8-m7 1-7 6- 3-m7 8-m7 1-7 6- 3-m7 8-m7 1-7 6- 3-m7 8-m7 1-7 6- 3-m7 8-m7 1-7 6- 3-m7 8-m7 1-7 6- 11- 6- 11- 6- 6-7 11- 8-7 1-7 6- 3-m7 8-m7 1-7 6- 3-m7 8-m7 1-7 6- 3-m7 8-m7 1-7 6- 11- 6- 1-7 11- 1-7 6- 3-m7 8-m7 1-7 6- 11- 6-
772,Cattle Call,2- 9- 2- 9- 2- 2- 7- 9- 2- 7- 9- 2- 2- 9- 2- 9- 2- 7- 2- 4- 9- 2- 9- 2- 2- 7- 9- 2- 7- 9- 2- 2- 9- 2- 9- 2- 7- 2- 4- 9- 2- 9- 2- 2- 9- 2- 9- 2-
773,Am Tag Als Der Regen Kam,2-7 7- 9-m7 2-7 7- 7-7 0- 0- 7- 7- 7- 7- 9-m 2- 4-m 4-m 9-m 2-7 7- 7-7 0- 0- 7- 7- 7- 7- 9-m 2-7 4-m 4-m 11-7 4-7 9-7 2-7 7- 7- 9-m 2-7 7- 7- 2-7 2-7 7- 9-m 7- 2- 9-m 2-7 7- 7- 2-7 2-7 7- 11-m 11-m 9-m 2- 2- 2- 7- 7-7 0- 0- 7- 7- 7- 7- 9-m 2- 4-m 4-m 9-m 2-7 7- 7-7 0- 0- 7- 7- 7- 7- 9-m 2-7 4-m 4-m 11-7 4-7 9-7 2-7 7- 7- 9-7 2-7 7- 7-
774,Sometimes I Feel Like A Motherless Child,9-m 2-m 9-m 2-m 9-m 2-m 9-m 4- 4-7 9-m 4-7 9-m 2-m 9-m 2-m 9-m 2-m 9-m 4- 4-7 9-m 4-7 9-m 2-m 9-m 2-m 9-m 2-m 9-m 4- 4-7 9-m 4-7 9-m 2-m 9-m 2-m 9-m 2-m 9-m 4- 4-7 9-m
775,I Never Will Marry,0- 7- 5- 0- 7- 0- 0- 7- 5- 0- 7- 0- 7- 5- 0- 7- 0- 0- 7- 5- 0- 7- 0- 7- 5- 0- 7- 0- 0- 7- 5- 0- 7- 0- 7- 5- 0- 7- 0- 7- 5- 0- 7- 0- 0- 7- 5- 0- 7- 0- 7- 5- 0- 7- 0- 5- 7- 0- 2- 10- 0- 5- 0- 10- 5- 0- 5- 5- 0- 10- 5- 0- 5- 0- 10- 5- 0- 5- 5- 0- 10- 5- 0- 5- 0- 10- 5- 0- 5- 5- 0- 10- 5- 0- 5- 0- 10- 5- 0- 5- 0- 10- 5- 0- 5- 5- 0- 10- 5- 0- 5- 0- 10- 5- 0- 5- 5- 7- 0- 2- 10- 0- 5- 0- 10- 5- 0- 5- 5- 0- 10- 5- 0- 5- 0- 10- 5- 0- 5- 5- 0- 10- 5- 0- 5- 0- 10- 5- 0- 5- 5- 0- 10- 5- 0- 5- 0- 10- 5- 0- 5- 0- 10- 5- 0- 5- 5- 0- 10- 5- 0- 5- 0- 10- 5- 0- 5-
776,My Babys Gone,2- 7- 9-7 2- 2-7 7- 9-7 2- 9-7 7- 2- 9-7 7- 2- 2- 2-7 7- 9-7 2- 2-7 7- 9-7 2- 9-7 7- 2- 9-7 7- 2- 2- 2-7 7- 9-7 2- 2- 7- 9-7 2- 2-7 7- 9-7 2- 9-7 2-
