,0,1,2
10,American Pie,0,0- 7-/11 9-m7 2-m 5- 9-m 7- 0- 7-/11 9-m7 2-m 5- 9-m 5- 7- 9-m 2-m 9-m 2-m 5- 0-/4 2-m 5- 7- 0- 7-/11 9-m 2-m7 7- 0- 7-/11 9-m 5- 7-7 0- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 9-m 2-7 9-m 7-7 0- 2-m 5- 2-m 9-m 7- 0- 7-/11 9-m 2-m7 5- 9-m 2-7 7- 9-m 7- 9-m 7- 5- 0-/4 2-m 5- 7-7 0- 7-/11 9-m 2-m 5- 0- 7-/11 9-m 5- 7-7 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 9-m 2-7 9-m 7-7 0- 2-m 5- 2-m 9-m 7- 0- 7-/11 9-m 2-m7 5- 9-m 2-7 7- 9-m 7- 9-m 7- 5- 0-/4 2-7 5- 7-7 0- 7-/11 9-m 2-m 5- 0- 7-/11 9-m 5- 7-7 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 9-m 2-7 9-m 7-7 0- 2-m 5- 2-m 9-m 7- 0- 7-/11 9-m 2-m7 5- 9-m 2-7 7- 9-m 7- 9-m 7- 5- 0-/4 2-7 5- 7-7 0- 7-/11 9-m 2-m 5-m 5- 0- 7-/11 9-m 5- 7-7 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 9-m 2-7 9-m 7-7 0- 2-m 5- 2-m 9-m 7- 0- 7-/11 9-m 2-m7 5- 9-m 2-7 7- 9-m 7- 9-m 7- 5- 0-/4 2-7 5- 7-7 0- 7-/11 9-m 2-m 5- 0- 7-/11 9-m 5- 7-7 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 9-m 2-7 9-m 7-7 0- 7-/11 9-m 2-m 5- 9-m 7- 0- 7-/11 9-m 2-m 5- 9-m 5- 7- 9-m 2-m 9-m 2-m 5- 0-/4 2-m 5- 7- 0- 7-/11 9-m 2-m7 5- 7-7 0- 7-/11 9-m 5- 7-7 0- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 9-m 2-7 9-m 7-7 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 5- 7-7 0- 5- 0-
11,Knockin On Heavens Door,0,0- 7- 2-m 0- 7- 5- 0- 7- 2-m 0- 7- 5- 0- 7- 2-m 0- 7- 5- 0- 7- 2-m 0- 7- 5- 0- 7- 2-m 0- 7- 5- 0- 7- 2-m 0- 7- 5- 0- 7- 2-m 0- 7- 5- 0- 7- 2-m 0- 7- 5- 0- 7- 2-m 0- 7- 5- 0- 7- 2-m 0- 7- 5- 0- 7- 2-m 0-
12,Bohemian Rhapsody,0,0-m7 5-7 10-7 5-m7 10-7 3- 0-m 3-7 8- 5-m 10-7 4- 3- 2- 3- 4- 3- 2- 3- 8- 3-/7 6-dim7 10-7/5 3- 3- 0-m 5-m 5-m 10- 3- 0-m 5-m 5-m/4 5-m/3 5-m/2 5-m/1 5-m/0 8- 3- 5-m 10-m 3- 8- 3- 5-m 1-m 8- 3- 3- 0-m 5-m 5-m 10- 3- 0-m 5-m 5-m/4 5-m/3 5-m/2 5-m/1 5-m/0 8- 3- 5-m 10-m 3- 8- 8- 3- 5-m 10-m 3- 8- 3- 5-m 10-m 6- 6- 5- 4- 3- 2- 7- 2- 1- 2- 7- 2- 1- 2- 7- 2- 7- 2- 1- 2- 7- 2- 6- 1- 5- 9- 2- 4- 3- 2- 3- 4- 3- 2- 3- 1- 8- 8-dim 8- 1- 8- 8-dim 8- 1- 8-/0 10- 3- 1- 8-/0 11-dim 10-m7 4- 3- 2- 3- 4- 3- 2- 3- 8- 3- 8- 3- 3- 8- 3- 3- 3- 8- 3- 3- 3- 3- 11-7 4-m 2- 7- 6- 11- 3- 8- 8- 3- 8- 1- 7- 0-m 3- 8- 8- 8- 10- 3- 8- 3- 6- 3- 8- 1- 10-m 3- 10-m 3- 10-m 3- 10-m 3- 8- 8- 8- 8- 10- 4- 1- 3- 3- 3- 8- 3- 5-m 0- 5-m 0- 5-m 3- 8- 7- 0-m 1- 8- 5-m 0-m 5-m 0-m 5-m 1-m 1-/3 8- 8- 1-/8 8- 8-dim 3-/7 3-m/6 5- 6-dim 5- 5-7 10- 3- 10-/2 10-dim/1 0-m7 10-
13,Landslide,0,7- 0- 7-/11 9-m7 9-m 2-7/6 2-/6 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 2-/6 7- 2-7/6 4-m 0- 7-/11 9-m 2-7/6 7- 2-7/6 4-m 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 2-/6 2-7/6 7- 2-7/6 4-m 0- 7-/11 9-m 2-7/6 7- 2-7/6 4-m 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7 7-/11 0- 7-/11 9-m7
14,Father And Son,0,0- 7-/11 5- 2-m7 0- 9-m 2-m 2-m7 7- 0- 7-/11 5- 2-m7 0- 9-m 2-m 2-m 2-m7 7- 0- 7- 5- 2-m7 0- 9-m 2-m 2-m 2-m7 7- 0- 7- 5- 2-m7 0- 9-m 7- 0- 5-/0 0- 4-m 5- 2-m7 0- 9-m 2-m7 7- 0- 4-m 5- 2-m7 0- 9-m 7- 0- 7- 5- 0- 5-/0 0- 7- 5- 2-m7 0- 9-m 2-m7 7- 0- 7- 5- 2-m7 0- 9-m 7- 0- 7- 5- 0- 0- 7- 5- 2-m7 0- 9-m 2-m 7- 0- 7- 5- 2-m7 0- 9-m 2-m 2-m 2-m7 7- 0- 4-m 5- 2-m7 0- 9-m 2-m 2-m 2-m7 7- 0- 4-m 5- 2-m7 0- 9-m 7- 0- 0-/7 7- 5- 0-
15,Vienna,0,9-m 0- 7- 10- 5- 0- 2- 4-9sus 4- 9-m 0- 7- 10- 5- 0- 11-m 4-9sus 4- 5- 7- 0- 4-m/11 9-m 0-/7 5- 11-m7 4-7 9-m7 2-7 8-7 7- 0- 9-m 0- 7- 10- 5- 0- 2- 4-9sus 4- 9-m 0- 7- 10- 5- 0- 11-m 4-9sus 4- 5- 7- 0- 4-m/11 9-m 0-/7 5- 11-m7 4-7 9-m7 2-7 8-7 7- 0- 9-m 0- 7- 10- 5- 0- 11-m 4-9sus 4- 5- 7- 0- 4-m/11 9-m 0-/7 5- 11-m7 4-7 9-m7 2-7 8-7 7- 0- 5- 7- 0- 4-m/11 9-m 0-/7 5- 11-m7 4-7 9-m7 2-7 8-7 7- 0- 9-7 8-7 7- 0-
16,The Winner Takes It All,0,1- 1- 5-7 10-m 10-m 10-7/2 3-m 8- 1- 1- 5-7 10-m 10-m 10-7/2 3-m 8- 1- 8-/0 3-m/10 8- 1- 8-/0 3-m/10 8- 1- 5-7 10-m 10-7/2 3-m 8- 1- 8-/0 3-m/10 8- 1- 8-/0 3-m/10 8- 1- 5-7 10-m 10-7/2 3-m 8- 1- 5-7 10-m 10-7/2 3-m 8- 1- 8-/0 3-m/10 8- 1- 8-/0 3-m/10 8- 1- 5-7 10-m 10-7/2 3-m 8- 1- 5-7 10-m 10-7/2 3-m 8- 1- 8-/0 3-m/10 8- 1- 8-/0 3-m/10 8- 1- 1- 5-7 10-m 10-m 10-7/2 10-7/2 3-m 8- 1- 5-7 10-m 10-m 10-/2 3-m 8- 1- 5-7 10-m 10-m 10-/2 3-m 8- 1- 5-7 10-m 10-m 10-/2 3-m 8-
17,Take It Easy,0,2-m7/0 7-7sus4/0 0- 2-m7/0 7-7sus4/0 0- 0- 7- 5- 0- 7- 5- 0- 9-m 5- 0- 2-m 5- 9-m 5- 0- 5- 0- 2-m 5- 0- 0- 7- 5- 0- 7- 5- 0- 9-m 7- 5- 0- 2-m 5- 9-m 5- 0- 5- 0- 2-m 5- 0- 0- 0- 0- 7- 5- 0- 7- 5- 0- 9-m 7- 5- 0- 2-m 5- 9-m 9-m 7- 0- 7- 2-m 0- 7- 5- 0- 9-m 5- 0- 2-m 5- 9-m 5- 0- 5- 0- 2-m 5- 0- 5- 0- 5- 0- 5- 0- 0-7 5- 0- 0-7 5-
18,Sweet Home Alabama,0,7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 10- 5- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 10- 5- 7- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 10- 5- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0- 7- 5-add9 0-
19,Heart Of Gold,1,0-m7 10- 0-m 0-m 8- 10- 3- 0-m 8- 10- 3- 0-m 8- 10- 3- 0-m7 10- 0-m 0-m 8- 10- 3- 0-m 8- 10- 3- 0-m 8- 10- 3- 0-m 3- 8- 3- 0-m 3- 8- 3- 0-m 8- 10- 3- 0-m 8- 10- 3- 0-m 8- 10- 3- 0-m7 10- 0-m 0-m 8- 10- 3- 0-m 8- 10- 3- 0-m 8- 10- 3- 0-m 3- 8- 3- 0-m 3- 8- 3- 0-m 8- 10- 3- 0-m 8- 10- 3- 0-m 8- 10- 3- 0-m7 10- 0-m 0-m7 10- 0-m 0-m7 10- 0-m 0-m 3- 8- 3-
20,How Deep Is Your Love,0,0- 0-maj7 5-maj7 5-/7 0- 0-maj7 5-maj7 5-/7 0- 4-m7 2-m7 9-7 2-m7 4-7 5-/7 0- 4-m7 9-m7 2-m7 5-/7 5-maj7 4-m7 2-m7 10-9 4-m7 5-/7 0- 0-maj7 5-maj7 5-m6 0- 7-m/10 9-7 2-m7 5-m6 0- 4-m7 2-m7 9-7 2-m7 4-7 5-/7 0- 4-m7 9-m7 2-m7 5-/7 5-maj7 4-m7 2-m7 10-9 4-m7 5-/7 0- 0-maj7 5-maj7 5-m6 0- 7-m/10 9-7 2-m7 5-m6 0- 0- 4-m7 2-m7 9-7 2-m7 4-7 5-/7 0- 4-m7 9-m7 2-m7 5-/7 5-maj7 4-m7 2-m7 10-9 4-m7 5-/7 0- 0-maj7 5-maj7 5-m6 0- 7-m/10 9-7 2-m7 5-m6 0- 0- 4-m7 5-/7 0- 0-maj7 5-maj7 5-m6 0- 7-m/10 9-7 2-m7 5-m6 0- 5-/7 0- 0-maj7 5-maj7 5-m6 0- 7-m/10 9-7 2-m7 5-m6 0-
21,Piano Man,0,0- 7- 5- 0- 5- 0- 2-7 7- 0- 7- 5- 0- 5- 7- 0- 7- 0- 7- 5- 0- 5- 0- 2-7 7- 0- 7- 5- 0- 5- 7- 0- 7- 0- 7- 5- 0- 5- 0- 2-7 7- 0- 7- 5- 0- 5- 7- 0- 9-m 2-7 9-m 2-7 7- 5- 0- 7-7 0- 7- 5- 0- 5- 0- 2-7 7- 0- 7- 5- 0- 5- 7- 0- 7- 0- 7- 5- 0- 5- 0- 2-7 7- 0- 7- 5- 0- 5- 7- 0- 7- 0- 7- 5- 0- 5- 0- 2-7 7- 0- 7- 5- 0- 5- 7- 0- 9-m 2-7 9-m 2-7 7- 5- 0- 7-7 0- 7- 5- 0- 5- 0- 2-7 7- 0- 7- 5- 0- 5- 7- 0- 7- 0- 7- 5- 0- 5- 0- 2-7 7- 0- 7- 5- 0- 5- 7- 0- 7- 0- 7- 5- 0- 5- 0- 2-7 7- 0- 7- 5- 0- 5- 7- 0- 7- 0- 7- 5- 0- 5- 0- 2-7 7- 0- 7- 5- 0- 5- 7- 0- 7- 0- 7- 5- 0- 5- 0- 2-7 7- 0- 7- 5- 0- 5- 7- 0- 7- 9-m 2-7 9-m 2-7 7- 5- 0- 7-7 0- 7- 5- 0- 5- 0- 2-7 7- 0- 7- 5- 0- 5- 7- 0-
22,Rocket Man,1,0-m7 5-9 0-m7 5-9 8- 3-/7 5-m 5-m/3 10-/2 10- 0-m7 5-9 0-m7 5-9 8- 3-/7 5-m 5-m/3 10-/2 10-/5 10- 8- 3- 8- 3- 8- 3-/7 5-9 8- 3- 8- 3- 8- 3- 8- 3-/7 5-9 8- 3- 8- 0-m7 5-9 0-m7 5-9 8- 3-/7 5-m 5-m/3 10-/2 10-/5 10- 0-m7 5-9 0-m7 5-9 8- 3- 5-m 5-m/3 10-/2 10-/5 10- 3- 8- 3- 8- 3-/7 5-9 8- 3- 8- 3- 8- 3- 8- 3-/7 5-9 8- 3- 8- 3- 8- 3-
23,Wonderful Tonight,0,0- 7-/11 5- 7- 0- 7-/11 9-m 5- 7- 0- 7-/11 5- 7- 0- 7-/11 5- 7- 5- 7- 0- 7-/11 9-m 5- 7- 0- 0- 7-/11 5- 7- 0- 7-/11 5- 7- 0- 7-/11 5- 7- 5- 7- 0- 7-/11 9-m 5- 7- 0- 5- 7- 0- 7-/11 9-m 5- 7- 5- 7- 0- 0- 7-/11 5- 7- 0- 7-/11 5- 7- 0- 7-/11 5- 7- 5- 7- 0- 7-/11 9-m 5- 7- 0- 7-/11 9-m 7-/11 9-m 5- 7- 0- 0- 7-/11 5- 7- 0-
24,Goodbye Yellow Brick Road,0,8- 10- 0- 7- 9-m 0- 5- 7- 0- 7-/11 9-m 9-m/7 5- 5-/7 7- 0- 0- 2-m 7- 0- 5- 10- 7- 0- 0- 2-m 7- 0- 5- 10- 7- 0- 0- 8- 10- 3- 8- 5-m 7-7 0- 4-7 5- 0- 9-7 2-m 7- 0- 9-m 4- 5- 8- 8- 10- 0- 7-/11 9-m 9-m/7 5- 5-/7 7- 8- 10- 3- 8- 5-m 7- 0- 2-m 7- 0- 5- 10- 7- 0- 0- 2-m 7- 0- 5- 10- 7- 0- 0- 8- 10- 3- 8- 5-m 7-7 0- 4-7 5- 0- 9-7 2-m 7- 0- 9-m 4- 5- 8- 8- 10- 0- 7-/11 9-m 9-m/7 5- 5-/7 7- 8- 10- 3- 8- 5-m 7- 0-
25,Dream On,1,0-m 0-m7 0-m6 5-m6 0-m 7-7 0-m 0-m 0-m7 0-m6 5-m6 0-m 0-m7 0-m6 5-m6 0-m 0-m7 0-m6 5-m6 0-m 0-m7 0-m6 5-m6 0-m6 7-7sus4 7-7 0-m6 7-7sus4 7-7 8-maj7 9-7 7-7 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 0-m7 0-m6 5-m6 0-m 7-7 0-m 0-m 0-m7 0-m6 5-m6 0-m 0-m7 0-m6 5-m6 0-m 0-m7 0-m6 5-m6 0-m 0-m7 0-m6 5-m6 0-m 10- 8- 10- 0-m 10- 0-m/9 8-maj7 7-(b9) 7- 0-m 10- 8- 10- 0-m 10- 0-m/9 8-maj7 5-m 7-5 8- 10- 0-m 5-m 7-5 8- 10- 0-m 5-m 7-5 8- 10- 0-m 2-5 3- 5- 7-(b9) 7- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 0-m/9 8-maj7 7-(b9) 7-
26,Redemption Song,0,0- 9-m 9-m7 5- 0-/4 2-m 0- 9-m 5- 0-/4 2-m 0- 9-m 9-m7 5- 0-/4 2-m 0- 9-m 5- 2-m7 7- 0- 5- 7- 0- 5- 7- 9-m 5- 7- 0- 5- 7- 0- 5- 7- 0- 9-m 9-m7 5- 0-/4 2-m 0- 9-m 5- 0-/4 7- 0- 9-m 9-m7 5- 0-/4 2-m 0- 9-m 5- 2-m7 7- 0- 5- 7- 0- 5- 7- 9-m 5- 7- 0- 5- 7- 0- 5- 7- 0- 5- 7- 9-m 5- 7- 9-m 5- 7- 9-m 5- 7- 9-m 5- 7- 0- 9-m 9-m7 5- 0-/4 2-m 0- 9-m 5- 0-/4 7- 0- 9-m 9-m7 5- 0-/4 2-m 0- 9-m 5- 2-m7 7- 0- 5- 7- 0- 5- 7- 9-m 5- 7- 0- 5- 7- 9-m 5- 7- 9-m 5- 7- 0- 5- 7- 0-
27,Dust In The Wind,0,0- 0-maj7 0-add9 0- 9-sus2 9-sus4 9-m 9-sus2 0-add9 0- 0-maj7 0-add9 9-m 9-sus2 9-sus4 9-m 0- 7-/11 9-m 7- 2-m7 9-m 0- 7-/11 9-m 7- 2-m7 9-m 2- 7- 9-m 2- 7- 9-m 0- 7-/11 9-m 7- 2-m7 9-m 0- 7-/11 9-m 7- 2-m7 9-m 2- 7- 9-m 2- 7- 9-m 0- 0-maj7 0-add9 0- 9-sus2 9-sus4 9-m 9-sus2 0-add9 0- 0-maj7 0-add9 9-m 9-sus2 9-sus4 9-m 0- 7-/11 9-m 7- 2-m7 9-m 0- 7-/11 9-m 7- 2-m7 9-m 2- 7- 9-m 2- 7- 9-m 2- 7- 9-m 2- 7- 9-m
28,Stairway To Heaven,1,0-m 7-+ 3- 5- 8- 10- 0-m 0-m 7-+ 3- 5- 8- 10- 0-m 0-m 7-+ 3- 5- 8- 10- 0-m 3- 5- 8- 0-m 3- 10- 5- 0-m 7-+ 3- 5- 8- 10- 0-m 0-m 7-+ 3- 5- 8- 10- 0-m 0-m 7-+ 3- 5- 8- 10- 0-m 5- 0-m 7-m 5- 3- 5- 5- 5-sus4 5- 0-m 7-m 5- 3- 5- 3- 10- 0-m 3- 10- 8- 0-m 3- 10- 0-m 3- 10- 8- 0-m 3- 10- 0-m 5- 0-m 7-m 5- 3- 5- 5- 5-sus4 5- 0-m 7-m 5- 3- 5- 3- 10- 0-m 3- 10- 8- 0-m 3- 10- 0-m 3- 10- 8- 0-m 3- 10- 0-m 0-m 5- 0-m 7-m 5- 3- 5- 0-m 5- 0-m 7-m 5- 3- 5- 3- 10- 0-m 10- 3- 10- 0-m 3- 10- 0-m 10- 3- 10- 0-m 5- 0-m 7-m 5- 3- 5- 3- 10- 0-m 10- 3- 10- 0-m 3- 10- 0-m 10- 3- 10- 0-m 3- 10- 0-m 5- 5-sus2 5- 5-sus4 5- 5-sus2 5- 5-sus4 3- 3-add9 3- 3-add9 3- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 8- 10- 0-m
29,A Horse With No Name,1,0-m 0-m 10-6/9 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m 10-6/9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9 0-m9 10-maj9
30,Love Of My Life,0,0- 9-m 2-m 7- 0- 9-m 5- 0- 2- 7- 4-m 9-m 2- 2-7 7- 7-7 0- 9-m 4-m 5- 0- 5- 0- 9-m 2-m 7- 0- 7- 4-m 9-m 2- 2-7 7- 7-7 0- 9-m 4-m 5- 0- 5- 0- 9-m 2-m 7- 0- 9-m 4-m 5- 0- 4- 9-m 4-m 9- 10-dim 9- 2-m 7- 0- 9-m 4-m 5- 0- 5- 0- 9-m 2-m 7- 0- 9-m 4-m 2-m 5-m 0-
31,Three Little Birds,0,0- 0- 5- 0- 0- 5- 0- 0- 7- 0- 5- 0- 7- 5- 0- 0- 5- 0- 0- 5- 0- 0- 7- 0- 5- 0- 7- 5- 0- 0- 5- 0- 0- 5- 0- 0- 7- 0- 5- 0- 7- 5- 0- 0- 5- 0- 0- 5- 0- 0- 5- 0-
