,0,1,2
225,Friends Will Be Friends,0,0- 4-7 9-m 0-7 5- 10- 5- 0- 7-/11 9-m 4-m 0- 5- 2-m7 7- 5-/7 0-/7 7- 0- 4- 9-m 0-7 2-m 2-m7 7- 5- 2-/6 0-/7 9-m7 7- 4-/8 9-m 8-+5 0-/7 2-/6 5- 7- 0- 4-7 0- 4-7 9-m 0-7 5- 10- 5- 0- 7-/11 9-m 4-m 0- 5- 2-m7 7- 5-/7 0-/7 7- 0- 4- 9-m 0-7 2-m 2-m7 7- 5- 2-/6 0-/7 9-m7 7- 4-/8 9-m 8-+5 0-/7 2-/6 7- 2-m 2-m7 7- 5- 2-/6 0-/7 9-m7 7- 4-/8 9-m 8-+5 0-/7 2-/6 7- 5- 2-/6 0-/7 9-m7 7- 4-/8 9-m 8-+5 0-/7 2-/6 7-
226,Amarillo By Morning,0,0- 4-m 5- 7- 0- 4-m 5- 7- 0- 4-m 5- 0- 4-m 5- 7-7 5- 7-7 0- 4-m 5- 0- 7-7 5- 7-7 0- 0- 4-m 5- 7- 0- 4-m 5- 0- 4-m 5- 7-7 5- 7-7 0- 4-m 5- 0- 7-7 5- 7-7 0- 0- 4-m 5- 4-m 6-m 2- 6-m 7- 2- 6-m 7- 9- 7- 9- 2- 6-m 7- 2- 9- 7- 9- 2- 2- 9- 7- 9- 2-
227,Dancing In The Dark,0,0- 0- 5- 2-m 5- 2-m 9-m 0- 9-m 7- 7- 5- 2-m 5- 2-m 0- 0- 0- 5- 2-m 5- 2-m 0- 0- 9-m 0- 9-m 7- 5- 2-m 5- 2-m 0- 0- 9-m 0- 5- 7- 9-m 9-m 0- 5- 7- 0- 5- 2-m 5- 2-m 0- 9-m 0- 9-m 7- 5- 2-m 5- 2-m 7- 7- 5- 2-m 5- 2-m 7- 0- 0- 0-
228,White Wedding,0,0- 7-5 7-5 7-m 0- 10- 7-m 7-m 10-5 0- 7- 7- 7- 5- 0- 7- 5- 0- 7- 5- 7- 5-5 0-5 7-5 0-5 10-5 7-5 0-5 10- 7- 7- 5- 0- 7- 5- 0- 7- 5- 7- 5-5 0-5 7-5 0-5 10-5 7-5 0-5 10-5 7-5 7- 7-m 0- 10- 7-m 10-5 0- 7-m 7-m 5-5 0-5 7- 5- 0- 7- 5- 0- 7- 5- 7- 5-5 0-5 7-5 0-5 10-5 7-5 0-5 10-5 7-5 7- 7- 7-m 7- 7-m 7- 7-m 7-m 0-5 10-5 7-5 10-5 0-5 7-5 5-5 0-5 7-5 0-5 10-5 7-5 0-5 10-5 7-5 7- 5-5 0-5 7-5 0-5 10-5 7-5 0-5 10-5 7-5 7-
229,The Killing Moon,0,4-m 4-m/2 0- 4-m 4-m/2 0- 9-m 5- 9-m 5- 9-m 5- 9-m 5- 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 9-m 5- 9-m 5- 9-m 5- 9-m 5- 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 4-m 2- 0- 9-m 4-m 2- 0- 9-m 4-m 2- 0- 9-m 4-m 2- 0- 7- 9-m 5- 9-m 5- 9-m 5- 9-m 5- 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m 0- 5-m
230,In The Air Tonight,1,0-m 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m 10- 8- 10- 0-m
231,Song Of The South,0,2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7-
232,Mistletoe And Wine,0,2- 9- 9-sus4 9- 9-7 2- 2- 11-m 9- 7- 2- 4- 4-7 9- 9-7 2- 2- 2- 9- 9- 9- 9-7 2- 2- 11-m 9- 7- 2- 4- 4-7 9- 9-7 2- 2- 2- 9- 9- 9- 9-7 2- 2- 2- 2- 9- 9- 9- 9-7 2- 2- 2- 2- 9- 7- 2- 4- 4-7 9- 9-7 2- 2- 2- 9- 9- 9- 9-7 2- 2- 2- 2- 9- 9- 9- 9-7 2- 2- 2- 2- 9- 9- 9- 9-7 2-
233,Niets Is Cooler Dan Kerstmis,0,0- 0- 5- 0-/4 2-m 10- 5- 7-m 10- 0- 2-m 0-/4 5- 7-m 2-m 10- 10- 0- 0-/4 5- 5- 2-m 10- 5- 0- 5- 2-m 10- 5- 0- 7-m 10- 2-m 0-/10 0- 5- 0-/4 2-m 10- 5- 7-m 10- 0- 2-m 0-/4 5- 7-m 2-m 10- 10- 0- 0-/4 5- 10- 2-m 7-m 10- 2-m 0-m 5-7 10- 5-/9 7-m 0- 5- 0-/4 2-m 10- 9-m 7-m 1- 6- 1- 3-m 11- 6- 8-m 11- 1- 3-m 1- 6- 8-m 3-m 11- 11- 1- 1-m 6- 1- 6- 1- 3-m 11- 10-m 8-m 11- 1- 3-m 1- 6- 8-m 3-m 11- 11- 1- 1-m 6- 11- 1- 1-m 6- 11- 1- 1-m 6-
234,Santa Claus Is Coming To Town,0,5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5-7 10- 5-7 10- 7-7 0- 7-7 0- 5- 10- 5- 10- 5- 10- 5- 5- 10- 5- 5- 0-7 5- 5- 0-7 5- 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5-7 10- 5-7 10- 7-7 0- 7-7 0- 5- 10- 5- 10- 5- 10- 5- 5- 10- 5- 5- 0-7 5- 5- 0-7 5- 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 7-m 5- 10- 5- 5- 10- 5- 5- 10- 5- 5- 10- 5- 5- 10- 5- 5- 10- 5- 5- 10- 5- 5- 10- 5- 5- 10- 5- 5- 10- 5- 5- 10- 5- 5- 10- 5- 5- 10- 5- 5- 10- 5-
235,Lambada,1,0-m 8- 10- 3- 5-m 5-m 10- 0-m 0-m 8- 10- 3- 0-m 8- 10- 3- 5-m 10- 0-m 5-m 10- 0-m 0-m 8- 10- 3- 0-m 8- 10- 3- 5-m 10- 0-m 5-m 10- 0-m 0-m 3- 5-m 5-m 10- 0-m 0-m 8- 10- 3- 0-m 8- 10- 3- 5-m 10- 0-m 5-m 10- 0-m
236,Bad,0,0-sus4 0- 5-sus2 5- 10-sus2 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0- 5- 0- 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 10-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 5-sus2 5- 0-sus4 0- 5-sus2 5- 0-sus4 0- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0- 5- 0- 5- 0- 5- 0- 5- 10-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5- 0-sus4 0- 0-sus4 0- 5-sus2 5- 5-sus2 5-
237,Dont Walk Away,0,0- 0-maj7/4 0-/4 5- 5-/7 0- 0-maj7/4 0-/4 5- 5-/7 0- 4-m 2-m 7-6 7-aug 0- 4-m 2-dim 7-6 7-aug 5- 0-/4 2-m 7- 0- 0- 0-/4 5- 5-/7 0- 0- 0-/4 5- 5-/7 0- 0- 0-/4 5- 7- 0- 9-m 5- 7- 0- 9-m 5- 7- 5-m 0- 0- 4-m 2-m 7-6 7-aug 0- 4-m 2-dim 7-6 7-aug 5- 0-/4 2-m 7- 0- 0- 0-/4 5- 5-/7 0- 0- 0-/4 5- 5-/7 0- 0- 0-/4 5- 7- 0- 9-m 5- 7- 0- 9-m 5- 7- 0- 0-/4 5- 7- 0- 9-m 5- 7- 0- 9-m 5- 7- 0- 9-m 5- 7- 0- 9-m 5- 7-
238,The Living Years,0,0- 11-m 2-m 7- 0- 0- 5- 0- 5- 10- 2-m 7-7 0- 0- 5- 0- 5- 10- 2-m 7-7 0- 0- 5- 2-m 7- 0- 0- 5- 2-m 7- 0- 0- 5- 0- 5- 10- 2-m 7-7 0- 0- 5- 2-m 7- 0- 0- 5- 2-m 7- 0- 0- 5- 0- 5- 10- 2-m 7-7 0- 0- 5- 2-m 7- 0- 0- 5- 2-m 7- 0- 0- 5- 0- 5-
239,One Step Up,0,0- 7- 9-m 7- 0- 0- 7- 9-m 7- 0- 7- 9-m 7- 0- 0- 2-7sus4 0- 7- 9-m 7- 0- 7- 9-m 7- 0- 7- 9-m 7- 0- 0- 2-7sus4 0- 7- 9-m 7- 0- 7- 9-m 7- 0- 7- 9-m 7- 0- 0- 2-7sus4 0- 7- 9-m 7- 0- 7- 9-m 7- 0- 7- 9-m 7- 0- 0- 2-7sus4 0- 7- 9-m 7- 0- 7- 9-m 7-
240,Nothing Compares 2 U,0,0- 7- 9-m 10- 5- 0- 7- 9-m 0- 7- 0- 7- 9-m 0- 7- 0- 7- 9-m 0- 7- 0- 7- 9-m 4- 10- 5- 10- 5- 7- 0- 7- 9-m 0- 7- 0- 7- 9-m 5- 0- 7- 9-m 0- 7- 0- 7- 9-m 4- 4- 10- 5- 9-m 7- 0- 7- 9-m 0- 7- 0- 7- 9-m 0- 7- 0- 7- 9-m 0- 7- 0- 7- 9-m 4- 10- 5- 9-m 7- 10- 5- 9-m 7- 10- 5- 9-m 7-
241,The Fireman,0,0- 7- 0- 0- 0- 5- 0- 0- 0- 7- 0- 0- 5- 5- 0- 7- 0- 0- 7- 0- 0- 0- 7- 0- 0- 5- 5- 0- 7- 0- 0- 5- 0- 0- 0- 7- 0- 0- 5- 5- 0- 7- 0- 0- 5- 0- 0- 0- 0- 7- 0- 0- 5- 5- 0- 7- 0- 0- 7- 0- 0- 7- 0- 0- 5- 0- 7- 0- 0- 5- 0- 0- 0- 7- 0- 0- 5- 5- 0- 7- 0- 5- 7- 0-
242,Gouge Away,0,0-m 3- 8- 0-m 8- 0-m 0-m 3- 8- 0-m 8- 0-m 3- 8- 0-m 8- 0-m 3- 8- 0-m 8- 0-m 3- 8- 0-m 8- 0-m 0-m 3- 8- 0-m 8- 0-m 0-m 3- 8- 0-m 8- 0-m 3- 8- 0-m 8- 0-m 3- 8- 0-m 8- 0-m 3- 8- 0-m 8- 0-m 0-m 3- 8- 0-m 8- 0-m 0-m 3- 8- 0-m 8- 0-m 3- 8- 0-m 8- 0-m 3- 8- 0-m 8- 0-m 3- 8- 0-m 8- 0-m 0-m 3- 8- 0-m 8- 0-m
243,Eye Of The Tiger,1,0-m 0-m 10- 0-m 0-m 10- 0-m 0-m 10- 8- 0-m 0-m 8- 10- 0-m 0-m 8- 10- 0-m 0-m 8- 10- 0-m 0-m 8- 10- 0-m 10- 0-m 5-m 3- 10- 5-m 3- 10- 5-m 3- 10- 8- 5-m 0-m 0-m 8- 10- 0-m 0-m 8- 10- 0-m 10- 0-m 5-m 3- 10- 5-m 3- 10- 5-m 3- 10- 8- 5-m 0-m 0-m 8- 10- 0-m 0-m 8- 10- 0-m 10- 0-m 5-m 3- 10- 5-m 3- 10- 5-m 3- 10- 8- 5-m 0-m 0-m 0-m 10- 0-m 0-m 10- 0-m 0-m 10- 8- 0-m 0-m 10- 0-m 0-m 10- 0-m 0-m 10- 8- 0-m 0-m 10- 0-m 0-m 10- 0-m 0-m 10- 8- 0-m 0-m 10- 0-m 0-m 10- 0-m 0-m 10- 8-
244,Papa Dont Preach,0,7-/9 5-maj7/9 7-sus4 2-m9 4-7sus4 9-m 7-/9 5-maj7/9 7-/9 9-m 7-/9 5-maj7/9 7-/9 5- 7- 5- 7- 5- 7- 9-m 5- 7- 9-m 7- 5-maj7 7-sus4 7- 4-m7 9-m 7- 5-maj7 7-sus4 7- 4-m7 2-m9 2-m7 9-m 7- 5- 9-m 7- 5- 9-m 7-/9 5-maj7/9 7-/9 5- 7- 5- 7- 5- 7- 9-m 5- 7- 9-m 7-/9 5-maj7/9 7-/9 5- 7- 5- 7- 5- 7- 5-maj7 4-7sus4 4-7 9-m 7- 5-maj7 9-m 7- 5-maj7
245,Why Not Me,0,0- 0- 0- 0- 0- 0- 0- 0- 0- 10- 5- 0- 0- 10- 5- 0- 7- 5- 0- 7- 5- 0- 0- 0- 0- 0- 0- 10- 5- 0- 0- 10- 5- 0- 7- 5- 0- 7- 5- 0- 0- 0- 0- 0- 10- 5- 0- 0- 0- 10- 5- 0- 0- 10- 5- 0- 10- 5- 0- 10- 5- 0-
246,I Got You,0,0-m 8- 7- 5- 0-m 8- 7- 5- 0-m 8- 7- 5- 0-m 8- 7- 5- 5- 7- 2-m 9-m 0- 5- 7- 2-m 9-m 7- 0-m 8- 7- 5- 0-m 8- 7- 5- 0-m 8- 7- 5- 0-m 8- 7- 5- 5- 7- 2-m 9-m 0- 5- 7- 2-m 9-m 7- 5- 7- 2-m 9-m 0- 5- 7- 2-m 9-m 7- 5- 7- 0- 5- 7- 0- 5- 7- 0- 3- 5- 0-m 8- 7- 5- 0-m 8- 7- 5- 0-m 8- 7- 5- 0-m 8- 7- 5- 5- 7- 2-m 9-m 0- 5- 7- 2-m 9-m 7- 5- 7- 2-m 9-m 0- 5- 7- 2-m 9-m 7- 5- 7- 2-m 9-m 0- 5- 7- 2-m 9-m 7-
247,Yakap Sa Dilim,0,0- 9-m 2-m 7-sus 0- 9-m 2-m 0- 9-m 2-m 7-sus 0- 9-m 2-m 7-sus 4-m 9-m 8-M7 7-sus 0- 9-m 2-m 7-sus 0- 9-m 2-m 7-sus 4-m 9-m 8-M7 7-sus 5-sus 5-7 5-sus 5-7 5-sus 5-7 5-sus 5-7 10-m 3-7 10-m 3-7 8-M7 7-sus 0- 9-m 2-m 7-sus 4-m 9-m 8-M7 7-sus 8-7 1- 10-m 3-m 8-sus 1- 10-m 3-m 8-sus 5-m 10-m 9-M7 8-sus 1-
248,Weihnachten In Familie,0,0- 5- 7- 0- 4-m 5- 7- 0- 4-m 9-m 7- 0- 4-m 5- 7- 0- 9-m 5- 7- 0- 9-m 4- 9-m 2- 7- 0- 4-m 5- 7- 0- 9-m 5- 7- 0- 0- 4-m 5- 7- 0- 4-m 9-m 7- 0- 4-m 5- 0- 7- 0- 9-m 7-sus4 7-7 0- 9-m 4- 9-m 2- 7- 0- 4-m 5- 7- 0- 9-m 5- 7- 0- 0- 5- 7- 0- 4-m 5- 7- 0- 4-m 9-m 7- 0- 4-m 5- 7- 0- 9-m 5- 7- 0- 9-m 4- 9-m 2- 7- 0- 4-m 5- 7- 0- 9-m 7-sus4 7-7 0- 0- 9-m 7-sus4 7-7 0-
249,Messages From The Stars,1,7-5 8-7/7 7-7sus2 7-aug 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 5-m9 0-m9 5-m9 0-m9 5-m9 0-m9 8-m9 7-5 8-7/7 7-7sus2 7-aug 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 5-m9 0-m9 5-m9 0-m9 5-m9 0-m9 8-m9 7-5 8-7/7 7-7sus2 7-aug 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 5-m9 0-m9 8-m9 7-5 8-7/7 7-7sus2 7-aug 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 5-m9 0-m9 8-m9 7-5 8-7/7 7-7sus2 7-aug 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13) 0-m9 2-m9 7-7(b13)
250,Dear God,1,0-m 1- 5-m 8-maj7 7-7 10-7 0-m/10 3-/2 0-7 5-9/9 3-/0 5-sus2/1 3- 3-/10 5-sus2/3 3-/11 7-m7 5-sus2/8 5-7sus2 7-m6 5-sus2/10 5- 3-/7 5-sus2/7 5-/3 3-dim 0-m 8-maj7 0-m/10 5-9/9 0-m 8-maj7 0-m/10 5-9/9 3- 3-/11 5-7sus2 5-9/9 3- 3-/11 5-7sus2 5-9/9 5- 5-/3 1- 7-7 0-m 8-maj7 0-m/10 5-9/9 0-m 8-maj7 0-m/10 5-9/9 0-m 8-maj7 0-m/10 5-9/9 3- 3-/11 5-7sus2 5-9/9 3- 3-/11 5-7sus2 5-9/9 5- 5-/3 1- 7-7 0-m 8-maj7 0-m/10 5-9/9 0-m 8-maj7 0-m/10 5-9/9 8-maj7 3- 3- 3-/2 3-/0 3-/10 3- 3- 3-/2 3-/0 3-/10 8-maj7 7-m7 7-m6 3-/7 3-dim 7-7 0-m 8-maj7 0-m/10 5-9/9 0-m 8-maj7 0-m/10 5-9/9 3- 3-/11 5-7sus2 5-9/9 3- 3-/11 5-7sus2 5-9/9 5- 5-/3 1- 7-7 0-m 8-maj7 0-m/10 5-9/9 3- 3-/11 5-7sus2 5-9/9 3- 3-/11 5-7sus2 5-9/9 5- 5-/3 1- 7-7 0-m 8-maj7 0-m/10 5-9/9 0-m 8-maj7 0-m/10 5-9/9 0-m 8-maj7 0-m/10 5-m 1- 5-m 1- 10-7 1- 5-m 1- 10-7 1- 5-m 1- 10-7 0-7 5-sus2 5-sus2/1 5-sus2/3 5-sus2/8 5-sus2/10 5-sus2/7 5-
251,Tisina,1,0-m 3- 10- 0-m 3- 10- 0-m 3- 10- 0-m 3- 10- 0-m 3- 10- 0-m 3- 10- 0-m 3- 10- 0-m 3- 10- 0-m 3- 10- 0-m 3- 10- 0-m 3- 10- 0-m 3- 10-
252,Handle With Care,0,7- 7-/5 0-/4 0- 7- 7-/5 0-/4 0- 7- 7-/5 0-/4 0- 7- 7-/5 0-/4 0- 5- 0- 9-m 5- 7- 0- 7- 7-/5 0-/4 0- 7- 7-/5 0-/4 0- 5- 0- 9-m 5- 7- 0- 0-aug 5- 7- 0- 0-aug 5- 7- 0- 0-aug 5- 7- 0- 5- 0- 5- 7- 7- 7-/5 0-/4 0- 7- 7-/5 0-/4 0- 5- 0- 9-m 5- 7- 0- 7- 7-/5 0-/4 0- 7- 7-/5 0-/4 0- 7- 7-/5 0-/4 0- 7- 7-/5 0-/4 0- 5- 0- 9-m 5- 7- 0- 0-aug 5- 7- 0- 0-aug 5- 7- 0- 0-aug 5- 7- 0- 5- 0- 5- 7- 7- 7-/5 0-/4 0- 7- 7-/5 0-/4 0- 5- 0- 9-m 5- 7- 0- 7- 7-/5 0-/4 0- 7- 7-/5 0-/4 0- 5- 0- 9-m 5- 7- 0- 7- 7-/5 0-/4 0- 7- 7-/5 0-/4 0- 5- 0- 9-m 5- 7- 0-
253,Free Fallin,0,0- 0-5 5-sus2 5-5 7-sus4 7-5 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0-5 5-5 0-5 7-5 0-5 5-5 0-5 7-5 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0- 5-sus2 5-sus2 0- 7-sus4 0-
254,Why Cant This Be Love,0,0- 9-m 5- 7- 0- 9-m 2-7 9-m 5- 7- 4- 2-m 9-m 5- 7- 4- 10- 5- 3- 5- 7- 0- 9-m 5- 7- 0- 9-m 5- 7- 0- 9-m 2- 9-m 5- 7- 4- 2-m 9-m 5- 7- 4- 10- 5- 3- 5- 7- 0- 9-m 5- 7- 0- 9-m 5- 7- 0- 9-m 0- 9-m 5- 7- 0- 9-m 5- 7- 0- 5- 7- 0- 5- 7- 0- 5- 7- 0- 9-m 5- 7- 0-
255,In Your Letter,0,0- 9-m 5- 7- 0- 0- 9-m 9-m 5- 5- 7- 7- 0- 0- 9-m 9-m 5- 5- 7- 0- 7- 5- 0- 0- 7- 9-m 5- 7- 0- 7- 5- 0- 0- 7- 9-m 5- 7- 7- 0- 0- 9-m 5- 7- 0- 9-m 5- 7- 0- 7- 5- 0- 0- 7- 9-m 5- 7- 0- 7- 7- 0- 0- 7- 9-m 5- 7- 0- 0- 9-m 9-m 5- 5- 7- 7- 0- 0- 9-m 9-m 5- 5- 7- 0- 9-m 5- 7- 0- 9-m 5- 7-
256,Panama,0,1- 1-sus4 8- 1- 1- 8- 11- 11-sus4 6- 1- 1-sus4 8- 1- 1- 8- 11- 11-sus4 6- 10-m 8- 8-sus4 8- 6- 10-m 8- 8-sus4 8- 6- 8- 1- 6- 11- 6- 11- 6- 6- 4- 1- 6- 11- 6- 11- 6- 6- 4- 1- 6- 11- 6- 11- 6- 6- 4- 1- 6- 11- 6- 11- 6- 6- 4- 11- 1- 1- 6- 11- 11- 1- 6-sus2 3- 10-m 11- 11- 1- 1- 6- 11- 11- 1- 6-sus2 3- 10-m 11- 6- 11- 8-m 11- 8-m 11- 8-m 11- 8-m 11- 8-m 11- 1- 2- 4- 4- 5- 6- 6- 11-
257,Livin On A Prayer,1,0-m 0-m 0-m 8-add9 10- 0-m 0-m 0-m 8-add9 10- 0-m 8- 10- 0-m 8- 10- 0-m 8- 10- 0-m 8- 10- 0-m 8- 10- 3- 8-add9 10- 0-m 8- 10- 3- 8-add9 10- 0-m 0-m 0-m 0-m 8-add9 10- 0-m 0-m 0-m 0-m 8-add9 10- 0-m 8- 10- 0-m 8- 10- 0-m 8- 10- 0-m 8- 10- 0-m 8- 10- 3- 8-add9 10- 0-m 8- 10- 3- 10- 8-add9 0-m 0-m 8-add9 10- 0-m 0-m 8- 10- 0-m 8- 10- 0-m 8- 10- 0-m 8- 10- 3- 8-add9 10- 0-m 8- 10- 3- 8-add9 10- 8- 10- 8-add9 10- 8- 10- 0-m 0-m 8- 10- 3- 8-add9 10- 0-m 8- 10- 3- 8-add9 10- 0-m 8-add9 0-m
258,Les Mots Bleus,1,0-m 0-m 0-m 10- 10- 3- 3- 2- 2-7 7-m 5- 3- 2- 7-m 5- 3- 2- 2- 0-m 0-m 0-m 10- 10- 3- 3- 2- 2-7 7-m 5- 3- 2- 7-m 5- 3- 2- 2-7 7-m 5- 3- 2- 2-7 7-m 7-m 5- 3- 2- 7-m 5- 3- 2- 7-m 5- 3- 2- 2- 7-m
259,Amarillo By Morning,0,0- 7- 5- 0- 0- 7- 5- 7- 5- 7- 0- 7- 5- 0- 7- 5- 7- 0- 0- 7- 5- 0- 0- 7- 5- 7- 5- 7- 0- 5- 0- 7- 5- 7- 0- 0- 7- 5- 0- 0- 7- 5- 7- 5- 7- 0- 0- 5- 0- 7- 5- 7- 0- 0- 7- 5- 7- 0-
260,The Trooper,1,0-m 10- 0-m 0-m 10- 8- 8- 10- 0-m 0-m 10- 0-m 0-m 10- 0-m 0-m 10- 8- 8- 10- 0-m 0-m 10- 0-m 10- 0-m 10- 0-m 0-m 10- 0-m 0-m 10- 8- 8- 10- 0-m 0-m 10- 0-m 0-m 10- 0-m 0-m 10- 8- 8- 10- 0-m 0-m 10- 0-m 10- 0-m 0-m 10- 0-m 0-m 10- 8- 8- 10- 0-m 0-m 10- 0-m 0-m 10- 0-m 0-m 10- 8- 8- 10- 0-m 0-m 10- 0-m 10- 0-m
