,0,1,2
14,The Scientist,1,0-m7 8- 3- 3-sus2 10-/3 3-6/9 10-/5 10-sus4 10- 3-maj7 3-sus2/2 0-m7 8- 3- 3-sus2 0-m7 8- 3- 3-sus2 0-m7 8- 3- 3-sus2 0-m7 8- 3- 3-sus2 0-m7 8- 3- 3-sus2 8- 3- 3-sus2 8- 3- 10-/3 3-6/9 10-/5 10-sus4 10- 3- 8- 3- 3- 3-maj7 0-m7 8- 3- 3-sus2 0-m7 8- 3- 3-sus2 0-m7 8- 3- 3-sus2 0-m7 8- 3- 3-sus2 0-m7 8- 3- 3-sus2/2 8- 3- 3-sus2 8- 3- 10-/3 3-6/9 10-/5 10-sus4 10- 3- 8- 3- 3- 0-m7 8- 3- 3- 0-m7 8- 3-
15,Valerie,0,0- 2-m 0- 2-m 5- 4-m 5- 4-m 5- 4-m 7- 0- 2-m 0- 2-m 0- 2-m 0- 2-m 0- 2-m 0- 2-m 2-m 5- 4-m 5- 4-m 5- 4-m 7- 0- 2-m 0- 2-m 0- 2-m 0- 2-m 5- 4-m 5- 4-m 5- 4-m 7- 0- 2-m 0- 2-m 0- 2-m 0- 2-m 0-maj7
16,I Will Follow You Into The Dark,1,5-m 8- 1- 8- 3-/7 5-m 8- 3- 5-m 8- 0- 5-m 5-m/3 1- 1-m 8-/3 8-/3 5-m/0 1- 8- 3- 8-/3 5-m/0 1- 8- 3- 5-m 8- 1- 8- 3-/7 5-m 8- 3- 5-m 8- 0- 5-m 5-m/3 1- 1-m 8-/3 8-/3 5-m/0 1- 8- 3- 8-/3 5-m/0 1- 8- 3- 5-m 8- 1- 8- 3-/7 5-m 8- 3- 5-m 8- 0- 5-m 5-m/3 1- 1-m 8-/3 8-/3 5-m/0 1- 8- 3- 8-/3 5-m/0 1- 8- 3- 5-m 1- 5-m 8- 1- 8- 3-/7 5-m 8- 3- 5-m 8- 0- 5-m 5-m/3 1- 1-m 8- 3-/7 5-m 1- 1-m 8-/3
17,505,1,10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m 10-m 0-m
18,Love Story,0,2- 9- 11-m 7- 2- 7- 11-m 7- 2- 7- 11-m 9- 7- 9- 11-m 2- 7- 9- 11-m 7- 9- 2- 9- 11-m 7- 9- 2- 2- 7- 11-m 9- 7- 9- 11-m 2- 7- 9- 11-m 7- 9- 2- 9- 11-m 7- 9- 2- 9- 11-m 7- 9- 2- 9- 11-m 7- 9- 11-m 7- 2- 9- 11-m 7- 2- 9- 2- 9- 11-m 7- 9- 4- 11- 1-m 9- 11- 4- 11- 1-m 9- 4-
19,Do They Know Its Christmas,0,7- 11-m 7- 11-m 7- 7- 11-m 7- 11-m 7- 7- 11-m 7- 11-m 7- 7- 11-m 7- 11-m 7- 0- 2- 7- 0- 2- 7- 0- 2- 7- 0- 9-m 2- 7- 0- 2- 7- 0- 2- 7- 0- 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 2- 7- 0- 2- 7- 0- 2- 7- 0- 9-m 2- 7- 0- 7- 4-m 2- 4-m 2- 4-m 2- 4-m 2- 0- 2- 7- 11-m 7- 11-m 7- 7- 11-m 7- 11-m 7- 7- 11-m 7- 11-m 7- 7- 11-m 7- 11-m 7- 7- 11-m 7- 11-m 7- 7- 11-m 7- 11-m 7- 7- 0- 7- 0- 2- 7- 0- 7- 0- 2- 7- 0- 7- 0- 2- 7- 0- 7- 0- 2- 7- 0- 7- 0- 2- 7- 0- 7- 0- 2- 7- 5- 4-m 2- 7- 5- 4-m 2- 7- 5- 4-m 2-
20,Mad World,1,0-m 5- 0-m 5- 0-m 3- 10- 5- 0-m 3- 10- 5- 0-m 3- 10- 5- 0-m 3- 10- 5- 0-m 5- 0-m 5- 0-m 5- 0-m 5- 0-m 5- 0-m 5- 0-m 3- 10- 5- 0-m 3- 10- 5- 0-m 3- 10- 5- 0-m 3- 10- 5- 0-m 5- 0-m 5- 0-m 5- 0-m 5- 0-m 5- 0-m 5- 0-m 5- 0-m 5-
21,Mr Brightside,0,0- 0-/11 5- 0- 0-/11 5- 0- 0-/11 5- 0- 0-/11 5- 0- 0-/11 5- 9-m 7- 5- 9-m 7- 5- 0- 5- 9-m 7- 0- 5- 9-m 7- 0- 5- 9-m 7- 0- 5-maj7 9-m 7- 0- 5-add9 9-m 7- 0- 5-add9 9-m 7- 0- 0-/11 5- 0- 0-/11 5- 0- 0-/11 5- 0- 0-/11 5- 9-m 7- 5- 9-m 7- 5- 0- 5- 9-m 7- 0- 5- 9-m 7- 0- 5- 9-m 7- 0- 5-maj7 9-m 7- 0- 5-add9 9-m 7- 0- 5-add9 9-m 7- 0- 5- 9-m 7- 0- 5- 9-m 7- 0- 5- 9-m 7- 0- 5- 9-m 7-
22,Chasing Cars,0,0- 7-/11 5- 5-sus2 0- 0- 7-/11 5- 0- 0- 7-/11 5- 0- 0- 7-/11 5-maj7 0- 0- 7-/11 5- 0- 0- 7-/11 5- 0- 0- 7-/11 5-maj7 0- 0- 7-/11 5-maj7 0- 0- 7-/11 5- 0- 0- 7-/11 5- 0- 0- 7-/11 5-maj7 0- 0- 7-/11 5-maj7 0- 0- 7-/11 5-maj7 0- 0- 7-/11 5-maj7 0- 0- 7-/11 5-maj7 0-
23,The Scientist,1,3-m7 6-m7 11- 2- 11-add9 2-add9 1- 4- 1-7 4-7 6-6sus2 3-m7 11- 11-add9 6- 6-sus2 3-m7 11- 11-add9 6- 6-sus2 3-m7 11- 11-add9 6- 6-sus2 3-m7 11- 11-add9 6- 6-sus2 3-m7 11- 11-add9 6- 6-sus2 3-m7 11- 11-add9 6- 6-sus2 11- 11-add9 6- 6-sus2 11- 11-add9 6- 6-addb6 6-6sus2 1- 1-7 6- 6- 11- 11-add9 6- 6- 6-maj7 3-m7 11- 6- 6-sus2 3-m7 11- 11-add9 6- 6-sus2 3-m7 11- 11-add9 6- 6-sus2 3-m7 11- 11-add9 6- 6-sus2 3-m7 11- 11-add9 6- 6-sus2 11- 11-add9 6- 6-sus2 11- 11-add9 6- 6-sus2 1- 1-7 6- 6- 11- 6- 6- 3-m7 11- 6- 6- 3-m7 11- 6- 6-sus2 3-m7 11- 6- 6-sus2 3-m7 11- 6- 6-sus2 3-m7 11- 6- 6-sus2
24,You Belong With Me,0,0- 0- 0- 7- 2-m 5- 0- 7- 2-m 5- 2-m 5- 0- 7- 2-m 5- 7- 0- 7- 2-m 5- 0- 0- 0- 7- 2-m 5- 0- 7- 2-m 5- 2-m 5- 0- 7- 2-m 5- 7- 0- 7- 2-m 5- 0- 7- 2-m 5- 0- 0- 7- 2-m 5- 2-m 5- 0- 7- 2-m 5- 0- 7- 0- 7- 2-m 5- 0- 7- 2-m 5- 0- 7- 2-m 5- 0-
25,If I Aint Got You,0,5-maj7 4-m7 2-m7 0-maj7 2-m7 4-m7 5-maj7 4-m7 3-m7 2-m7 0-maj7 1-maj7 0-maj7 9-m7 2-m7 7-9 1-maj7 0-maj7 1-dim7 2-m7 7-9 0-maj7 2-m7 4-m7 2-m7 0-maj7 2-m7 4-m7 5-maj7 4-m7 2-m7 0-maj7 2-m7 4-m7 2-m7 0-maj7 2-m7 4-m7 5-maj9 4-m7 2-m7 0-maj7 0-maj7 2-m7 6-maj7 5-maj7 4-m7 3-m7 2-m7 0-maj7 1-maj7 0-maj7 9-m7 2-m7 7-9 1-maj7 0-maj7 1-dim7 2-m7 7-9 0-maj7 2-m7 4-m7 2-m7 0-maj7 2-m7 4-m7 5-maj7 4-m7 2-m7 0-maj7 2-m7 4-m7 2-m7 0-maj7 2-m7 4-m7 5-maj9 4-m7 2-m7 0-maj7 0-maj7 2-m7 6-maj7 5-maj9 4-m7 3-m7 2-m7 0-maj7 0-maj7 0-maj7 0-maj7 2-m7 4-m7 5-maj9 4-m7 2-m7 0-maj7 0-maj7 2-m7 4-m7 5-maj9 4-m7 3-m7 2-m7 0-maj7 5-maj7 4-m7 2-m7 0-maj7 2-m7 4-m7 5-maj7 4-m7 3-m7 2-m7 0-maj7 7-
26,Teenage Dirtbag,0,0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 9-m 5- 7- 9-m 5- 7- 0- 5- 7- 9-m 4-m 0- 5- 7- 9-m 4-m 0- 5- 7- 9-m 4-m 0- 5- 7- 9-m 4-m 5- 7- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 9-m 5- 7- 9-m 5- 7- 0- 5- 7- 9-m 4-m 0- 5- 7- 9-m 4-m 0- 5- 7- 9-m 4-m 0- 5- 7- 9-m 4-m 5- 7- 0- 5-sus2 0- 5-sus2 0- 5-sus2 9-m 4-m 5- 7- 0- 5-sus2 0- 5-sus2 0- 5-sus2 9-m 4-m 5- 7- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 0- 7- 0- 5- 9-m 5- 7- 9-m 5- 7- 0- 5- 7- 9-m 4-m 0- 5- 7- 9-m 4-m 0- 5- 7- 9-m 4-m 0- 5- 7- 9-m 4-m 5- 7- 0- 5-sus2 0- 5-sus2 0- 5-sus2 9-m 4-m 5- 7- 0- 5-sus2 0- 5-sus2 0- 5-sus2 9-m 4-m 5- 7- 0- 7-
27,The Scientist,1,0-m7 8- 3- 3-/2 5- 0- 0-m7 8- 3- 3-/2 0-m7 8- 3- 3-/2 0-m7 8- 3- 3-/2 0-m7 8- 3- 3-/2 0-m7 8- 3- 3-/2 8- 3- 3-/2 8- 3- 3-/2 3-6 10- 3- 3- 8- 3- 3- 0-m7 8- 3- 3-/2 0-m7 8- 3- 3- 0-m7 8- 3- 3- 0-m7 8- 3- 3- 3-/2 0-m7 8- 3- 3- 3-/2 8- 3- 3-/2 8- 3- 3-/2 3-6 10- 3- 3- 8- 3- 3- 0-m7 8- 3- 3- 0-m7 8- 3- 3- 0-m7 8- 3- 3- 0-m7 8- 3- 3-/2 0-m7 8- 3-
28,Island In The Sun,1,0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 10- 3- 10- 3- 8- 5-m 10- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 10- 3- 10- 3- 8- 5-m 10- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3-
29,The Only Exception,0,10-add#11 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 5- 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 0- 7-m 5-maj7 10-add#11 5- 0- 10-add#11 5- 0-
30,Numb,1,0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 8- 10- 0-m 3- 8- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 8- 10- 0-m 3- 8- 10- 0-m 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 8- 10- 0-m 10-/2 3- 7-m7 8- 10- 7- 7-sus4 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10-
31,Hey Soul Sister,0,0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 7- 0- 7- 9-m 5- 0- 7- 9-m 5- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 7- 0- 7- 9-m 5- 0- 7- 9-m 5- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 0- 7- 9-m 5- 0- 7- 9-m 5- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 5- 7- 0- 7- 5- 7- 0- 7- 9-m 5- 7- 0- 7- 9-m 5- 7- 0-
32,How To Save A Life,0,3- 10-/2 3- 7-m 3- 10-/2 0-m 10- 10-/2 3- 10-/2 0-m 10- 10-/2 3- 10-/2 0-m 10- 10-/2 3- 10-/2 0-m 10- 10-/2 8- 10- 0-m 3- 10-/2 8- 10- 0-m 3- 10-/2 3- 10- 0-m 10- 3- 10-/2 0-m 10- 10-/2 3- 10-/2 0-m 10- 10-/2 3- 10-/2 0-m 10- 10-/2 3- 10-/2 0-m 10- 10-/2 8- 10- 0-m 3- 10-/2 8- 10- 0-m 3- 10-/2 3- 10- 0-m 10- 3- 10-/2 0-m 10- 10-/2 3- 10-/2 0-m 10- 10-/2 3- 10-/2 0-m 10- 10-/2 3- 10-/2 0-m 10-/2 8- 10- 0-m 3- 10-/2 8- 10- 0-m 3- 10-/2 8- 10- 0-m 3- 10-/2 8- 10- 0-m 3- 10-/2 3- 10- 3- 10-/2 3- 10- 3- 10-/2 8- 10- 0-m 3- 10-/2 8- 10- 0-m 3- 10-/2 8- 10- 0-m 3- 10-/2 8- 10- 0-m 3- 10-/2 3- 10- 3- 10-/2 3- 10- 3- 10-/2 3- 10-/2 3- 7-m 3-
33,Drops Of Jupiter,0,0- 7- 5- 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 7- 2- 5- 0- 7- 2- 2-m 5- 0- 7- 5- 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 7- 2- 5- 0- 7- 2- 2-m 5- 0- 7- 5- 5- 0- 7- 5- 0- 7- 10- 5- 7- 2- 5- 0- 7- 2- 5- 0- 7- 2- 2-m 5- 0- 7- 5- 0- 7- 5- 0- 7- 10- 5-
34,Yellow,0,0- 0-add11 7- 5- 9-m 0- 0-add11 0- 0- 7- 5- 0- 0- 7- 5- 0- 7- 5- 0- 7- 5- 0- 0- 0-7sus4 0- 5- 9-m 7- 5- 9-m 7- 5- 9-m 7- 5- 0- 0- 7- 5- 0- 7- 5- 0- 0- 0-7sus4 0- 5- 9-m 7- 5- 9-m 7- 5- 9-m 7- 5- 0- 0- 7- 5- 0- 7- 5- 0- 7-m 5-
35,This Is The Life,1,0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m 0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m 0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m 8- 3- 7-m 0-m
36,Snuff,1,3-m 10-m 11- 6- 3-m 10-m 11- 6- 3-m 10-m 11- 6- 3-m 10-m 11- 6- 3-m 10-m 11- 6- 3-m 10-m 11- 6- 3-m 10-m 11- 1- 3-m 1- 3-m 1- 3-m 1- 11- 3-m 3-m 10-m 11- 6- 3-m 10-m 11- 6- 3-m 10-m 11- 6- 3-m 10-m 11- 6- 3-m 10-m 11- 6- 3-m 10-m 11- 1- 3-m 1- 3-m 1- 3-m 1- 11- 3-m 3-m 10-m 11- 6- 3-m 10-m 11- 6- 3-m 10-m 11- 6- 3-m 10-m 11- 1- 3-m 1- 3-m 1- 3-m 1- 11- 3-5 5-5 6-5 10-5 11-5 3-m 10-m 11- 6- 3-m
37,Youre Beautiful,0,3- 10- 0-m 8- 3- 10- 0-m 8- 8- 10- 3- 8- 10- 3- 8- 10- 3- 3-/2 0-m 8- 10- 0-m 8- 10- 3- 3- 10- 0-m 8- 3- 10- 0-m 8- 8- 10- 3- 8- 10- 3- 8- 10- 3- 3-/2 0-m 8- 10- 0-m 8- 10- 3- 8- 0-m 8- 0-m 8- 0-m 10- 8- 10- 3- 8- 10- 3- 8- 10- 3- 3-/2 0-m 8- 10- 3- 10- 0-m 8- 10- 0-m 8- 10- 3-
38,Home,1,0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 5-m 3- 10- 5-m 3- 10- 5-m 3- 8- 0-m 10- 5-m 8- 10- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 5-m 3- 10- 5-m 3- 10- 5-m 3- 8- 0-m 10- 5-m 8- 10- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 0-m 3- 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8- 0-m 3- 3-/7 3- 8-
