,0,1
10,Close To You,0-add9 0- 0- 0-add9 11-7 11-m 4-m 0- 0-add9 0- 0-add9 0- 7- 0- 0-add9 11-7 11-m 4-m 0- 0-add9 0- 0-add9 0- 7- 0-6 0- 0-6 0- 0-6 0- 11-m 4- 4-7 0- 0-6 9-m 0-6 2- 0- 0-add9 11-7 11-m 4-m 0- 0-add9 0- 0-add9 0- 7- 1- 1-add9 0-7 0-m 5-m 1- 1-add9 1- 1-add9 1- 8- 1-6 1- 1-6 1- 1-6 1- 0-m 5- 5-7 1- 1-6 10-m 1-6 3- 1- 1-add9 0-7 0-m 5-m 1- 1-add9 1- 1-add9 8-maj7 1- 1-add9 1- 1-add9 1- 8- 1-add9 1- 8- 1-add9 1- 8- 1-add9 1- 8- 1-add9 1- 8-
11,Time,6-m 2-maj7 9-maj7 1-m7 11-m7 5-/11 6-m 9- 4- 6-m 6-m 9- 4- 6-m 2-maj7 9-maj7 2-maj7 9-maj7 2-maj7 1-m7 11-m7 4- 6-m 9- 4- 6-m 2-maj7 9-maj7 2-maj7 9-maj7 2-maj7 1-m7 11-m7 4- 6-m 9- 4- 6-m 6-m 9- 4- 6-m 2-maj7 9-maj7 2-maj7 9-maj7 2-maj7 1-m7 11-m 11-m7 5-/11 4-madd9 9- 4-madd9 9- 4-m7 9- 4-m7 9- 4-m7 9- 4-m7 9- 0-maj7 11-m7 5-maj7 7- 2-7#9 2-7b9 11-m
12,Behind Blue Eyes,4-m 2-sus4 0-add9 4- 7- 9-sus2 11-m 0- 2- 9- 11-sus2 4-sus4 4-sus4 4-m 7- 2- 2-sus4 0-add9 9-sus2 4-m 7- 2- 2-sus4 0-add9 9-sus2 0- 2- 7- 0- 2- 4- 11-sus2 0- 2- 9-sus2 4-m 7- 2- 2-sus4 0-add9 9-sus2 4-m 7- 2- 2-sus4 0-add9 9-sus2 0- 2- 7- 0- 2- 4- 11-sus2 0- 2- 9-sus2 4- 11-sus2 9- 4- 11-sus2 9- 4- 4- 11-m 7- 2- 11-sus2 9- 2- 11-m 9- 4- 11-sus2 9- 4- 11-sus2 9- 4- 4- 11-m 7- 2- 11-sus2 9- 2- 11-m 9- 4- 11-sus2 9- 11-sus2 11-sus2 9- 7- 2- 11-sus2 11-sus2 9- 7- 2- 11-sus2 11-sus2 9- 7- 2- 11-sus2 4-m 7- 2- 2-sus4 0-add9 9-sus2
13,Smoke On The Water,4- 7- 9- 4- 7- 11- 9- 4- 7- 9- 7- 4- 7- 5- 7- 5- 7- 5- 7- 5- 7- 7- 5- 7- 5- 7- 5- 7- 5- 7- 0- 8- 7- 0- 8- 4- 7- 9- 4- 7- 11- 9- 4- 7- 9- 7- 4- 7- 5- 7- 5- 7- 5- 7- 5- 7- 5- 7- 5- 7- 5- 7- 5- 7- 0- 8- 7- 0- 8- 4- 7- 9- 4- 7- 11- 9- 4- 7- 9- 7- 4- 4- 7- 9- 4- 7- 11- 9- 4- 7- 9- 7- 4- 7- 5- 7- 5- 7- 5- 7- 5- 7- 5- 7- 5- 7- 5- 7- 5- 7- 5- 7- 0- 8- 7- 0- 8- 4- 7- 9- 4- 7- 11- 9- 4- 7- 9- 7- 4-
14,Always On My Mind,7- 7- 7- 2-/6 4-m 2- 0- 0- 2- 7- 2-/6 4-m 2- 9- 9- 9-/11 0- 7-/11 0- 7-/11 9-m7 7- 4-m 2- 2-/4 2-/6 7- 7-/9 7-/11 0- 2- 7- 0- 2- 7- 2-/6 4-m 2- 0- 0- 2- 7- 2-/6 4-m 2- 9- 9- 9-/11 0- 7-/11 0- 7-/11 9-m7 7- 4-m 2- 2-/4 2-/6 7- 7-/9 7-/11 0- 2- 7- 0- 2- 7- 2-/6 4-m 2- 0- 7-/11 9-m 2- 7- 2-/6 4-m 2- 0- 7-/11 9-m7 2- 7- 7- 2-/6 4-m 4-m/2 9-7 0- 7-/11 0- 7-/11 9-m 7- 4-m 2- 2-/4 2-/6 7- 7-/9 7-/11 0- 2- 7- 2-/6 4-m 4-m/2 0- 0-/11 9-m 2- 7- 7- 2-/6 4-m 2- 0- 0- 2- 7- 2-/6 4-m 2- 0- 0- 2- 7- 2-/6 4-m 2- 0- 0- 2- 7- 2-/6 4-m 2- 0- 0- 2- 7- 2-/6 4-m 2- 0- 0- 2- 7- 2-/6 4-m 2- 0- 0- 2-
15,Ripple,7- 0- 0- 7- 7- 0- 0- 7- 2- 0- 7- 7- 0- 0- 7- 7- 0- 7- 2- 0- 7- 9-m 2- 7- 0- 9- 2- 7- 0- 0- 7- 7- 0- 7- 2- 0- 7- 7- 0- 0- 7- 7- 0- 7- 2- 0- 7- 9-m 2- 7- 0- 9- 2- 7- 0- 0- 7- 7- 0- 7- 2- 0- 7- 7- 0- 0- 7- 7- 0- 7- 2- 0- 7-
16,Dead Flowers,2-sus2 2- 9- 7- 2- 2- 9- 7- 2- 2- 9- 7- 2- 2- 9- 7- 2- 2- 9- 7- 2- 9- 2- 9- 2- 7- 2- 2-sus4 2- 2-sus2 7- 2- 2-sus4 2- 2-sus2 7- 2- 2-sus4 2- 2-sus2 2- 9- 7- 2- 2- 9- 7- 2- 2- 9- 7- 2- 2- 9- 7- 2- 2- 9- 7- 2- 9- 2- 9- 2- 7- 2- 2-sus4 2- 2-sus2 7- 2- 2-sus4 2- 2-sus2 7- 2- 2-sus4 2- 2-sus2 2- 9- 7- 9- 2- 9- 2- 7- 2- 7- 2- 7- 2- 2- 9- 7- 2- 9- 7-
17,Ghost Riders In The Sky,9-m 0- 9-m 9-m 5- 2-m 9-m 9-m 0- 9-m 9-m 5- 2-m 9-m 9-m 0- 0- 9-m 5- 2-m 9-m 9-m 9-m 0- 0- 0- 0- 9-m 9-m 0- 0- 0- 0- 9-m 9-m 9-m 9-m 5- 5- 5- 5- 9-m 9-m 9-m 9-m 9-m 0- 9-m 9-m 5- 2-m 9-m 9-m 0- 9-m 9-m 5- 2-m 9-m 9-m 0- 0- 9-m 5- 2-m 9-m 5- 2-m 9-m 5- 2-m 9-m
18,Just The Way You Are,7-m6/2 7-/2 2- 7-m6/2 7-/2 2- 2- 11-m6 7-maj7 11-m 2-7 7-maj7 7-m7 2-/6 9-m7 2-7 7-maj7 7-m7 2-/6 11-m7 4-9sus4 4-9 7-/9 2- 11-m6 7-maj7 11-m 2-9 7-maj7 7-m7 2-/6 9-m7 2-7 7-maj7 7-m 2-/6 11-m7 4-m7 7-/9 7-m6/2 7-/2 2- 7-m6/2 7-/2 2- 2- 11-m6 7-maj7 11-m 2-9 7-maj7 7-m 2-/6 9-m7 2-7 7-maj7 7-m 2-/6 11-m7 4-9sus4 4-9 7-/9 2- 11-m6 7-maj7 11-m 2-9 7-maj7 7-m 2-/6 9-m7 2-7 7-maj7 7-m 2-/6 11-m7 4-m7 7-/9 7-m6/2 7-/2 2- 7-m6/2 2-M7 2-7 7-maj7 9-6 6-m7 11-7 4-m7 9-7sus 2- 2-/0 10- 0- 9-m7 2-9 7-m 0-/7 7-/9 2- 11-m6 7-maj7 11-m 2-9 7-maj7 7-m 2-/6 9-m7 2-7 7-maj7 7-m 2-/6 11-m7 4-m7 7-/9 7-m6/2 7-/2 2- 7-m6/2 7-/2 2- 2- 11-m6 7-maj7 11-m 2-7 7-maj7 7-m 2-/6 9-m7 2-7 7-maj7 7-m 2-/6 11-m7 4-9sus4 4-9 7-/9 2- 11-m6 7-maj7 11-m 2-9 7-maj7 7-m 2-/6 9-m7 2-7 7-maj7 7-m 2-/6 11-m7 4-m 9-7sus4 10- 0- 9-m7 2-9 7-m 9-7sus4 9-7 2- 11-m6 7-maj7 11-m 2-7 7-maj7 7-m 2-/6 9-m7 2-7 7-maj7 7-m 2-/6 11-m7 4-9sus4 4-9 7-/9
19,Perfect Day,4- 9-m 4- 9-m 9-m 2- 7- 0- 5- 2-m 4- 9-m 2- 7- 0- 5- 2-m 4- 9- 2- 1-m 2- 2-/1 2-/11 9- 4- 6-m 4- 2- 6-m 4- 2- 9-m 2- 7- 0- 5- 2-m 4- 9-m 2- 7- 0- 5- 2-m 4- 9- 2- 1-m 2- 2-/1 2-/11 9- 4- 6-m 4- 2- 6-m 4- 2- 6-m 4- 2- 1-m 7- 2- 2-/1 2-/11 9- 1-m 7- 2- 2-/1 2-/11 9- 1-m 7- 2- 2-/1 2-/11 9- 1-m 7- 2- 2-/1 2-/11 9- 1-m 7- 2- 2-/1 2-/11 9-
20,Crocodile Rock,7- 7- 4-m 4-m 0- 0- 2- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 4-m 9-7 2-7 7- 4- 9-7 2-7 5- 0- 5- 0- 5- 0- 7- 7- 4-m 4-m 0- 0- 2- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 4-m 9-7 2-7 7- 4- 9-7 2-7 5- 0- 5- 0- 5- 0- 7- 7- 4-m 4-m 0- 0- 2- 2- 7- 11-m 0- 2- 7- 11-m 0- 2- 4-m 9-7 2-7 7- 4- 9-7 2-7 5- 0- 5- 0- 5- 0-
21,Go Your Own Way,5- 5- 0- 10- 10- 5- 5- 0- 10- 10- 5- 2-m 10- 0- 2-m 10- 0- 2-m 10- 0- 5- 0- 10- 10- 5- 5- 0- 10- 10- 5- 2-m 10- 0- 2-m 10- 0- 2-m 10- 0- 5- 0- 10- 5- 0- 10- 5- 0- 10- 5- 0- 10- 5- 2-m 10- 0- 2-m 10- 0- 2-m 10- 0- 2-m 10- 0- 2-m 10- 0- 2-m 10- 0- 2-m 10- 0-
22,Riders On The Storm,4-m 9- 4-m 9- 4-m 9- 4-m 9- 9-m 0- 2- 4-m 9- 4-m 9- 2- 0- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 9-m 0- 2- 4-m 9- 4-m 9- 2- 0- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 9-m 0- 2- 4-m 9- 4-m 9- 2- 0- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 9-m 0- 2- 4-m 9- 4-m 9- 2- 0- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 9-m 0- 2- 4-m 9- 4-m 9- 2- 0- 4-m 9- 4-m 9- 4-m 9- 4-m
23,Stuck In The Middle With You,2- 2-7sus2 2-6 2-7 2-6 2-7 2-5 2- 2-7sus2 2-6 2-7 2-6 2-7 2- 2- 7-7 2- 9- 0- 7- 2- 2- 2- 7-7 2- 9- 0- 7- 2- 7-7 2- 7-7 2- 9-m7add11 2- 2- 2- 7-7 2- 9- 0- 7- 2- 2- 2- 7-7 2- 9- 0- 7- 2- 7-7 2- 7-7 2- 9-m7add11 2- 2- 7-7 2- 9- 0- 7- 2- 2- 2- 2-
24,The Passenger,9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4- 9-m 5- 0- 7- 9-m 5- 0- 4-
25,New York State Of Mind,2-m9 8-maj7/10 2-m9 4-m7 5- 2-m9 5-/7 0- 4-7 9-m7 7-m7 0-7 5- 9-7 2-m 10-9 0- 4-7/11 9-m7 0-/7 5- 0- 2-9 0-/5 5-/7 9-m7 2-9 9-m 7- 5-/7 0- 4-7 9-m7 7-m7 0-7 5- 9-7 2-m 10-9 0- 4-7/11 9-m7 0-/7 5- 0-/4 2-7 0-/5 5-/7 9-m 2-7 9-m 7- 5-/7 0- 4-7 9-m7 7-m7 0-7 5- 9-7 2-m 10-9 0- 4-7/11 9-m7 0-/7 5- 0-/4 2-7 0-/5 5-/7 9-m 2-9 9-m 7- 4-7 9-m7 2-7 7-maj7 7- 7-m7 0-7 5-maj7 11-m7 4-7 9-maj7 9-m7 2-7 7-maj7 2-m7 5-/7 7-7 0- 4-7 9-m7 7-m7 0-7 5- 9-7 2-m 10-9 0- 4-7/11 9-m7 0-/7 5- 0-/4 2-7 0-/5 5-/7 9-m 2-9 9-m 7- 5-/7 0- 4-7 9-m7 7-m7 0-7 5- 9-7 2-m 10-9 0- 4-7 9-m7 0-maj7/7 5- 0-/4 2-7 0-/5 5-/7 9-m 2-7 9-m 7- 4-7 9-m7 2-7 7-maj7 7- 7-m7 0-7 5-maj7 11-m7 4-7 9-maj7 9-m7 2-7 7-maj7 2-m7 5-/7 7-7 0- 4-7 9-m7 7-m7 0-7 5- 9-7 2-m 10-9 0- 4-7/11 9-m7 0-/7 5- 0-/4 2-7 0-/5 5-/7 9-m 2-7 9-m 7- 5-/7 0- 4-7 9-m7 0-/7 5- 0-/4 2-7 0-/5 5-/7 0- 4-7 9-m7 10-9
26,Morning Has Broken,2-7 7-7sus4 9-7/2 2- 7- 9- 6- 11-m 7-7 0- 5- 0- 0- 2-m 7- 5- 0- 0- 4-m 9-m 2-7 7- 7- 0- 5- 5- 0- 9-m 2- 7- 0- 5- 7- 0- 5- 7- 4- 9-m 7-7 0- 7-7sus4 0- 2-m 7- 5- 0- 0- 4-m 9-m 2-7 7- 7- 0- 5- 5- 0- 9-m 2- 7- 0- 5- 7- 0- 5- 7- 4- 9-m 6- 11-m 7- 2- 9-7/2 2- 2- 4-m 9- 7- 2- 2- 6-m 11-m 4- 9- 9- 2- 7- 7- 2- 11-m 4- 9- 2- 7- 9- 2- 7- 9- 6- 11-m 7-7 0- 5- 0- 0- 2-m 7- 5- 0- 0- 4-m 9-m 2-7 7- 7- 0- 5- 5- 0- 9-m 2- 7- 0- 5- 7- 0-
27,Cant You See,2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2- 2- 0- 7- 2-
28,Step Into Christmas,2- 2- 0- 7- 2- 2- 0- 7- 2- 9-m 7- 2- 9- 9-m 7- 4-m 9- 2- 2- 7- 9- 2- 2- 7- 4-7 9- 2- 2- 0- 7- 2- 2- 0- 7- 2- 9-m 7- 2- 9- 9-m 7- 4-m 9- 2- 2- 7- 9- 2- 2- 7- 4-7 9- 2- 2- 0- 7- 2- 2- 0- 7- 2- 9-m 7- 2- 9- 9-m 7- 4-m 9- 2- 2- 7- 9- 2- 2- 7- 4-7 9- 2- 2- 7- 9- 2- 2- 7- 4-7 9- 2-
29,Scarborough Fair,9-m 7- 9-m 0- 9-m 0- 2- 9-m 9-m 0- 0- 7-/11 9-m 7- 9-m 7- 9-m 9-m 7- 9-m 0- 9-m 0- 2- 9-m 9-m 0- 0- 7-/11 9-m 7- 9-m 7- 9-m 9-m 7- 9-m 0- 9-m 0- 2- 9-m 9-m 0- 0- 7-/11 9-m 7- 9-m 7- 9-m 9-m 7- 9-m 0- 9-m 0- 2- 9-m 9-m 0- 0- 7-/11 9-m 7- 9-m 7- 9-m 9-m 7- 9-m 0- 9-m 0- 2- 9-m 9-m 0- 0- 7-/11 9-m 7- 9-m 7- 9-m
30,Sundown,4- 4- 4- 4- 4- 11-7 4- 4- 9- 2- 4- 4- 9- 2- 4- 4- 4- 11-7 4- 4- 9- 2- 4- 4- 9- 2- 4- 4- 4- 4- 4- 11-7 4- 4- 9- 2- 4- 4- 9- 2- 4- 4- 4- 4- 4- 4- 4- 4- 4- 11-7 4- 4- 9- 2- 4- 4- 9- 2- 4- 4- 9- 2- 4- 4- 4- 9- 2- 4- 4- 4- 4- 4- 4- 4- 4-
31,Wonderful Tonight,7- 2- 0- 2- 7- 2- 0- 2- 7- 2- 0- 2- 0- 2- 7- 2- 4-m 0- 2- 7- 2- 0- 2- 7- 2- 0- 2- 7- 2- 0- 2- 0- 2- 7- 2- 4-m 0- 2- 7- 7-7 0- 2- 7- 2- 4-m 0- 2- 0- 2- 7- 2- 0- 2- 7- 2- 0- 2- 7- 2- 0- 2- 0- 2- 7- 2- 4-m 0- 2- 7- 2- 0- 2- 0- 2-
32,Dream On,5-m 0-m/5 5-m6 10-m6 5-m 0-7sus 5-m 5-m 5-m7 5-m6 10-m6 5-m 5-m7 5-m6 10-m6 5-m 5-m7 5-m6 10-m6 5-m 5-m7 5-m6 10-m6 2-m7b5 0- 2-m7b5 10-m6 0- 1-maj7 2-7 0-7 5-m 3- 1- 3- 5-m 3- 1- 3- 5-m 5-m7 5-m6 10-m6 5-m 5-m9 5-m 5-m 5-m7 5-m6 10-m6 5-m 5-m7 5-m6 10-m6 5-m 5-m7 5-m6 10-m6 5-m 5-m7 5-m6 10-m6 5-m 3- 1- 3- 5-m 3- 2-m7b5 1-maj7 10-m 0- 10-m 0- 10-m 0- 10-m 0- 10-m 0- 10-m 0- 10-m 0- 10-m 0- 10- 0- 1- 3- 5-m 10- 0- 1- 3- 5-m 10- 0- 2- 3- 5- 7- 8- 10- 10-m 0- 10-m 0- 10-m 0- 10-m 0- 10-m 0- 10-m 0- 10-m 0- 10-m 0-
