,0,1
296,Brown Eyed Woman,1-m 4- 11- 9- 1-m 4- 9- 4- 11- 9- 4- 11- 9- 4- 1-m 6-m 9- 4- 1-m 4- 11- 9- 1-m 4- 9- 4- 11- 9- 4- 11- 9- 4- 1-m 6-m 9- 4- 1-m 4- 11- 9- 1-m 4- 9- 4- 11- 9- 4- 11- 9- 4- 1-m 6-m 9- 4- 1-m 4- 11- 9- 1-m 4- 9- 4- 11-m 9- 4- 11-m 9- 4- 1-m 11- 9- 8-m 9- 4- 1-m 4- 11- 9- 1-m 4- 9- 4- 11- 9- 4- 11- 9- 4- 1-m 6-m 9- 4- 1-m 4- 11- 9- 1-m 4- 9- 4- 11- 9- 4- 11- 9- 4- 1-m 6-m 9- 4- 6-m 9- 4-
297,Bertha,7- 7- 7- 0- 7- 7- 7- 0- 7- 0-/7 0- 7- 0-/7 0- 7- 0-/7 0- 7- 0-/7 2- 9-m 7- 0- 2- 0- 7- 2- 0- 9-m 0- 7-/0 0- 7- 0-/7 0- 7- 0-/7 0- 7- 0-/7 0- 7- 0-/7 2- 9-m 7- 0- 2- 0- 7- 2- 0- 9-m 0- 7-/0 0- 7- 0-/7 0- 7- 0-/7 0- 7- 0-/7 0- 7- 0-/7
298,Jolene,2-m 5- 0- 2-m 0- 2-m 2-m 5- 0- 2-m 0- 2-m 2-m 5- 0- 2-m 0- 2-m 2-m 5- 0- 2-m 0- 2-m 2-m 5- 0- 2-m 0- 2-m 2-m 5- 0- 2-m 0- 2-m 2-m 5- 0- 2-m 0- 2-m 2-m 5- 0- 2-m 0- 2-m 2-m 5- 0- 2-m 0- 9-m 2-m 2-m 5- 0- 2-m 0- 9-m 2-m 2-m 5- 0- 2-m 0- 2-m 2-m 5- 0- 2-m 0- 9-m 2-m
299,Good Hearted Woman,2- 2- 2-7 7- 9-7 9- 9-7 2- 2-7 7- 9-7 9- 9-7 2- 2- 2-7 7- 9-7 9- 9-7 2- 2-7 7- 9-7 9- 9-7 9- 2- 2- 2-7 7- 9-7 9- 9-7 2- 2-7 7- 9-7 9- 9-7 9- 2- 4- 4-7 4- 9- 11-7 4- 4-7 4- 9- 11-7 4- 4-7 4- 4-7 4- 9- 11-7 4-
300,Make It With You,2-maj7 4-m7 2-maj7 4-m7 2-maj7 4-m7 2-maj7 4-m7 7-maj7 6-m7 4-m7 9-7 2-maj7 4-m7 2-maj7 4-m7 7-maj7 6-m7 11- 4-m7 2-maj7 4-m7 2-maj7 7- 6-m7 4-m7 9-7 2-maj7 4-m7 2-maj7 4-m7 7-maj7 6-m7 4-m7 9-7 2-maj7 4-m7 2-maj7 4-m7 7-maj7 6-m7 11- 9-7 2-maj7 4-m7 2-maj7 7- 6-m7 4-m7 9-7 2-maj7 4-m7 2-maj7 4-m7 7-maj7 6-m7 2-maj7 9-5 2-maj7 4-m7 2-maj7 4-m7 7-maj7 6-m7 11- 4-m7 2-maj7 4-m7 2-maj7 4-m7 2-maj7
301,Sunny,9-m 0- 5- 4- 9-m 0- 5- 4- 9-m 0- 5- 2-m 4- 4-7 9-m 5- 4- 9-m 0- 5- 4- 9-m 0- 5- 4- 9-m 0- 5- 2-m 4- 4-7 9-m 5- 4- 10-m 1- 6- 5- 10-m 1- 6- 5- 10-m 1- 6- 3-m 5- 5-7 10-m 6- 5- 11-m 2- 7- 6- 11-m 2- 7- 6- 11-m 2- 7- 4-m 6- 6-7 11-m 7- 6- 6- 11-m 7- 6- 11-m 7- 6- 11-m
302,Baker Street,9-7sus4 5-7sus4 7-7sus4 2- 5- 2- 5- 0- 9-7sus4 7- 5- 9- 9-sus4 9- 9-sus4 9- 9-sus4 9- 9-sus4 4-m 7- 2- 2-sus4 2- 9- 9-sus4 9- 9-sus4 9- 9-sus4 9- 9-sus4 4-m 7- 2- 2-sus4 2- 2-m7 9-m 9-sus2 9-m 2-m7 9-m 9-sus2 9-m 0- 7- 2- 2-sus2 2- 2-sus4 2- 2-m7 9-m 9-sus2 9-m 2-m7 9-m 9-sus2 9-m 0- 7- 9- 5- 2- 5- 2- 5- 0- 9-7sus4 7- 5- 2- 5- 2- 5- 0- 9-7sus4 7- 5- 9- 9-sus2 9- 9-sus2 9- 9-sus2 9- 9-sus2 4-m 7- 2- 2-sus4 2- 9- 9-sus2 9- 9-sus2 9- 9-sus2 9- 9-sus2 4-m 7- 2- 2-sus4 2- 2-m7 9-m 9-sus2 9-m 2-m7 9-m 9-sus2 9-m 0- 7- 2- 2-m7 9-m 9-sus2 9-m 2-m7 9-m 9-sus2 9-m 0- 7- 9- 5- 2- 5- 2- 5- 0- 9-7sus4 7- 5- 9-7sus4 5-7sus4 7-7sus4 2- 5- 2- 5- 0- 9-7sus4 7- 5-
303,Scenes From An Italian Restaurant,5- 10- 0- 10- 5- 10- 0- 10- 5- 0- 0-/10 9-m 9-m/10 0- 10- 0- 10- 5- 10- 0- 10- 5- 7- 7-/9 7-/11 0- 0-/2 0-/4 5- 10- 0- 5- 10- 0- 5- 10- 3- 8- 3- 8- 2- 7- 7- 0- 9-m7 2- 2- 2- 7- 7- 0- 9-m7 2- 3- 10- 5- 3- 10- 5- 3- 10- 5- 3- 10- 0- 2- 7- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 7- 7- 7-/5 7-/4 2- 7- 7-/5 7-/4 2- 7- 7-/5 7-/4 2- 7- 7-/5 7-/4 2- 7- 2- 2- 0- 7- 7-/11 0- 7- 2- 2- 0- 7- 0- 7- 5- 4- 9-m 9-m/11 0- 2- 7- 7-/5 7-/4 2- 7- 7-/5 7-/4 2- 7- 2- 2- 0- 7- 7-/11 0- 7- 2- 2- 0- 7- 0- 7- 5- 4- 9-m 9-m/11 0- 2- 7- 7-/5 7-/4 2- 5- 2- 7- 5- 2- 7- 5- 2- 4-m 9-m 7- 2- 7- 7-/11 0- 7- 2- 2- 0- 7- 0- 7- 5- 4- 9-m 9-m/11 0- 2- 7- 7-/5 7-/4 2- 5- 2- 7- 5- 2- 7- 5- 2- 4-m 9-m 2- 7- 2- 2- 0- 7- 7-/11 0- 7- 2- 2- 0- 7- 0- 7- 5- 4- 9-m 9-m/11 0- 2- 9-m 9-m/11 0- 2- 9-m 9-m/11 0- 2- 7- 7-/5 7-/4 2- 7- 7-/5 7-/4 2- 7- 7-/5 7-/4 2- 5- 4- 2- 0- 11- 9- 0- 10- 9- 7- 5- 4- 5- 10- 0- 10- 5- 0- 0-/10 9-m 9-m/10 0- 10- 0- 10- 5- 10- 0- 10- 5- 7- 7-/9 7-/11 0- 0-/2 0-/4 5- 10- 0- 5- 10- 0- 5- 10- 2-m 4-m 5- 7- 0-
304,Down By The Bay,7- 2-7 7- 0- 7- 2-7 7-
305,Whiskey Bent And Hell Bound,7- 2- 7- 7- 0- 7- 7- 2- 7- 0- 7- 7- 2- 7- 7- 0- 7- 7- 2- 7- 0- 7- 7- 2- 7- 7- 0- 7- 7- 2- 7- 7- 0- 7- 7- 2- 7- 7- 0- 7- 7- 2- 7- 7- 0- 7- 7- 2- 7- 0- 7- 7- 2- 7- 7- 2- 7-
306,Christmas Must Be Tonight,7- 4-m 7- 4-m 7- 9-m 2- 0- 7- 7- 9-m 2- 0- 7- 4-m 9-m 2- 7- 9-m 7-/11 0- 9-m 7-/11 0- 9-m 2- 7- 4-m 7- 4-m 7- 9-m 2- 0- 7- 7- 9-m 2- 0- 7- 4-m 9-m 2- 7- 9-m 7-/11 0- 9-m 7-/11 0- 9-m 2- 7- 4-m 7- 4-m 7- 9-m 2- 0- 7- 7- 9-m 2- 0- 7- 4-m 9-m 2- 7- 9-m 7-/11 0- 9-m 7-/11 0- 9-m 2- 7- 4-m 7- 4-m 9-m 7-/11 0- 9-m 7-/11 0- 9-m 2- 7- 4-m 7- 4-m 7- 4-m 7- 4-m 7-
307,Man In Black,9- 9- 11- 2- 9- 2- 9- 11- 4-7 9- 11- 2- 9- 2- 9- 11- 4-7 9- 11- 2- 9- 2- 9- 11- 4-7 9- 11- 2- 9- 2- 9- 11- 4-7 9- 11- 2- 9- 2- 9- 11- 4-7 9- 11- 2- 9- 2- 9- 11- 4-7 9- 11- 2- 9- 2- 9- 11- 4-7 9- 11- 2- 9- 2- 9- 11- 4-7 9-
308,Mother,7- 0-/7 7- 7- 0-/7 2- 7- 0-/7 7- 2- 0-/7 7- 7- 0-/7 7- 7- 0-/7 2- 7- 0-/7 7- 2- 0-/7 7- 7- 0-/7 5- 0-/7 5- 0-/7 5- 0-/7 5- 0-/7 5- 0-/7 7- 2- 0-/7 2- 0-/7 2- 0-/7 7- 0-/7 7- 0-/7 7- 0-/7 2- 0-/7 7- 7- 0-/7 7- 7- 0-/7 2- 7- 0-/7 7- 2- 0-/7 7- 7- 0-/7 5- 0-/7 5- 0-/7 5- 0-/7 5- 0-/7 5- 0-/7 7- 2- 0-/7 2- 0-/7 2- 0-/7 7- 7- 7- 0-/7
309,Simple Twist Of Fate,0- 0-maj7 0-7 5- 5-m 0- 7- 5- 0- 7- 0- 0- 0-maj7 0-7 5- 5-m 0- 7- 5- 0- 7- 0- 0- 0-maj7 0-7 5- 5-m 0- 7- 5- 0- 7- 0- 0- 0-maj7 0-7 5- 5- 5-m 0- 7- 5- 0- 7- 0- 0- 0-maj7 0-7 5- 5-m 0- 7- 5- 0- 7- 0- 0- 0-maj7 0-7 5- 5-m 0- 7- 5- 0- 7- 0- 0- 0-maj7 0-7 5- 5-m 0- 7- 5- 0- 7- 0- 0- 0-maj7 0-7 5- 5-m 0- 7- 5- 0- 7- 0- 0- 0-maj7 0-7 5- 5-m 0- 7- 5- 0- 7- 0-
310,Levon,0- 5- 0- 5- 0- 7- 9-m 4-m7 5- 2-m7 7- 0- 5- 0- 5- 0- 7- 9-m 4-m7 5- 2-m7 7- 4-m 9-m 5- 0- 2-m7 0- 5- 0- 2-m7 7- 5- 0- 5- 0- 5- 0- 5- 2-m7 7- 0- 5- 0- 5- 0- 7- 9-m 4-m7 5- 2-m7 7- 0- 5- 0- 5- 0- 7- 9-m 4-m7 5- 2-m7 7- 4-m 9-m 5- 0- 2-m7 0- 5- 0- 2-m7 7- 5- 0- 5- 0- 5- 0- 5- 2-m7 7-
311,Bohemian Rhapsody,7-6 9-7 7-6 9-7 2-7 9-m7 2-7 7- 9-m7 7- 4-m7 7-7 0- 0-/11 9-m7 2-7 8- 7- 6- 7- 8- 7- 6- 7- 0- 7-/11 1-dim 2-7/9 7-6 7-6 7-6 4-m9 9-m9 9-m7 2-7 7-6 4-m9 9-m7 8-aug 0-/7 9-m7b5 5-maj7 0-/4 0- 7-/11 9-m9 2-m 5-/0 11-m7b5 7- 7-7 0- 7-/11 9-m 5-m 0- 0- 5-/0 0- 0-dim 7-7sus4 7-6 7-6 4-m9 9-m9 9-m7 2-7 7-6 4-m9 9-m7 8-aug 0-/7 9-m7b5 5-maj7 0-/4 0- 7-/11 9-m9 2-m 2-mmaj7 5-/0 11-m7b5 7- 7-7 0- 0- 7-/11 9-m9 2-m 5-/0 11-m7b5 7- 7-7 0- 7-/11 9-m9 2-m 5-/0 11-m7b5 10- 10-/9 10-/8 10-/7 6- 11- 6- 6-dim 6- 11- 6- 6-dim 6- 11- 6- 11- 6- 6-dim 6- 11- 6- 10- 5- 9- 1-7 6- 9-m7 8- 7- 6- 7- 8- 7- 6- 7- 5-/0 0- 0-dim 0- 5-/0 0- 0-dim 0- 5- 0-/4 2-7 7- 5- 0-/4 0-dim 7-7sus4 8- 7- 6- 7- 8- 7- 6- 0- 7- 0-/7 7-7 0-/7 7- 0- 7- 0-/7 7-7 0-/7 7- 0- 7- 0-/7 7-7 0-/7 7- 0- 7- 0-/7 7-7 0-/7 7- 7- 0-/7 7-7 0-/7 7- 3-7 8-m 6- 11- 10-7 3- 7- 0- 0- 5- 0- 7-7/11 9-m 7- 0- 5- 11-7 4-m 7-7 0- 2- 7- 0- 7- 10- 7- 0- 5- 4-m 2-m 7- 2-m 7- 2-m7 7- 2-m7 7- 0- 0- 2- 3- 5- 8-7 5-7 7-7 0- 7-7/11 4-7/8 9-m 4-7/8 9-m 7- 11- 5- 0- 9-m 4-m 9-m 4-m 9-m 5-m 5-/7 0- 0- 5-/0 0- 0-dim 7-/11 8-m/10 9- 9-7b9 9-7 2- 7-/2 2- 5-dim 9-7sus4 2-
312,La Canzone Del Sole,9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4- 9- 4- 2- 4-
313,Psycho Killer,7-/9 7-6/9 9- 9-7 9-7 7- 9-7 7- 9-7 7- 9-7 7- 9-7 7- 5- 7- 9-m 5- 7- 0- 5- 7- 9-m 5- 7- 0- 5- 7- 9-7 7- 9- 9-7 9-7 7- 9-7 7- 9-7 7- 9-7 7- 5- 7- 9-m 5- 7- 0- 5- 7- 9-m 5- 7- 0- 5- 7- 11-m 7- 11-m 7- 11-m 0- 9- 7- 9- 7- 9- 7- 9- 7- 9- 7- 5- 7- 9-m 5- 7- 0- 5- 7- 9-m 5- 7- 0- 5- 7- 9- 9- 9- 9- 9- 9- 9- 4-m 7- 9- 9-7 5- 7-
314,Joy To The World,2- 0- 7- 10- 5- 0- 1- 2- 0- 1- 2- 0- 1- 2- 2- 2-7 7- 10- 2- 9-7 2- 7-7 9-7 2- 2- 9-7 2- 2- 2-7 7- 10- 2- 9-7 2- 0- 1- 2- 0- 1- 2- 0- 1- 2- 2- 2-7 7- 10- 2- 9-7 2- 2- 9-7 2- 2- 2-7 7- 10- 2- 9-7 2- 2- 2- 9-7 2- 2- 2-7 7- 10- 2- 9-7 2- 0- 1- 2- 0- 1- 2- 0- 1- 2- 2- 2-7 7- 10- 2- 9-7 2- 7-7 9-7 2- 2- 9-7 2- 2- 2-7 7- 10- 2- 9-7 2- 4- 2- 9- 4- 2- 9- 4- 2- 9- 4- 2- 9- 2- 9-7 2- 2- 2-7 7- 10- 2- 9-7 2- 2- 2- 9-7 2- 2- 9-7 2- 2- 2-7 7- 10- 2- 9-7 2- 2- 9-7 2- 2- 2-7 7- 10- 2- 9-7 2- 2- 9-7 2- 2- 2-7 7- 10- 2- 9-7 2-
315,Rebel Rebel,2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 9- 2- 11-m 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 9- 2- 11-m 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2- 4- 2-
316,Et Si Tu Nexistais Pas,9-m 2-m 4- 9-m 9-m 2-m 4- 0- 4- 9-m 2-m 4- 9-m 9-m 2-m 4- 0- 4- 9-m 2-m 9-m 2-m 7- 0-m 5-m 7- 0-m 0-m 5-m 7- 3- 7- 0-m 5-m 7- 0-m 0-m 5-m 7- 3- 7-
317,Annies Song,0- 5- 7- 9-m 5- 0- 4-m 9-m 7- 5- 7- 5- 7- 7-7 5- 7- 9-m 5- 0- 4-m 9-m 7- 5- 7- 5- 7- 0- 0- 5- 7- 9-m 5- 0- 4-m 9-m 7- 5- 7- 5- 7- 7-7 5- 7- 9-m 5- 0- 4-m 9-m 7- 5- 7- 5- 7- 0- 0- 5- 7- 9-m 5- 0- 4-m 9-m 7- 5- 7- 5- 7- 7-7 5- 7- 9-m 5- 0- 4-m 9-m 7- 5- 7- 5- 7- 0-
318,Let Your Love Flow,2- 7- 2- 9- 2- 2- 7- 2- 9- 2- 2-7 7- 2- 9- 2- 2-7 7- 2- 9- 2- 2-sus4 2- 9- 2- 2- 7- 2- 9- 2- 2-7 7- 2- 9- 2- 2-7 7- 2- 9- 2- 2-sus4 7- 2- 9- 2- 2-7 7- 2- 9- 2- 2-sus4
319,Does Your Mother Know,7- 4-m 7- 0- 7- 9-m 7- 2- 7- 7- 4-m 7- 0- 7- 9-m 7- 2- 7- 0- 7- 0- 7- 7- 7-7 0- 0-m 7- 0-m 7- 0-m 7- 7-7 0- 0-m 7- 0-m 7- 0-m 7- 4-m 7- 0- 7- 9-m 7- 2- 7- 7- 4-m 7- 0- 7- 9-m 7- 2- 7- 0- 7- 0- 7- 7- 7-7 0- 0-m 7- 0-m 7- 0-m 7- 7-7 0- 0-m 7- 0-m 7- 0-m 0- 7- 0- 7-
320,Imagine,7- 0- 7- 0- 7- 0- 7- 0- 7- 0- 0- 4-m/11 9-m 0-/7 2- 2-7 7- 0- 7- 0- 7- 0- 7- 0- 0- 4-m/11 9-m 0-/7 2- 2-7 0- 2- 7- 11-7 0- 2- 7- 11-7 0- 2- 7- 11-7 0- 2- 7- 7- 0- 7- 0- 7- 0- 7- 0- 0- 4-m/11 9-m 0-/7 2- 2-7 0- 2- 7- 11-7 0- 2- 7- 11-7 0- 2- 7- 11-7 0- 2- 7-
321,Rivers Of Babylon,0- 7-7 0- 0- 7-7 0- 0- 0- 0-7 5- 0- 7-7 0- 0- 0- 0-7 5- 0- 7-7 0- 0- 7-7 0- 7-7 0- 7-7 0- 0- 7-7 0- 7-7 0- 7-7 0- 0- 7-7 0- 0- 7-7 0-
322,Use Me,4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7 4-m7 9-7
323,Amie,9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 2- 0- 2- 0- 4- 9- 7- 2- 9- 7- 2- 11-m 4- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 2- 0- 2- 0- 4- 9- 7- 2- 9- 7- 2- 11-m 4- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 2- 0- 2- 0- 4- 9- 7- 2- 9- 7- 2- 11-m 4- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 2- 0- 2- 0- 4- 9- 7- 2- 9- 7- 2- 11-m 4- 9- 7- 2- 9- 9- 7- 2- 9- 9- 7- 2- 9- 7- 2-m 9-
324,Amie,9- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 2- 0- 2- 0- 4- 4-7 9- 7- 2- 9- 7- 2- 11-m 4- 4-7 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 2- 0- 2- 0- 4- 4-7 9- 7- 2- 9- 7- 2- 11-m 4- 4-7 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 2- 0- 2- 0- 4- 4-7 9- 7- 2- 9- 7- 2- 11-m 4- 4-7 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 2- 0- 2- 0- 4- 4-7 9- 7- 2- 9- 7- 2- 11-m 4- 4-7 9- 7- 2- 9- 7- 2- 11-m 4- 4-7 9- 7- 2- 9- 7- 2- 9- 7- 2- 9- 2- 2-m 2-sus2 9-add9
325,Its A Heartache,0- 4-m 5- 0- 7- 0- 4-m 5- 0- 7- 0- 4-m 5- 0- 7- 5- 7- 4-m 9-m 7- 5- 7- 4-m 9-m 7- 0- 4-m 5- 0- 7- 0- 4-m 5- 0- 7- 0- 4-m 5- 0- 7- 5- 7- 4-m 9-m 7- 5- 7- 4-m 9-m 7- 0- 4-m 5- 0- 7- 0- 4-m 5- 0- 7- 0- 4-m 5- 0- 7- 0-
326,Vienna,0- 11-7(#11) 4-7 5- 5-m 7-6 0- 9-m 0- 7- 10- 5- 0- 2- 4-7 9-m 0- 7- 10- 5- 0- 2- 4- 5- 7- 0- 0-/11 9-m 7- 5- 11-m7 4- 9-m 2- 8-7 7- 0- 9-m 0- 7- 10- 5- 0- 2- 4-7 9-m 0- 7- 10- 5- 0- 2- 4- 5- 7- 0- 0-/11 9-m 7- 5- 11-m7 4- 9-m 2- 8-7 7- 0- 9-m 0- 7- 10- 5- 0- 2- 4- 5- 7- 0- 0-/11 9-m 7- 5- 11-m7 4- 9-m 2- 8-7 7- 0- 5- 7- 0- 0-/11 9-m 7- 5- 11-m7 4- 9-m 2- 8-7 7- 0- 9-7 2- 7- 0-
327,Up The Junction,4- 9- 4- 4- 9- 4- 1-m 4- 9- 4- 1-m 4- 4- 9- 4- 1-m 4- 9- 4- 1-m 4- 4- 9- 4- 1-m 4- 9- 4- 1-m 4- 1-m 8-m 6-m 11-m 2-m 9-m 7-m 5- 9- 2- 7- 2- 11-m6 2- 7- 2- 11-m 2- 2- 9- 4- 4- 9- 4- 1-m 4- 9- 4- 1-m 4- 4- 9- 4- 1-m 4- 9- 4- 1-m 4-
328,Baby Come Back,8- 10- 7-m 8- 10- 7-m 8- 10- 7-m 8- 10- 7-m 0-m7 8- 10- 7-m 8- 10- 7-m 8- 10- 7-m 8- 10- 10- 0- 0- 8-maj7 7-m7 0-m7 5-m7 7-m7 0-m7 10-/2 0-m7 5-m7 0-m7 7-m7 8-maj7 7-m7 0-m7 5-m7 7-m7 0-m7 1-maj7 8- 10- 7-m 8- 10- 7-m 8- 10- 7-m 8- 10- 7-m 8- 10- 10- 0- 0- 10- 6-maj7 1-maj7 6-maj7 1-maj7 6-maj7 5-m7 10- 10- 10- 8-maj7 7-m 0-m7 5-m7 7-m7 0-m7 10-/2 0-m7 5-m7 0-m7 7-m7 8-maj7 7-m 0-m7 5-m7 7-m7 0-m7 1-maj7 5-m7 7-m7 0-m7 10-/2 0-m7 5-m7 0-m7 7-m7 8-maj7 7-m 0-m7 5-m 7-m7 0-m7 10-/2 0-m7 5-m7 0-m7 7-m7 8-maj7 7-m 0-m7 5-m 7-m7 0-m7 10-/2 0-m7 5-m7 8-maj7 7-m 0-m7 5-m 7-m7 0-m7 10-/2 0-m7 5-m7 0-m7 7-m7
329,Youre My Best Friend,0- 5-/0 0- 5-/0 5-/0 0- 5-/0 0- 5-/0 0- 5-/0 0- 5-/0 0- 7-/11 9-m 2- 5- 7- 0- 7-/11 9-m 2- 5- 7- 4- 9-m 7- 5- 5-m7 0- 5-/0 0- 7-/11 9-m 9-m/7 5- 5-m7 7- 4- 9-m 2-7 7-6 7- 0- 5-/0 0- 5-/0 0- 5-/0 0- 5-/0 0- 5-/0 0- 7-/11 9-m 2- 5- 7- 0- 7-/11 9-m 2- 5- 7- 4- 9-m 7- 5- 5-m7 0- 5-/0 0- 7-/11 9-m 9-m/7 5- 5-m7 7- 4- 9-m 2-7 7-6 7- 0- 5-/0 0- 5-/0 0- 5-/0 0- 5-/0 0-
330,The Gambler,9- 2- 4-m/9 7- 7-/2 2- 7-/2 2- 9- 2- 7-/2 2- 7-/2 2- 9- 2- 2- 7-/2 2- 9- 2- 7-/2 2- 7-/2 2- 9- 2- 2- 7- 2- 9- 2- 7- 2- 7- 2- 9- 2- 2- 7- 2- 7- 2- 9- 2- 4-m/9 2- 7- 2- 7- 2- 9- 2- 2- 7- 2- 9- 2- 7- 2- 7- 2- 9- 2- 2- 7- 2- 9- 2- 7- 2- 7- 2- 9- 2- 2- 7- 2- 7- 2- 9- 2- 4-m/9 2- 7- 2- 7- 2- 9- 2-
331,Sailing,7- 0- 0-add2 9-m 4-m 7-/11 0- 0- 4-m 0- 7- 0- 4-m 0- 7- 0- 4-m 0- 7- 7- 0- 9-m 4-m 2- 0-/7 7- 2-/6 4-m 0- 7- 7- 0- 9-m 4-m 2- 0-/7 7- 3- 5- 8- 10- 5- 10- 6- 8- 3- 5- 7- 0- 4-m 0- 7- 7- 0- 9-m 4-m 2- 0-/7
332,Your Song,2- 7- 9- 7- 2- 7- 9- 6-m 11-m 11-m7 7- 2- 9- 6- 11-m 2- 4-m 7- 9- 2- 7- 9- 6-m 11-m 11-m7 7- 2- 9- 6- 11-m 2- 4-m 7- 2- 9- 11-m 4-m 7- 9- 11-m 4-m 7- 11-m 11-m7 7- 2- 4-m 7- 9- 2- 7- 9- 6-m 11-m 11-m7 7- 2- 9- 6- 11-m 2- 4-m 7- 9- 2- 7- 9- 6-m 11-m 11-m7 7- 2- 9- 6- 11-m 2- 4-m 7- 2- 9- 11-m 4-m 7- 9- 11-m 4-m 7- 11-m 11-m7 7- 2- 4-m 7- 9- 11-m 11-m7 11-m 7- 2- 4-m 7- 2-
333,Everybodys Gotta Live,0- 4- 9-m 9-sus 5- 7- 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 5- 7- 0- 0- 4- 9-m 9-sus 5- 7- 0- 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus 0- 4- 9-m 9-sus
