,0,1
1222,Radio Cure,4- 2- 9- 7- 10- 2-II 2-maj7/1 6- 6-maj7/5 3- 10- 11- 4- 2- 2- 9- 4- 2- 9- 4- 2- 9- 2- 4- 2- 2- 9- 4- 2- 9- 4- 2- 9- 7- 10- 7- 2-II 2-maj7/1 9- 7- 10- 7- 6- 6-maj7/5 3- 10- 11- 2-II 6- 4- 2- 9- 4- 2- 9- 4- 2- 9- 7- 10- 7- 2-II 2-maj7/1 9- 7- 10- 7- 6- 6-maj7/5 3- 10- 11- 2-II 6- 6- 6-maj7/5 3- 10- 11- 2-II 6- 6- 6-maj7/5 3- 10- 11- 2-II 6- 3- 10- 11- 2-II 6- 4- 2- 2- 9-
1223,Zzyzx Rd,0- 9-m 5-maj7 0- 7- 0- 9-m 5-maj7 0- 7- 0- 9-m 5-maj7 0- 7- 0- 9-m 5- 7- 0- 9-m 5-maj7 0- 7- 9-m 5-maj7 0- 7- 0- 9-m 5-maj7 7- 0- 9-m 5-maj7 0- 7- 0- 9-m 5-maj7 0- 7- 0- 9-m 5-maj7 0- 7- 0- 9-m 5-maj7 7- 0- 9-m 5-maj7 0- 7- 9-m 5-maj7 0- 7- 0- 9-m 5-maj7 7- 0- 9-m 7- 5-maj7 4-
1224,Wednesdays Song,0-m 5-m6 5-m6 0-m 5-9 0-m 5-m6 5-m6 0-m 5-9 8- 3- 1-maj7 2-dim 0-m 5-9b5 5-9 8- 3- 1-maj7 8- 3- 1-maj7 2-dim 0-m 5-9b5 5-9 0-m 5-m6 5-m6 0-m 5-9 8- 3- 1-maj7 8- 3- 1-maj7 2-dim 0-m/7 5-9b5 5-9 1- 8- 3- 5- 1- 8- 3- 5- 1- 8- 3- 5- 1- 8- 3- 5- 1- 1- 8- 3- 5- 0-m 5-m6 5-m6 0-m 5-9 0-m 5-m6 5-m6 0-m 5-9 8- 3- 1-maj7 8- 3- 1-maj7 2-dim 0-m/7 5-9b5 5-9 1- 8- 3- 5- 1- 8- 3- 5- 1- 8- 3- 5- 1- 10-madd9 1- 8- 3- 10-madd9 1- 8- 3- 10-madd9 1- 8- 3- 10-madd9
1225,Obviously,0- 0-add9 0- 0-add9 0- 0-add9 0- 0-add9 7- 5- 0- 0-add9 0- 0-add9 0- 0-add9 0- 0-add9 0- 0-add9 0- 0-add9 7- 5- 0- 0-add9 0- 0-add9 5- 0- 5- 0- 2-m 7- 0- 4- 5- 2- 5- 7- 0- 4- 5- 5-m 0- 0-add9 0- 0-add9 0- 0-add9 0- 0-add9 0- 0-add9 0- 0-add9 7- 5- 0- 0-add9 0- 0-add9 5- 0- 5- 0- 2-m 7- 0- 4- 5- 2- 5- 7- 0- 4- 5- 5-m 0- 4- 4- 5- 0- 9-m 2- 5-m 0- 7- 0- 0- 5- 0- 7- 5- 0- 0- 4- 5- 2- 5- 7- 0- 0- 4- 5- 2- 5- 7- 0- 0- 4- 5- 2- 5- 7- 0- 4- 5- 5-m 0-
1226,Ein Stern Der Deinen Namen Trägt,2- 7- 9- 2- 7- 9- 2- 2- 7- 9- 2- 7- 9- 2- 2- 7- 9- 2- 7- 9- 2-
1227,Stars,7- 2- 4-m 0- 4-m 2- 7- 0- 4-m 2- 7- 0- 4-m 2- 0- 4-m 2- 0- 7- 2- 4-m 0- 4-m 2- 0- 7- 2- 4-m 0- 4-m 2- 7- 0- 4-m 2- 7- 0- 4-m 2- 0- 4-m 2- 0- 7- 2- 4-m 0- 4-m 2- 0- 7- 2- 4-m 0-
1228,Clint Eastwood,4-m 4-m 4-m 4-m 5- 4-m 4-m 4-m 4-m 4-m 5- 4-m 4-m 4-m 4-m 5- 4-m 4-m 4-m 4-m 5- 4-m 4-m 4-m 4-m 5- 4-m 4-m 4-m 4-m 5- 4-m 4-m 4-m 4-m 4-m 5- 4-m 4-m 4-m 4-m 5- 4-m 4-m 4-m 4-m 5- 4-m 4-m 4-m 4-m 4-m 4-m 4-m 4-m 5- 4-m 4-m 4-m 4-m 4-m
1229,Its Five Oclock Somewhere,2- 7- 9-7 2- 2- 9-7 2- 9-7 9-2 9- 2- 9-7 11-m 9-7 9-2 9- 7- 2- 9-7 2- 7- 2- 9- 2- 7- 9-7 2- 7- 9-7 2- 2- 7- 9-7 2- 2- 9-7 2- 9-7 9-2 9- 2- 9-7 11-m 9-7 9-2 9- 7- 2- 9-7 2- 7- 2- 9-7 2- 7- 9-7 2- 7- 9-7 2- 11-m 11-m7/9 7- 9- 2- 11-m 11-m/9 4-m 9-7 2- 7- 9-7 2- 7- 9-7 2-
1230,Telephone,4-m 7- 9- 4-m 4-m 7- 9- 4-m 7- 9- 4-m 7- 9- 4-m 7- 9- 4-m 7- 9- 4-m 7- 9- 4-m 7- 4-m 7- 9- 4-m 7- 9- 4-m 7- 9- 4-m 7- 9- 4-m 7- 1-5 4-m 7- 4-m 7- 9- 4-m 7- 9- 4-m 7- 9- 7- 7- 9- 4-m 7- 4-m 0- 7- 9- 4-m 0- 7- 9- 4-m 4-m 7- 9- 4-m
1231,A Lack Of Color,3- 0-m 7-/11 10- 8- 3- 0-m 3- 0-m 3- 0-m 3- 0-m 3- 0-m 3- 0-m 3- 0-m 3- 0-m 10- 7-/11 0-m 10- 8- 10- 7-/11 0-m 3- 8- 0-m 3- 8- 0-m 3- 8- 0-m 3- 8- 3- 0-m 3- 0-m 3-
1232,Pink Bullets,4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 7- 2- 7- 2- 7- 2- 5- 0- 2- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 7- 2- 7- 2- 7- 2- 5- 0- 7- 0- 2- 5- 7- 0- 2- 5- 7- 0- 2- 7- 0- 2- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 4-m 2- 9- 7- 2- 7- 2- 7- 2- 5- 0- 5- 0- 5- 0- 2- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 10- 5- 10- 5- 10- 5- 8- 3- 5- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 10- 5- 10- 5- 10- 5- 8- 3- 10- 3- 5- 8- 10- 3- 5- 8- 10- 3- 5- 10- 3- 5- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 7-m 5- 0- 10- 5- 10- 5- 10- 5- 8- 3- 8- 3- 8- 3- 5-
1233,Take Em Away,7- 7- 0- 7- 2- 7- 0- 7- 2- 7- 7- 0- 7- 2- 7- 0- 7- 2- 7- 7- 0- 7- 2- 7- 0- 7- 2- 7- 7- 0- 7- 2- 7- 0- 7- 2- 7- 7- 0- 7- 2- 7- 0- 7- 2- 7- 0- 7- 2- 7- 0- 7- 2- 7- 7- 0- 7- 2- 7- 0- 7- 2- 7- 7- 0- 7- 2- 7- 0- 7- 2- 7- 7- 0- 7- 2- 7- 0- 7- 2- 7- 7- 0- 7- 2- 7- 0- 7- 2- 7- 0- 7- 2- 7- 0- 7- 2- 7- 7- 0- 7- 2- 7- 0- 7- 2- 7- 7- 0- 7- 2- 7- 0- 7- 2- 7-
1234,The Long Way Home,9- 6-m 2- 4- 9- 2- 9- 4- 4-/6 4-/8 9- 9- 6-m 2- 4- 9- 2- 9- 4- 4-/6 4-/8 9-
1235,If You Want Me,4-m 9-m 11-7 11-7 4-m 9-m 11-7 11-7 4-m 9-m 11-7 11-7 4-m 9-m 11-7 11-7 4-m 9-m 11-7 4-m 4-m 9-m 11-7 4-m 4-m 9-m 11-7 11-7 4-m 9-m 11-7 11-7 4-m 9-m 11-7 11-7 4-m 9-m 11-7 11-7 4-m 9-m 11-7 11-7 4-m 9-m 11-7 4-m 4-m 9-m 11-7 4-m 4-m 9-m 11-7 11-7 4-m 9-m 11-7 4-m 4-m 9-m 11-7 4-m 4-m 9-m 11-7 4-m 4-m 9-m 11-7 4-m
1236,Bad Company,6-m 9- 11-m 6-m 9- 11-m 2- 9- 11-m 6-m 9- 11-m 2- 9- 11-m 9- 11-m 6-m 9- 11-m 2- 9- 11-m 6-m 9- 11-m 2- 9- 11-m 9- 11-m 2- 4- 11-m 2- 4- 11-m 11-m 11-m 6-m 9- 11-m 6-m 9- 11-m 2- 9- 11-m 6-m 9- 11-m 2- 9- 11-m 9- 11-m 6-m 9- 11-m 2- 9- 11-m 6-m 9- 11-m 2- 9- 11-m 9- 11-m 2- 4- 11-m 2- 4- 11-m 11-m 11-m
1237,River,0- 9-m 7- 5- 0- 5- 0- 5- 0- 5- 0- 9-m 7- 5- 0- 5- 0- 5- 0- 5- 0- 9-m 7- 5- 7- 0- 9-m 2-m 2-m7 0- 7- 9-m 5- 0- 9-m 7- 5- 0- 5- 0- 5- 0- 5- 0- 9-m 7- 5- 0- 5- 0- 5- 0- 5- 0- 9-m 7- 5- 7- 0- 9-m 2-m 2-m7 0- 7- 9-m 5- 0- 9-m 7- 5- 0- 5- 0- 5- 0- 5- 0- 9-m 7-
1238,Maligayang Pasko,0- 9-m 2-m 7- 0- 9-m 2-m 7- 4-m 9-m 4-m 9-m 4-m 9-m 2-m 7- 0- 9-m 2-m 7- 0- 9-m 2-m 7- 0- 9-m 2-m 7- 0- 9-m 2-m 7- 4-m 9-m 4-m 9-m 4-m 9-m 2-m 7- 0- 9-m 2-m 7- 4-m 9-m 4-m 9-m 4-m 9-m 2-m 7-
1239,Only Girl In The World,4-m 4-m 4-m 0- 0-/11 4-m 0- 0- 11- 4-m 0- 0-/11 4-m 0- 2- 9-m 0- 0-/11 4-m 0- 0- 11- 4-m 0- 0-/11 4-m 0- 2- 9-m 5- 7- 9-m 0- 5- 7- 9-m 0- 5- 7- 9-m 0- 5- 7- 2- 5- 5- 7- 9-m 0- 5- 7- 2- 5- 0- 0-/11 4-m 0- 0- 11- 4-m 0- 0-/11 4-m 0- 2- 9-m 0- 0-/11 4-m 0- 0- 11- 4-m 0- 0-/11 4-m 0- 2- 9-m 5- 7- 9-m 0- 5- 7- 9-m 0- 5- 7- 9-m 0- 5- 7- 2- 5- 0- 7- 9-m 0- 7- 9-m 0- 7- 9-m 0- 7- 9-m 0- 7- 9-m 0- 7- 9-m 0- 7- 9-m 0- 7- 9-m 5- 7- 9-m 0- 5- 7- 9-m 0- 5- 7- 9-m 0- 5- 7- 2- 5- 7- 9-m 0- 5- 7- 2- 5-
1240,The Rip,4-m 5- 4-m 0- 9-m 10- 9-m 7- 4-m 5- 4-m 0- 9-m 10- 9-m 7-
1241,This Love,7-7 0-m7 5-m7 7-7 7-7 0-m7 5-m7 7-7 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5- 8- 7- 7-7 0-m 5-m 7-7 7-7 0-m7 5-m7 7-7 7- 0-m7 5-m7 7-7 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5- 8- 7- 7-7 0-m 5-m 7-7 5-m 3-maj7 7-7 0-m 5-m 3-maj7 7- 7-7 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5- 8- 7- 7- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5- 8- 7- 7- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5-m 10- 3- 0-m 5- 8- 7- 7-
1242,Yellow,9- 9-sus4 4- 4-sus4 2- 2-sus2 9- 9-sus4 9- 4- 2- 9- 4- 2- 9- 9-sus2 9- 4- 2- 9- 9-sus4 9- 2- 6-m 4- 6-m 2- 6-m 4- 6-m 2- 6-m 4- 6-m 2- 6-m 9- 9- 9-sus4 4- 4-sus4 2- 2-sus2 9- 9-sus4 9- 4- 2- 9- 4- 2- 9- 9-sus4 9- 2- 6-m 4- 6-m 2- 6-m 4- 6-m 2- 6-m 4- 6-m 2- 6-m 9- 9- 9-sus4 4- 4-sus4 2- 2-sus2 9- 9-sus4 9- 9- 6-m 4- 4-sus4 2- 2-sus2 9- 6-m 4- 4-sus4 2- 2-sus2 9- 4-m 2- 6-m 2-
1243,Strawberry Swing,3- 8- 1- 6- 10- 3- 9- 2- 9- 4- 2- 9- 4- 2- 9- 4- 2- 9- 4- 2- 9- 4- 6-m 2- 9- 1-m7 2- 11-m 9- 2- 9- 4- 2- 9- 4- 2- 9- 4- 6-m 2- 9- 1-m7 2- 9- 11-m 11-m 6-m 11-m 2- 9- 9-maj7 9-7 2- 9- 9-maj7 9-7 2- 9- 9-maj7 9-7 2- 9- 9-maj7 9-7 2- 9- 9- 9-maj7 9-7 2- 7- 0- 7- 2- 0- 7- 2- 0- 7- 2- 0- 7- 2- 0- 7- 2- 4-m 0- 7- 11-m 0- 9-m 7- 0- 7- 2- 0- 7- 2- 0- 7- 2- 4-m 0- 7- 11-m 0- 7- 9-m 9-m 4-m 9-m 0- 7- 7-maj7 7-7 0- 7- 7-maj7 7-7 0- 7- 7-maj7 7-7 0- 7- 7-maj7 7-7 0- 7- 7- 7-maj7 7-7 0- 8- 1- 8- 3- 1- 8- 3- 1- 8- 3- 1- 8- 3- 1- 8- 3- 5-m 1- 8- 0-m 1- 10-m 8- 1- 8- 3- 1- 8- 3- 1- 8- 3- 5-m 1- 8- 0-m 1- 8- 10-m 10-m 5-m 10-m 1- 8- 8-maj7 8-7 1- 8- 8-maj7 8-7 1- 8- 8-maj7 8-7 1- 8- 8-maj7 8-7 1- 8- 8- 8-maj7 8-7 1- 2- 9- 4- 6-m 1-m 11-m 9-7 9-5 0- 7- 2- 4-m 11-m 9-m 7-7 7-5 8- 5-m 0-m 10-m
1244,God Put A Smile Upon Your Face,1- 4- 3- 2- 9-maj7 4-6 6-add9 4- 6- 1- 4- 3- 2- 1- 4- 3- 2- 9-maj7 4-6 6-add9 9-maj7 4-6 6-add9 9-maj7 4-6 6-add9 9-maj7 4- 6- 9-maj7 4- 6-
1245,Im Outta Time,4-m 0-maj7/4 4-m6 4-sus4 9-sus2 9-m 0-/7 7- 2-/6 7-/6 4-m 0-maj7/4 4-m6 0-maj7/4 4-m 4-sus4 9-sus2 0-/7 4-m 4-sus4 9-sus2 0-/7 7- 2-/6 4-m 9-m 0-/7 7- 7- 2-/6 4-m 9-m 0-/7 7- 7- 2-/6 4-m 9-m 0-/7 7- 7- 7- 7-/6 4-m 9-m 0-/7
1246,Another Sunny Day,9- 4- 11- 4- 4- 11- 6-m 1-m 9- 4- 11- 4- 4- 11- 6-m 1-m 9- 4- 11- 4- 4- 11- 6-m 1-m 9- 4- 11- 4- 4- 11- 6-m 1-m 9- 4- 11- 4- 4- 11- 6-m 1-m 9- 4- 11- 1-m 11- 4- 4- 11- 6-m 1-m 9- 4- 11- 1-m 11- 4- 4- 11- 6-m 1-m 9- 4- 11- 1-m 11- 4-
1247,Body,10-m 7-m 3- 10-m 7-m 3- 7-m 9-m 10-m 1- 6- 3-m 10-m 7-m 3- 10-m 7-m 3- 7-m 10- 7-m 10- 10-m 1- 6- 3-m 10-m 1- 6- 3-m 6-m 8- 1-m 11- 11-m 9- 1-m 4- 11-m 9- 1-m 4- 6- 9- 1-m 4- 10-m 7-m 3- 10-m 10-m 1- 6- 3-m 10-m 1- 6- 3-m 6- 8- 10-m 1- 6- 8- 10-m 1- 6- 9-m 10-m 1- 6- 8- 10-m 1- 6- 9-m 10-m 1- 6- 8- 10-m 1- 6- 3-m 3-dim/9
1248,I See A Darkness,10- 5- 10- 5- 2-m 5- 10- 5- 10- 2-m 10- 2-m 0- 10- 9-m 2-m 10- 9-m 2-m 0- 10- 2-m 10- 2-m 10- 5- 10- 5- 10- 5- 10- 5- 5-sus 5- 2-m 5- 2-m 5- 2-m 10- 5- 9-m 0- 9-m 10- 5- 10- 5- 10- 5- 10- 5-
1249,Nemo,2-m 5- 0- 2-m 5- 0- 2-m 0- 10- 2-m 0- 7-m 10- 0- 2-m 0- 10- 7-m 2-m 7-m 10- 0- 2-m 5- 0- 2-m 5- 0- 2-m 0- 10- 2-m 0- 7-m 10- 0- 5-m 3- 1- 10-m 5-m 10-m 1- 3- 2-m 5- 0- 2-m 5- 0- 2-m 5- 0- 2-m 0- 2-m 0- 2-m 2-m 0- 2-m 2-m 0- 2-m 2-m 0- 2-m 2-m 5- 0- 2-m 5- 0- 5-m 3- 5-m 1- 3- 5-m 5-m 1- 3- 5-m 8- 3- 5-m 8- 3- 5-m 8- 3- 5-m 8- 3- 5-m 8- 3-
1250,Grace,2-maj7 7- 9-/1 7-/2 9- 2- 7- 9- 7-/2 2- 11-m 7- 4-m 9- 2- 2-/6 7- 9- 10-dim 11-m 9- 4-m 2-/6 7- 9-sus4 9- 9- 2- 2-/6 7- 9- 9-/1 4-m 2- 11-m 7- 4-m 9-sus4 9- 2-/6 7- 9-sus4 10-dim 11-m 9- 4-m 9- 2- 2- 7- 9- 9-/1 2-sus4 2- 11-m 7- 4-m 9- 2- 2-/6 7- 9- 10-dim 11-m 9- 4-m 2-/6 7- 9-sus4 9- 7- 2-/6 4-m 9- 2- 2-/6 7- 9-sus4 9- 2- 7- 9-/1 2-add4 2- 11-m 7- 4-m 9- 2- 2-/6 7- 9- 10-dim 11-m 9- 4-m 2-/6 7- 9-sus4 9-
1251,Things Have Changed,7-m 7-m 7-m 0-m 7-m 2- 7-m 0-m 7-m 2-7 7-m 3- 2-7 7-m 3- 2- 7-m 0-m 7-m 2-7 7-m 7-m 0-m 7-m 2-7 7-m 7-m 0-m 7-m 2-7 7-m 7-m 0-m 7-m 2-7 7-m 7-m 0-m 7-m 2-7 7-m
1252,Good People,11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 4- 11-7 0-7 1-7 6- 5- 4- 11-7 0-7 1-7 6- 5- 4- 11-7 0-7 1-7 6- 5- 4- 11-7 0-7 1-7 4- 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 6- 11- 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-M 6- 11- 4- 1-m 6- 11-
1253,Walking In The Sun,2- 7- 2- 2- 7- 2- 7- 2- 7- 2- 7- 2-
1254,Shes So Lovely,7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 0- 7-/11 9-m 7- 0- 7-/11 9-m 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 0- 7-/11 9-m 7- 0- 7-/11 9-m 7- 0- 7-/11 9-m 7- 0- 7-/11 9-m 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 0- 9-m 2- 7- 7- 0- 9-m 2- 7- 0- 9-m 0- 7-/11 9-m 7- 0- 7-/11 9-m 7- 0- 7-/11 9-m 7- 0- 7-/11 9-m 7- 0- 7-/11 9-m 7- 0- 7-/11 9-m
1255,Snuff,4-m 11-m 0- 7-6 4-m 11-m 0- 7-6 4-m 11-m 0- 7-6 4-m 11-m 0- 7-6 4-m 11-m 0- 7-6 4-m 11-m 0- 7-6 4-m 4-m 11-m 0- 7-6 4-m 11-m 0- 2- 4-m 2- 4-m 2- 4-m 2- 0- 4-m 4-m 11-m 0- 7-6 4-m 11-m 0- 7-6 4-m 11-m 0- 7-6 4-m 11-m 0- 7-6 4-m 11-m 0- 7-6 4-m 11-m 0- 2- 4-m 2- 4-m 2- 4-m 2- 0- 4-m 4-m 11-m 0- 7-6 4-m 11-m 0- 2- 4-m 2- 4-m 2- 4-m 2- 0- 4-5 6-5 7-5 11-5 0-5 4-m 11-m 0- 7-6 4-m 11-m 0- 7-6 4-m
1256,Toxic,9-m 0- 4-7 9-m 0- 4-7 9-m 0- 4-7 9-m 0- 5-7 4-7 9-m 0- 5-7 4-7 9-m 0- 5-7 4-7 9-m 0- 4-7 9-m 0- 5-7 4-7 9-m 0- 5-7 4-7 9-m 0- 5-7 4-7 5-7 4-7 9-m 0- 5-7 4-7 9-m 0- 9-m 0- 5-7 4-7 9-m 0- 5-7 4-7 9-m 0-
1257,Run,9-m 5-maj7/9 7- 0- 7- 7-sus4 5- 9-m 5-maj7/9 7- 9-m 5-maj7/9 7- 9-m 5-maj7/9 7-sus4 9-m 5-maj7/9 7- 9-m 5-maj7/9 7- 9-m 5-maj7/9 7- 9-m 5-maj7/9 7- 9-m 5-maj7/9 7- 9-m 5-maj7/9 7- 0- 7- 7-sus4 9-m 5- 0- 7- 7-sus4 9-m 5- 7- 9-m 5-maj7/9 7- 9-m 5-maj7/9 7- 9-m 5-maj7/9 7- 9-m 5-maj7/9 7- 0- 7- 7-sus4 9-m 5- 0- 7- 7-sus4 9-m 5- 0- 7- 7-sus4 9-m 5- 0- 7- 7-sus4 9-m 5- 7- 0- 7- 7-sus4 9-m 5- 0- 7- 7-sus4 9-m 5- 7- 0-
1258,Empire State Of Mind,4- 9-maj7 4- 9-maj7 4- 9-maj7 4- 10- 9-maj7 4- 11- 9-maj7 4- 11- 9-maj7 4- 9-maj7 4- 9-maj7 4- 9-maj7 10- 9-maj7 4- 11- 9-maj7 4- 11- 9-maj7 4- 9-maj7 4- 9-maj7 4- 9-maj7 4- 8- 9-maj7 4- 11- 9-maj7 4- 11- 9-maj7 9- 11- 1-m 8- 9-maj7 4- 11- 9-maj7 4- 11- 9-maj7 6- 11-maj7 6- 11-maj7 6- 11-maj7 6- 10- 11-maj7 6- 11-maj7 6- 11-maj7 6- 11-maj7 6- 11-maj7 6- 11-maj7 10- 11-maj7 6- 11-maj7 6- 11-maj7 6- 11-maj7 6- 11-maj7 6- 11-maj7 6- 10- 11-maj7 6- 11-maj7 6- 11-maj7 11- 1- 3-m 10- 11-maj7 6- 11-maj7 6- 11-maj7
1259,1973,6-m 4- 2- 9- 6-m 4- 2- 9- 6-m 4- 2- 9- 6-m 4- 2- 9- 6-m 4- 2- 9- 6-m 4- 2- 9- 6-m 4- 2- 9- 6-m 4- 2- 9- 6-m 4- 2- 9-
1260,Get Off,9-m 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 2- 9-m 7- 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 2- 9-m 7- 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 2- 9-m 7- 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 2- 9-m 7- 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 2- 9-m 7- 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 9-m 0- 7- 9-m 4- 9-m 4- 2- 9-m 7- 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 2- 9-m 7- 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 9-m 4- 0- 7- 9-m 0- 7-
1261,Its My Life,0-5 8-5 7-5 0-5 8-5 7-5 0-5 0-5 0-5 8-5 7-5 0-5 0-5 0-5 8-5 7-5 0-5 0-5 5-5 5-5 5-5 0-5 8-5 3-5 10-/2 0-5 8-5 10-5 10-5 11-dim 0-5 8-5 3-5 10-/2 0-5 8-5 10-5 10-5 11-dim 0-5 8-5 7-5 0-5 0-5 0-5 8-5 7-5 0-5 0-5 0-5 8-5 7-5 0-5 0-5 5-5 5-5 5-5 0-5 8-5 3-5 10-/2 0-5 8-5 10-5 10-5 11-dim 0-5 8-5 3-5 10-/2 0-5 8-5 10-5 10-5 11-dim 0-5 8-5 7-5 8-5 10-5 0-5 5-5 0-5 0-5 5-5 5-5 5-5 0-5 8-5 3-5 10-/2 0-5 8-5 10-5 10-5 11-dim 0-5 8-5 3-5 10-/2 0-5 8-5 10-5 10-5 11-dim 0-5 8-5 7-5 0-5 8-5 3-5 10-/2 0-5 8-5 10-5 10-5 11-dim 0-5 8-5 3-5 10-/2 0-5 8-5 10-5 10-5 11-dim 0-5 8-5 7-5
1262,Sex On Fire,4- 9- 4- 1-m 4- 1-m 4- 1-m 4- 1-m 9- 4- 1-m 4- 1-m 9- 4- 1-m 9- 4- 1-m 9- 4- 1-m 4- 1-m 4- 1-m 9- 4- 1-m 4- 1-m 9- 4- 1-m 9- 4- 1-m 9- 4-
1263,Santa Baby,8- 8-7 1- 10-m7 3- 3-6 1- 10-m7 3- 3-6 8- 8-7 10-m 10-m7 3-m7 1-6 5-7 10-7 3-7 8-7 3-m7 1-3 1-m3 1- 8- 8- 8-7 1- 10-m7 3- 3-6 8- 1- 10-m7 3- 3-6 8- 8-7 8- 1- 8- 8-7 8- 1- 10-m7 3- 3-6 8- 1- 10-m7 3- 3-6 8- 8-7 8- 1- 1- 10-m7 3- 3-6 8- 8-7 1- 10-m7 3- 3-6 8- 8-7 1- 10-m 3-m7 8-7 1- 1-6 3-7 8- 8-7 1- 10-m7 3- 3-6 8- 8-7 1- 10-m 3- 3-6 8- 8-7 1- 10-m7 3-m7 8-7 1- 1- 9-7 8-7 1- 5-7 5-7 10-7 10-7 3-7 8-7 3-m7 8-7 1-3 1-m3 1-3 1- 1- 10-m7 3- 3-6 8- 8-7 1- 10-m 3- 3-6 8- 8-7 1- 10-m 3-m7 8-7 1- 1- 10-m7 3-m7 8-7 1- 10-m7 3- 3-6 8- 8-7 1- 10-m 3-7 8-7 1- 10-m7 3-m7 8-7 1- 1- 10-m7 3-m7 3-7 1- 10-m7 3- 3-6 8- 8-7 1- 10-m 3- 3-6 8- 8-7 1- 10-m 3-m7 8-7 1- 1- 9-7 8-7 1- 5-7 5-7 10-7 10-7 3-7 8- 8- 8-7 1- 1- 10-m7 3- 3-6 8- 8-7 1- 10-m 3- 3-6 8- 8-7 1- 10-m 3-m7 8-7 1- 3-m7 8-7 1- 3-m7 8-7 8- 1- 1-7 1-
