,0,1,2
10,Smells Like Teen Spirit,0,1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1- 6- 4- 9- 1-
11,Good Riddance Time Of Your Life,0,0- 0- 5-add9 7- 0- 0- 5-add9 7- 0- 5-add9 7- 0- 5-add9 7- 9-m 7- 5- 0- 9-m 7- 5- 0- 9-m 0- 9-m 0- 9-m 7- 0- 0- 0- 5-add9 7- 0- 0- 5-add9 7- 0- 5-add9 7- 0- 5-add9 7- 9-m 7- 5- 0- 9-m 7- 5- 0- 9-m 0- 9-m 0- 9-m 7- 0- 0- 0- 5-add9 7- 0- 0- 5-add9 7- 0- 0- 5-add9 7- 0- 0- 5-add9 7- 9-m 7- 5- 0- 9-m 7- 5- 0- 9-m 0- 9-m 0- 9-m 7- 0- 0- 0- 5-add9 7- 0- 0- 5-add9 7- 9-m 0- 9-m 0- 9-m 7- 0-
12,Hallelujah,0,0- 9-m 0- 9-m 0- 9-m 0- 9-m 0- 9-m 0- 9-m 5- 7- 0- 7- 0- 5- 7- 9-m 5- 7- 4-7 9-m 9-m 5- 9-m 5- 0- 7- 0- 9-m 0- 9-m 0- 9-m 0- 9-m 5- 7- 0- 7- 0- 5- 7- 9-m 5- 7- 4-7 9-m 5- 9-m 5- 0- 7- 0- 0- 9-m 0- 9-m 0- 9-m 0- 9-m 5- 7- 0- 7- 0- 5- 7- 9-m 5- 7- 4-7 9-m 5- 9-m 5- 0- 7- 0- 0- 9-m 0- 9-m 0- 9-m 0- 9-m 5- 7- 0- 7- 0- 5- 7- 9-m 5- 7- 4-7 9-m 5- 9-m 5- 0- 7- 0- 0- 9-m 0- 9-m 0- 9-m 0- 9-m 5- 7- 0- 7- 0- 5- 7- 9-m 5- 7- 4-7 9-m 5- 9-m 5- 0- 7- 0- 0- 9-m 0- 9-m 0- 9-m 0- 9-m 5- 7- 0- 7- 0- 5- 7- 9-m 5- 7- 4-7 9-m 5- 9-m 5- 0- 7- 5- 9-m 5- 0- 7-
13,Losing My Religion,1,8- 5-m 10- 0-m 0-m/2 0-m/3 0-m/5 0-m 8- 5-m 10- 0-m 10- 0-m 7-m 0-m 7-m 0-m 7-m 5-m 10- 0-m 7-m 0-m 7-m 0-m 7-m 5-m 10- 10- 8- 5-m 10- 0-m 0-m/2 0-m/3 0-m/5 0-m 8- 5-m 10- 0-m 10- 0-m 7-m 0-m 7-m 0-m 7-m 5-m 10- 0-m 7-m 0-m 7-m 0-m 7-m 5-m 10- 10- 8- 5-m 10- 0-m 0-m/2 0-m/3 0-m/5 0-m 8- 5-m 10- 0-m 10- 0-m 10- 8- 10- 3- 5-m 3- 5-m 0-m 7-m 0-m 7-m 0-m 7-m 5-m 10- 10- 8- 5-m 10- 0-m 0-m/2 0-m/3 0-m/5 0-m 8- 5-m 10- 0-m 0-m/2 0-m/3 0-m/5 0-m 8- 5-m 10- 0-m 0-m/2 0-m/3 0-m/5 0-m 8- 5-m 10- 0-m 10- 0-m
14,Karma Police,1,0-m 5-/9 7-m 10- 0-m 8- 7-m 10- 0-m 5- 10- 5-/9 3- 7-m/2 0-m 2-m 5- 0-m 5-/9 7-m 10- 0-m 8- 7-m 10- 0-m 5- 10- 5-/9 3- 7-m/2 0-m 2-m 5- 0-m 5-/9 7-m 10- 0-m 8- 7-m 10- 0-m 5- 10- 5-/9 3- 7-m/2 0-m 2-m 5- 3- 5- 10- 9-7 3- 5- 10- 9-7 3- 5- 10- 2-m 3- 2-m 5- 0-m 5-/9 7-m 10- 0-m 8- 7-m 10- 0-m 5- 10- 5-/9 3- 7-m/2 0-m 2-m 5- 3- 5- 10- 9-7 3- 5- 10- 9-7 3- 5- 10- 2-m 3- 2-m 5- 2-m 5- 10- 5- 10- 5- 7-7 7-7 2-m 5- 10- 5- 10- 5- 7-7 7-7 2-m 5- 10- 5- 10- 5- 7-7 7-7 2-m 5- 10- 5- 10- 5- 7-7 7-7 2-m 5- 10- 5- 10- 5- 7-7 7-7 2-m 5- 10- 5- 10- 5- 7-7 7-7
15,More Than Words,0,1- 6-add9 3-m7 6- 8- 1- 1- 6-add9 3-m7 6- 8- 1- 1- 6-add9 3-m7 6- 8- 10-m 3-m7 8- 1- 8-/0 10-m 3-m7 8-7 1-7 1-7 6- 6- 6-m 1- 10-m7 3-m7 8-7 1- 1- 8-/0 10-m 5-m 6- 6- 1-/5 3-m7 8-7 1- 1- 8-/0 10-m7 5-m 6- 6- 1-/5 3-m7 8-7 1- 1- 6-add9 3-m7 6- 8- 1- 1- 6-add9 3-m7 8- 1- 6-add9 3-m7 6- 8- 1- 1- 6-add9 3-m7 6- 8- 10-m 3-m7 8- 1- 8-/0 10-m 3-m7 8-7 1-7 6- 6- 6-m 1- 10-m7 3-m7 8-7 1- 1- 8-/0 10-m 5-m 6- 6- 1-/5 3-m7 8-7 1- 1- 8-/0 10-m7 5-m 6- 6- 1-/5 3-m7 8-7 1-
16,Californication,1,0-m 8- 0-m 8- 0-m 8- 0-m 8- 3- 10- 8- 5-m 0-m 8- 0-m 8- 0-m 8- 0-m 8- 3- 10- 8- 5-m 0-m 8-maj7 0-m 8-maj7 0-m 8-maj7 0-m 8-maj7 0-m 8-maj7 0-m 8-maj7 3- 10- 5-m 0-m 3- 10- 5-m 3- 10- 5-m 0-m 3- 10- 5-m 0-m 8- 0-m 8- 0-m 8- 0-m 8- 3- 10- 8- 5-m 0-m 8- 0-m 8- 0-m 8- 0-m 8- 3- 10- 8- 5-m 0-m 8-maj7 0-m 8-maj7 0-m 8-maj7 0-m 8-maj7 0-m 8-maj7 0-m 8-maj7 3- 10- 5-m 0-m 3- 10- 5-m 3- 10- 5-m 0-m 3- 10- 5-m 9-m 5- 9-m 5- 2-m 5- 0- 7- 9-m 5- 9-m 5- 2-m 5- 0- 7- 2-m 5- 0- 7- 2-m 5- 0- 7- 0-m 8- 0-m 8- 0-m 8- 0-m 8- 3- 10- 8- 5-m 0-m 8-maj7 0-m 8-maj7 0-m 8-maj7 0-m 8-maj7 0-m 8-maj7 0-m 8-maj7 3- 10- 5-m 0-m 3- 10- 5-m 3- 10- 5-m 0-m 3- 10- 5-m
17,Killing Me Softly,1,0-m 5-m 10-7 3- 0-m 5-m 10- 8- 3- 8- 1-maj7#11 0- 5-m7 10- 3- 8- 5-m7 10- 0-m 5-m7 10-7 3- 7-7 0-m 5-m 10-7 3- 0-m 5-m 10- 8- 3- 8- 1-maj7#11 0- 5-m7 10- 3- 8- 5-m7 10- 0-m 5-m7 10-7 3- 7-7 0-m 5-m 10-7 3- 0-m 5-m 10- 8- 3- 8- 1-maj7#11 0- 0-m 5-m 10-7 3- 0-m 5-m 10- 8- 3- 8- 1-maj7#11 0- 0-m 5-m 10-7 3- 0-m 5-m 10- 8- 3- 8- 1-maj7#11 0-
18,Tears In Heaven,0,0- 7-/11 9-m 0-/7 5-/9 7-7sus4 7-7 0- 0- 7- 9-m 0-/7 5-/9 0-/7 7- 0- 7- 9-m 0-/7 5-/9 0-/7 7- 9-m 4-/8 0-7/7 9-7 2-m7 2-m7/7 0- 0- 7-/11 9-m 0-/7 5-/9 7-7sus 7-7 0- 0- 7- 9-m 0-/7 5-/9 0-/7 7- 0- 7- 9-m 0-/7 5-/9 0-/7 7- 9-m 4-/8 0-7/7 9-7 2-m7 2-m7/7 0- 0- 7-/11 9-m 0-/7 5-/9 7-7sus4 7-7 0- 3- 10-/2 0-m 5-/9 10- 5-/9 7-m 5-/9 10- 3- 10-/2 0-m 5-/9 10- 5-/9 7- 0- 7-/11 9-m 0-/7 5-/9 0-/7 7-7 9-m 4-/8 0-7/7 9-7 2-m7 2-m7/7 0- 0- 7-/11 9-m 0-/7 5-/9 7-7sus4 7-7 0- 0- 7- 9-m 0-/7 5-/9 0-/7 7- 0- 7- 9-m 0-/7 5-/9 0- 7- 9-m 4-/8 0-7/7 9-7 2-m7 2-m7/7 0-
19,I Want It That Way,1,0-m 8- 3- 0-m 8- 3- 0-m 8- 3- 0-m 8- 3- 0-m 8- 3- 0-m 10- 3- 0-m 8- 3- 0-m 8- 3- 0-m 8- 3- 0-m 10- 3- 8- 10- 0-m 8- 10- 0-m 8- 10- 3- 0-m 10- 3- 0-m 8- 3- 0-m 8- 3- 0-m 8- 3- 0-m 10- 3- 8- 10- 0-m 8- 10- 0-m 8- 10- 3- 0-m 10- 7-m 0-m 3-/10 8- 5-m 10- 0-m 3-/10 8- 10- 0-m 8- 3- 0-m 8- 3- 8- 10- 3- 0-m 10- 10- 10- 0- 2-m 10- 0- 2-m 10- 0- 5- 2-m 0- 5- 10- 0- 2-m 10- 0- 2-m 10- 0- 5- 2-m 0- 5- 10- 0- 2-m 10- 0- 2-m 10- 0- 5- 2-m 0- 5- 2-m 0- 5-
20,Something In The Way,1,0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3 0-m 8-/3
21,Fade Into You,0,0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 5- 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 5- 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 5- 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 5- 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m
22,Everlong,0,0-5/8 0-5/8 0-5/5 0-5/5 8-5/1 0-5/5 0-5/5 0-5/8 0-5/8 0-5/5 0-5/5 8-5/1 0-5/5 0-5/5 0-5/8 0-5/8 0-5/5 0-5/5 8-5/1 0-5/5 0-5/5 0-5/8 0-5/8 0-5/5 0-5/5 8-5/1 0-5/8 0-5/8 0-5/8 0-5/8 0-5/5 0-5/5 8-5/1 0-5/5 0-5/5 0-5/8 0-5/8 0-5/5 0-5/5 8-5/1 0-5/5 0-5/5 7-/8 8-/8 10-/8 0-/8 1-/8 0-/8 3-5 7-/8 8-/8 10-/8 0-/8 1-/8 0-/8 5-5 1-5 8-5/1 8-5/1 5-5 1-5 8-5/1 3-5 1-5 0-5/8 0-5/8 0-5/5 0-5/5 8-5/1 0-5/8 0-5/8 0-5/8 0-5/8 0-5/5 0-5/5 8-5/1 0-5/8 0-5/8 0-5/8 0-5/8 0-5/5 0-5/5 8-5/1 0-5/8 0-5/8 7-/8 8-/8 10-/8 0-/8 1-/8 0-/8 7-/8 8-/8 10-/8 0-/8 1-/8 0-/8 7-/8 8-/8 10-/8 0-/8 1-/8 0-/8 1-5 8-5/1 8-5/1 5-5 1-5 8-5/1 8-5/1 5-5 1-5 8-5/1 3-5 1-5 1-5 0-5/8 0-5/8 0-5/5 0-5/5 8-5/1 0-5/8 0-5/8 7-/8 8-/8 10-/8 0-/8 1-/8 0-/8 1-5 8-5/1 8-5/1 5-5 1-5 8-5/1 8-5/1 5-5 1-5 8-5/1 3-5 1-5 1-5 1-5 1-5 1-5 0-5/8
23,Wonderwall,1,0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 8-add9 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 8- 10- 0-m 8- 10- 0-m 8- 10- 3- 3-/2 0-m7 3- 5-7sus4 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 8- 10- 0-m 8- 10- 0-m 8- 10- 3- 3-/2 0-m7 3- 5-7sus4 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7 8-add9 0-m7 3- 0-m7
24,Wonderwall,1,0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 8- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 8- 10-sus4 0-m 8- 10-sus4 0-m 8- 10-sus4 0-m7 10-sus4 3- 10-sus4 5-7sus4 8- 0-m7 3- 0-m7 8- 0-m7 3- 0-m7 8- 0-m7 3- 0-m7 8- 0-m7 3- 0-m7 3- 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 0-m7 3- 10-sus4 5-7sus4 8- 10-sus4 0-m 8- 10-sus4 0-m 8- 10-sus4 0-m7 10-sus4 3- 10-sus4 5-7sus4 8- 0-m7 3- 0-m7 8- 0-m7 3- 0-m7 8- 0-m7 3- 0-m7 8- 0-m7 3- 0-m 8- 0-m7 3- 0-m7 8- 0-m7 3- 0-m7 8- 0-m7 3- 0-m7 8- 0-m7 3- 0-m 8- 0-m7 3- 0-m7 8- 0-m7 3- 0-m7 8- 0-m7 3- 0-m7 8- 0-m7 3- 0-m
25,The Man Who Sold The World,0,0- 5-m 0- 8- 3- 0- 5-m 3- 8- 4- 8- 3- 8- 4- 0- 0- 5-m 0- 8- 3- 0- 5-m 3- 8- 4- 8- 3- 8- 4- 0- 3- 8- 4- 8- 3- 8- 4- 0-
26,Thank You,1,10-/2 3-/7 0-m 8- 0-m 8- 10- 3- 10-/2 0-m 8- 10- 3- 10-/2 0-m 8- 10- 3- 10-/2 0-m 8- 0-m/7 8- 0-m 8- 0-m 8- 10- 3- 10-/2 0-m 8- 10- 3- 10-/2 0-m 8- 10- 3- 10-/2 0-m 8- 0-m/7 8- 3- 3-/7 8- 3- 3-/7 8- 3- 3-/7 8- 7-m 5-m 3- 8- 3- 8- 3- 8- 7-m 5-m 3- 3-/7 8- 3- 3-/7 8- 3- 3-/7 8- 7-m 5-m 3- 3-/7 8- 3- 3-/7 8- 3- 3-/7 8- 7-m 5-m 3- 3-/7 8- 3- 3-/7 8- 3- 3-/7 8- 7-m 5-m
27,Otherside,1,0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 7-m 0-m 7-m 0-m 7-m 10- 0- 0-m 7-m 0-m 7-m 0-m 7-m 10- 0- 10- 0- 10- 0- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 7-m 0-m 7-m 0-m 7-m 10- 0- 0-m 7-m 0-m 7-m 0-m 7-m 10- 0- 10- 0- 10- 0- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 7-m 3- 7-m 3- 7-m 3- 7-m 3- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m 8- 3- 10- 0-m
28,I Dont Want To Miss A Thing,0,0- 7- 9-m 5- 0- 2-m 0- 7- 9-m 5- 0- 2-m 4-m 5- 7- 0- 7- 2-m 5- 7- 0- 7- 2-m 5- 7- 0- 7- 2-m 0- 7- 9-m 5- 0- 2-m 0- 7- 9-m 5- 0- 7- 0- 7- 2-m 5- 7- 0- 7- 2-m 5- 7- 0- 10- 5- 8- 3- 10- 5- 0-m 7- 0- 7- 2-m 5- 7- 0- 7- 2-m 5- 7- 0- 0- 7- 2-m 5- 7- 0- 7- 2-m 5- 7- 0- 0- 7- 2-m 5- 7- 0-
29,November Rain,0,0- 4-m 9-m 7- 0- 9-m 7- 0- 4-m 9-m 7- 0- 9-m 7- 0- 9-m 7- 0- 9-m 7- 0- 9-m 7- 9-m 2- 7- 9-m 2- 7- 0- 9-m 7- 0- 9-m 7- 0- 9-m 7- 9-m 2- 7- 9-m 2- 7- 0- 2- 0- 2- 0- 2- 0- 2- 11-m 0- 7- 11-m 0- 9-m 11-m 0- 7- 11-m 0- 2- 0- 2- 0- 2- 0- 2- 0- 2- 0- 9-m 7- 0- 9-m 7- 9-m 2- 7- 9-m 2- 7- 7-5 3- 5- 7-m 2- 0- 10- 3- 5- 7-5
30,Torn,0,0- 0-sus4 0- 0-sus2 0- 4-m 5- 0- 4-m 5- 9-m 7- 4-m 7- 0- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 7- 5- 0- 4-m 5- 9-m 7- 4-m 7- 0- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 7- 5- 9-m 7- 5- 9-m 0- 7- 9-m 7- 4-m 7- 0- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 7- 5- 9-m 7- 0- 0- 0- 0- 0- 4-m 5- 0- 4-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0-
