,0,1,2
187,My Hero,0,0- 9-m 0- 9-sus2 9-sus4 9-sus2 9-sus4 0- 9-sus2 9-sus4 9-sus2 9-sus4 0- 9-m 2-m 5- 0- 9-m 0- 9-m 0- 9-m 0- 9-m 0- 9-m 0- 9-m 0- 9-m 0- 9-m 5- 0- 5- 0- 2-m 5- 0- 9-m 0- 9-m 0- 9-m 0- 9-m 0- 9-m 0- 9-m 0- 9-m 0- 9-m 5- 0- 5- 0- 2-m 5- 0- 9-m 0- 9-m 0- 9-m 0- 9-m 0- 9-m 5- 0- 5- 0- 5- 0- 5- 0-
188,Black Hole Sun,1,0-m 3-m 1-m 11- 10- 3- 3- 3-7 6- 8-m 0-m 3-m 1-m 0-m 11- 10- 3- 1-m 0-m 3-m 1-m 0-m 11- 10- 3- 1-m 11- 10- 3- 3-7 6- 11- 10- 8-m 10- 0-m 3-m 1-m 0-m 11- 10- 3- 1-m 0-m 3-m 1-m 0-m 11- 10- 3- 1-m 11- 10- 3- 3-7 6- 11- 10- 8-m 6- 11- 10- 3- 3-7 6- 11- 10- 8-m 6- 10-m 10-5 9-5 7-5 10-5 5-m 3-m 10-5 9-5 7-5 10-5 5-m 3-m 5-m 0-m 3-m 1-m 0-m 11- 10- 3- 3-7 6- 11- 10- 8-m 10- 10-5 9-5 7-5 10-5 5-m 3-m 10-5 9-5 7-5 10-5 5-m 3-m 5-m
189,Would,1,8-m 8-5 1-m 9- 4-7 10- 6- 1-m 9- 9- 1-m 9- 1-m 1-m 9- 1-m 9- 1-m 9- 9- 1-m 9- 1-m 1-m 9- 1-m 9- 1-m 9- 9- 1-m 9- 1-m 1-m 9- 1-m 9- 4-7 10- 9- 6- 4-7 10- 9- 6- 4-7 10- 9- 6- 4-7 10- 9- 6- 4-7 4-7 4-7 4-7 4-7
190,O Dennenboom,0,3-m 3-m 3-m 8- 1- 1- 1- 1- 1- 3-m 8- 1- 6- 8- 1- 10-m 8- 1- 3-m 8- 1- 1- 1- 1- 1- 3-m 8-7 1- 6- 8-7 8- 1- 10-m 8- 1- 3-m 8- 1- 1- 1- 1- 1- 1- 1- 3-m 3-m 8-7 1- 1- 6- 6- 8-7 8-7 1- 10-m 10-m 8- 1- 3-m 3-m 8- 1- 1- 1- 1- 1- 3-m 8-7 1- 6- 8- 1- 10-m 8- 1- 3-m 8- 1- 6- 8- 1- 10-m 8- 1- 3-m 8- 1-
191,Brain Stew,0,1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8- 1- 11- 10-m 9- 8-
192,Always,0,0- 5- 9-m 7- 5- 5- 9-m 7- 5- 4-m 4-m 5- 7- 9-m 7- 5- 4-m 4-m 5- 7- 9-m 7- 5- 7- 7- 5- 7- 0- 7- 2-m 9-m 7- 0- 7- 5- 9-m 7- 0- 7- 5- 7- 7- 5- 7- 9-m 5- 5- 5- 7- 9-m 7- 5- 4-m 4-m 5- 7- 9-m 7- 5- 4-m 4-m 5- 7- 9-m 7- 5- 7- 7- 5- 7- 0- 7- 2-m 9-m 7- 0- 7- 5- 9-m 7- 10- 3- 5- 10- 3- 5- 7-m 5- 3- 5- 5- 0- 7- 2-m 9-m 7- 0- 7- 5- 7- 7- 5- 7- 5- 7- 9-m 7- 5- 5- 7- 7- 0- 7- 2-m 9-m 7- 0- 7- 5- 9-m 7- 0- 7- 5- 7- 7- 5- 7- 0- 0- 7- 9-m 7- 5-
193,Learning To Fly,0,0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2- 0- 7- 4-m 2-
194,Zombie,1,0-m 8- 8-maj7 3- 3-6 10-/2 10- 10-sus4 0-m 8-maj7 3-6 10-/2 0-m 8-maj7 3-6 10-/2 0-m 8-maj7 3-6 10-/2 0-m 8-maj7 3-6 10-/2 0-m 8-maj7 3-6 10-/2 0-m 8-maj7 3-6 10-/2 0-m 8- 3- 10-/2 0-m 8- 3- 10-/2 0-m 8- 3- 10- 10-sus4 10- 0-m 8- 3- 10- 10-sus4 10- 0-m 8-maj7 3-6 10-/2 0-m 8-maj7 3-6 10-/2 0-m 8-maj7 3-6 10-/2 0-m 8-maj7 3-6 10-/2 0-m 8- 3- 10-/2 0-m 8- 3- 10-/2 0-m 8- 3- 10- 10-sus4 10- 0-m 8- 3- 10- 10-sus4 10-
195,All I Want For Christmas Is You,0,0- 9-m 5-add9 0- 0- 5- 5-add9 0- 9-m 5-add9 0- 9-7 2-m 7- 0- 9-m 5- 7- 0- 5- 5-add9 0- 5- 5-add9 0- 9-m 0- 9-7 2-m 7- 0- 9-m 5- 7- 0- 5- 5-add9 0- 5- 5-add9 0- 9-m 5-add9 0- 9-7 2-m 7- 0- 9-m 5- 7- 4- 9-m 4- 9-m 5-add9 0- 9-7 2-m 7- 0- 5- 5-add9 0- 9-m 8- 0- 9-7 2-m 7-
196,Brand New Man,0,5- 7- 0- 5- 7- 0- 5- 0- 5- 0- 5- 0- 7- 0- 0- 5- 0- 7- 0- 5- 7- 0- 5- 7- 0- 5- 0- 5- 0- 5- 0- 7- 0- 0- 5- 0- 7- 0- 5- 7- 0- 5- 7- 0- 5- 0- 7- 0- 5- 7- 0- 5- 7- 0- 5- 7- 0- 5- 7- 0- 5- 7- 0- 5- 0-
197,Fade Into You,0,0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 5- 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 5- 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 5- 0- 7- 2-m 0- 7- 2-m
198,Mama Said,1,1-m 11- 8-m 1-m 11- 8-m 1-m 11- 8-m 1-m 11- 8-m 1-m 11- 8-m 1-m 11- 8-m 6- 1-m 11- 8-m 6- 1-m 11- 8-m 6- 1-m 11- 9- 6- 8-m 1-m 11- 8-m 1-m 11- 8-m 1-m 11- 8-m 1-m 11- 8-m 1-m 11- 8-m 1-m 11- 8-m 6- 1-m 11- 8-m 6- 1-m 11- 8-m 6- 1-m 11- 9- 6- 8-m 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 11- 9- 6- 8-m 1-m 11- 8-m 1-m 11- 8-m 1-m 11- 8-m 1-m 11- 8-m 1-m 11- 8-m 6- 1-m 11- 8-m 6- 1-m 11- 8-m 6- 1-m 11- 9- 6- 8-m 1-m 11- 8-m 1-m 1-m 11- 8-m 1-m 1-m 11- 8-m 1-m 1-m 11- 9- 6- 8-m 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 6- 11- 4- 1-m 11- 9- 6- 8-m
199,Enter Sandman,0,0-m 5-m 5-m 0-m 0-m 3- 0-m 5-m 5-m 0-m 0-m 3- 5-m 5-m7 0-m 3- 0-m 0-m 3- 10- 0-m 3- 3- 0-m 5-m 0-m 5-m 0-m 5-m 3- 0-m 0-m 5-m 5-m 0-m 0-m 3- 0-m 5-m 5-m 0-m 0-m 3- 5-m 5-m7 10- 0-m 3- 0-m 0-m 3- 10- 0-m 3- 3- 0-m 5-m 0-m 5-m 0-m 5-m 3- 0-m 5-m 0-m 5-m 0-m 0-m 5- 0-m 5- 0-m 5- 5- 8- 0-m 3- 0-m 0-m 3- 10- 0-m 3-
200,Creep,0,0- 4- 5- 5-m 0- 4- 5- 5-m 0- 4- 5- 5-m 0- 4- 5- 5-m 0- 4- 5- 5-m 0- 4- 5- 5-m 0- 4- 5- 5-m 0- 4- 5- 5-m 0- 4- 5- 5-m 0- 4- 5- 5-m 0- 4- 5- 5-m 0-
201,Still Got The Blues,1,5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7-sus4 5-9 8-9 7-7#9 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7- 0-m 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7- 0-m 0-m/2 0-m/3 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7-sus4 7- 0-m 7-m 0-m 5-9 8-9 7-7#9 0-m 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7- 0-m 0-m/2 0-m/3 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7-sus4 7- 0-m 7-m 0-m 5-9 8-9 7-7#9 0-m 2-m7 7- 0-m 0-m/2 0-m/3 2-m7 7- 8-maj7 7-m7 5-m7 0-m 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7- 0-m 0-m/2 0-m/3 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7-sus4 7- 0-m 7-m 0-m 5-9 8-9 7-7#9 0-m 7- 0-m 7-m 0-m 5-9 8-9 7-7#9 0-m
202,Just My Imagination,0,3- 10- 5-m 0-m 10- 3- 10- 5-m 0-m 10- 3- 10- 5-m 0-m 10- 3- 10- 5-m 0-m 10- 3- 10- 5-m 0-m 10- 3- 10- 5-m 0-m 10- 3- 10- 5-m 0-m 10- 3- 10- 5-m 0-m 10- 3- 10- 5-m 0-m 10- 3- 10- 5-m 0-m 10- 3- 10- 5-m 0-m 10- 3- 10- 5-m 0-m 10- 3- 10- 5-m 0-m 10-
203,Dont Rock The Jukebox,0,0- 5- 0- 0- 7- 0- 5- 0- 5- 0- 7- 0- 5- 0- 2- 7- 5- 0- 5- 0- 7- 0- 0- 5- 0- 0- 7- 0- 5- 0- 5- 0- 7- 0- 5- 0- 2- 7- 5- 0- 5- 0- 7- 0- 0- 5- 0- 0- 7- 0- 5- 0- 5- 0- 7- 0- 5- 0- 7- 0-
204,Let Me Entertain You,0,0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 0- 3- 5- 0- 3- 5- 0- 0- 3- 5- 0-
205,Mmmbop,0,0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 5- 0- 7- 0- 5- 0- 7-
206,All I Want For Christmas Is You,0,0- 0-maj7 5- 7- 0- 4-m11 5- 2-m7-5/8 0- 4-/8 9-m 4-/8 0-/7 9-7 2-m7 2-m7-5/8 0- 9-m 5- 7- 0- 0-maj7 5- 5-m 8- 0- 0-maj7 5- 5-m 8- 5-m 0- 4-7 9-m 2-m7-5/8 0- 9-7 2-m 7-7 0- 9-m 5- 7- 0- 5- 5-m 0- 5- 5-m 8- 5-m 0- 4-7 9-m 2-m7-5/8 0- 9-7 2-m 7-7 0- 9-m 5- 7- 4-7 9-m 9-m9 4-7 9-m 9-m9 2-m7-5/8 0- 9-7 2-m 7- 0- 5- 8- 0- 4-7 9-m 2-m7-5/8 0- 9-7 2-m 7-7 0- 9-m 5- 7- 0- 9-m 5- 7- 0- 9-m 5- 7- 0- 9-m 5- 7- 0- 9-m 5- 7-
207,Ligaya,0,0- 5- 0- 5- 0- 5- 0- 5- 2-m 7- 4-m 9-m 7- 5- 0- 5- 0- 5- 2-m 7- 4-m 9-m 7- 5- 3- 8- 3- 8- 3- 8- 7- 8- 7- 8- 7- 10- 3- 5- 7- 0- 5- 0- 5- 2-m 7- 4-m 9-m 7- 5- 0- 5- 0- 5- 2-m 7- 4-m 9-m 7- 5- 3- 8- 3- 8- 3- 8- 7- 8- 7- 8- 7- 10- 3- 8- 3- 8- 3- 8- 7- 8- 7- 8- 7- 10- 3- 5- 3- 8- 3- 8- 3- 8- 7- 8- 7- 8- 7- 10- 3- 5- 7-
208,What I Got,0,0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5- 0- 5-
209,Shouldve Been A Cowboy,0,0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 5-add9 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 5-add9 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 5-add9 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 5-add9 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5- 7- 0- 7- 5-
210,November Rain,0,5- 2-m 0- 5- 2-m 0- 2-m 7- 0- 2-m 7- 0- 5- 2-m 0- 5- 2-m 0- 5- 2-m 0- 2-m 7- 0- 2-m 7- 0- 5- 7- 5- 7- 5- 7- 5- 7- 4-m 5- 0- 4-m 5- 2-m 4-m 5- 0- 4-m 5- 7- 5- 2-m 0- 5- 7- 5- 7- 5- 7- 5- 7- 5- 2-m 0- 5- 2-m 0- 2-m 7- 0- 2-m 7- 0- 7-/11 9-m 7- 5- 7- 0- 7-/11 9-m 7- 5- 7- 0-
211,Why Does It Always Rain On Me,0,0- 7-m 5- 5-/4 2-m7 0- 9-m 0- 9-m 5- 7- 5- 7- 5- 5-/4 2-m7 7-sus4 7- 0- 7- 5- 5-/4 2-m7 0- 7- 5- 5-/4 2-m7 0- 9-m 0- 9-m 5- 7- 5- 7- 5- 5-/4 2-m7 7-sus4 7- 0- 7- 5- 5-/4 2-m7 0- 7- 5- 5-/4 2-m7 9-m 0- 9-m 0- 10- 10-/9 7-m7 10-/5 7-sus4 7- 0- 9-m 0- 9-m 5- 7- 5- 7- 5- 5-/4 2-m7 7- 0- 7- 5- 5-/4 2-m7 0- 7- 5- 5-/4 2-m7 9-m 0- 9-m 0- 10- 10-/9 7-m7 10-/5 7-sus4 7- 0- 7- 5- 5-/4 2-m7 0- 7- 5- 5-/4 2-m7 0- 7-m 5- 5-/4 2-m7 0- 7-m 5- 5-/4 2-m7 0-
212,When You Say Nothing At All,0,11-sus2 6-sus4 4-5 6- 11-sus2 6-sus4 4-5 6- 11- 6- 4-5 6- 11- 6- 4-5 6- 11- 6- 4-5 6- 11- 6- 4-5 6- 4-5 6- 11- 6- 4-5 6- 6- 6- 6- 11- 6- 4-5 6- 11- 6- 4-5 6- 11- 6- 4-5 6- 4-/8 6-/10 4- 6- 11- 6- 4-5 6- 11- 6- 4-5 6- 11- 6- 4-5 6- 11- 6- 4-5 6- 11- 6- 4- 6- 11- 6- 4-5 6- 4-5 6- 11- 6- 4-5 6- 6- 11- 6- 4-5 6- 11- 6- 4-5 6- 11- 6- 4-5 6- 4-/8 6-/10 4- 6- 11- 6- 4-5 6- 11- 6- 4-5 6- 11- 6- 4-5 4-5 6- 6- 4- 4- 11- 6- 4-5 6- 11- 6- 4-5 6- 11- 6- 4-5 6- 4-/8 6-/10 4- 6-
213,One Of Us,1,0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8- 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 8-add9 3- 10- 8-add9 3- 10- 8-add9 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8- 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 8-add9 3- 10- 8-add9 3- 10- 8-add9 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 8-add9 3- 10- 8-add9 3- 10- 8-add9 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 0-m 8-add9 3- 10- 8-add9 8-add9 8-add9 8-add9
214,Loser,0,0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0- 0-
215,Jeremy,0,0- 8- 10- 0- 8- 10- 0- 0- 8- 10- 0- 8- 10- 0- 8- 10- 0- 0- 8- 10- 0- 8- 10- 0- 8- 10- 0- 8- 10- 0- 8- 10- 0-
216,Clementine,0,0- 0- 4- 0- 0- 4- 5- 7- 0- 5- 7- 0- 2-7 5- 2-7 5- 0- 7- 0- 0- 0- 4- 0- 4- 8- 5- 0- 2- 5- 7- 0- 8- 2-7 5- 7- 0-
217,Ligaya,0,0-add9 5-add9 0-add9 5- 7- 0-add9 5-add9 0-add9 5-add9 2-m 7- 4-7/8 9-m 7- 5- 5- 7- 0-add9 5-add9 0-add9 5-add9 2-m 7- 4-7/8 9-m 7- 5- 5- 7- 5- 5- 3-maj7 8-maj7 3-maj7 8-maj7 3-maj7 8-maj7 7-m 8-maj7 7-m 8-maj7 5-7/9 11- 10- 3-maj7 5- 7- 0-add9 5-add9 0-add9 5-add9 2-m 7- 4-7/8 9-m 7- 5- 5- 7- 0-add9 5-add9 0-add9 5-add9 2-m 7- 4-7/8 9-m 7- 5- 5- 5- 3-maj7 8-maj7 3-maj7 8-maj7 3-maj7 8-maj7 7-m 8-maj7 7-m 8-maj7 5-7/9 11- 10- 3-maj7 8-maj 3-maj7 8-maj7 3-maj7 8-maj7 7-m 8-maj7 7-m 8-maj7 5-7/9 11- 10- 3-maj 8-maj 3-maj7 8-maj7 3-maj7 8-maj7 7-m 8-maj7 7-m 8-maj7 5-7/9 11- 10- 3-maj7
218,After Dark,0,0- 10- 0- 10- 0- 10- 0- 10- 0- 10- 5-5 7-5 0- 10- 0- 10- 0- 10- 0- 10- 0- 10- 0- 10- 0- 10- 0- 10- 5-5 7-5 0- 10- 0- 10- 0- 10- 0- 10- 5-5 3- 5-5 3- 5-5 3- 5-5 3- 7- 5- 7- 5- 7- 5-5 7- 5-5 0- 10- 0- 10- 0- 10- 0- 10- 5-5 7-5 0- 10- 0- 10- 0- 10- 5-5 7-5 0- 10- 5-5 3- 5-5 3- 5-5 3- 5-5 3- 7- 5-5 7- 5-5 7- 5-5 7- 5-5 0- 10- 0- 10- 0- 10- 0- 10- 0- 10- 5-5 0- 2- 5-5 7-5 0- 10- 0- 10- 0- 10- 0- 10-
219,Come As You Are,1,0-m 10- 0-m 10- 0-m 10- 0-m 10- 0-m 10- 0-m 10- 0-m 10- 0-m 10- 0-sus 0-sus 3- 0-sus 3- 0-sus 3- 0-m 10- 0-m 10- 0-m 10- 0-m 10- 0-sus 0-sus 3- 0-sus 3- 0-sus 3- 5-5 8-5 5-5 8-5 5-5 8-5 5-5 8-5 0-sus 3- 0-sus 3- 0-sus 3- 5-5 8-5 5-5 8-5 5-5 8-5 5-5 8-5 5-5 8-5 5-5 8-5 0-m 10- 0-m 10- 0-m
220,Nutshell,1,0-m 3- 10- 8-add9 8-add9 0-m 0-m 3- 10- 8-add9 0-m 0-m 3- 10- 8-add9 0-m 0-m 3- 10- 8-add9 0-m 0-m 3- 10- 8-add9 0-m 0-m 3- 10- 8-add9 0-m 0-m 3- 10- 8-add9 0-m 0-m 3- 10- 8-add9 0-m 0-m 3- 10- 8-add9 0-m 0-m 3- 10- 8-add9 0-m 0-m 3- 10- 8-add9 0-m 0-m 3- 10- 8-add9 0-m 0-m 3- 10-
221,Just To See You Smile,0,1- 1- 1- 8- 10-m 6- 8- 1- 10-m 6- 3-m 8- 1- 10-m 6- 3-m 8- 1- 8- 10-m 6- 10-m 8- 1- 8- 10-m 6- 3-7 6- 8- 1- 1- 8- 10-m 6- 8- 1- 10-m 6- 3-m 8- 1- 10-m 6- 3-m 8- 1- 8- 10-m 6- 10-m 8- 1- 8- 10-m 6- 3-7 6- 8- 1- 1- 8- 10-m 6- 10-m 8- 1- 8- 10-m 6- 3-7 6- 8- 1- 1- 1- 1- 8- 10-m 6- 8- 1- 8- 10-m 6- 8- 1- 8- 10-m 6- 8-
222,Rain King,0,5- 0-/4 2-m 0- 5- 0-/4 2-m 7- 0- 5- 0-/4 2-m 0- 5- 0-/4 2-m 7- 0- 5- 0-/4 2-m 0- 5- 0-/4 2-m 7- 0- 2-m 10- 2-m 10- 5- 7- 0- 2-m 5- 7- 0- 0- 2-m 5- 7- 0- 0- 2-m 5- 7- 0- 2-m 5- 7- 5- 0-/4 2-m 0- 5- 0-/4 2-m 7- 0- 5- 0-/4 2-m 0- 5- 0-/4 2-m 7- 0- 2-m 10- 2-m 10- 5- 7- 0- 2-m 5- 7- 0- 0- 2-m 5- 7- 0- 0- 2-m 5- 7- 0- 2-m 5- 7- 2-m 5- 0- 2-m 5- 0- 2-m 5- 0- 2-m 5- 0- 5- 0-/4 2-m 0- 5- 0-/4 2-m 7- 0- 5- 0-/4 2-m 0- 5- 0-/4 2-m 7- 0- 5- 0-/4 2-m 0- 5- 0-/4 2-m 7- 0- 2-m 10- 2-m 10- 5- 7- 0- 2-m 5- 7- 0- 0- 2-m 5- 7- 0- 0- 2-m 5- 7- 0- 2-m 5- 7- 0- 2-m 5- 7- 0- 2-m 7- 0- 2-m 5- 5- 4- 2-m 0-
223,Walking By Myself,0,7- 10- 7- 10- 0- 7- 10- 7- 10- 0- 7- 10- 7- 10- 0- 7- 10- 7- 10- 0- 7- 10- 7- 10- 0- 7- 5- 3- 0- 3- 3- 0- 5- 7- 0- 5- 7- 7- 10- 7- 10- 0- 7- 10- 7- 10- 0- 7- 10- 7- 10- 0- 7- 5- 3- 0- 3- 3- 0- 5- 7- 0- 5- 7- 10- 7- 10- 0- 7- 10- 7- 10- 0- 7- 10- 7- 10- 0- 7- 5- 3- 0- 3- 3- 0- 5- 7- 0- 0- 5- 7- 5- 7- 5- 7- 7- 3- 5- 7- 7- 5- 3- 0- 0-
224,Con Te Partirò,0,0- 2- 4-m 0- 2- 0- 2- 4-m 0- 2- 0- 4-m 2- 7- 2- 4-m 0- 2- 7- 2- 4-m 0- 2- 7- 2- 4-m 0- 7- 2- 4-m 0- 7- 0- 2- 7- 2- 4-m 0- 7- 2- 4-m 0- 7- 0- 2- 0- 2- 4-m 0- 2- 0- 2- 4-m 0- 2- 4-m 0- 2- 4-m 0- 2- 7- 2- 4-m 0- 7- 2- 4-m 0- 7- 0- 2- 7- 2- 4-m 0- 7- 2- 4-m 0- 7- 0- 2- 7- 9- 9- 4- 6-m 2- 9- 4- 6-m 2- 9- 2- 4- 9- 9- 4- 6-m 2- 9- 4- 6-m 2- 9- 4- 9- 4- 0- 2- 5- 7- 9-
225,Mary Janes Last Dance,1,0-m 10- 5- 5-sus2 0-m 0-m 0-m7 10- 5- 5-sus2 0-m 0-m 0-m7 10- 5- 5-sus2 0-m 0-m 0-m7 10- 5- 5-sus4 0-m 0-m 10- 5-sus2 5- 0-m 0-m7 10- 5-sus2 5- 0-m 0-m 10- 5-sus2 5- 0-m 0-m7 10- 5-sus2 5- 0-m 0-m 10- 5- 0-m 0-m 10- 5- 0-m 0-m7 10- 5-sus2 5- 0-m 0-m7 10- 5-sus2 5- 0-m 0-m 10- 5- 0-m 0-m 10- 5- 0-m 0-m 10- 5- 0-m 0-m7 10- 5-sus2 5- 0-m 7-m 7-m 0- 7-m 7-m 0- 10- 0-m7 10- 5-sus2 5- 0-m 0-m 10- 5- 0-m 0-m 10- 5- 0-m 0-m 10- 5- 0-m 0-m 10- 5- 0-m 7-m 7-m 0- 7-m 7-m 0- 10- 0-m 10- 5-sus4 0-m 0-m 10- 5-sus4 0-m 0-m7 10- 5- 0-m 0-m7 10- 5-sus4 0-m 0-m 10- 5- 0-m 0-m 10- 5- 0-m 0-m 10- 5- 0-m 0-m 0-m7 10- 5- 0-m 7-m 7-m 0- 7-m 7-m 0- 10-
226,Still Got The Blues,1,5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7-sus4 5-9 8-9 7-7#9 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7- 0-m 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7- 0-m 0-m/2 0-m/3 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7-sus4 7- 0-m 7-m 0-m 5-9 8-9 7-7#9 0-m 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7- 0-m 0-m/2 0-m/3 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7-sus4 7- 0-m 7-m 0-m 5-9 8-9 7-7#9 0-m 2-m7 7- 0-m 0-m/2 0-m/3 2-m7 7- 8-maj7 7-m7 5-m7 0-m 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7- 0-m 0-m/2 0-m/3 5-m7 5-m7/10 3-maj7 8-maj7 2-m7b5 7-sus4 7- 0-m 7-m 0-m 5-9 8-9 7-7#9 0-m 7- 0-m 7-m 0-m 5-9 8-9 7-7#9 0-m
