,0,1
677,Estranged,7-m7 0- 7-m7 0- 7-5 0- 7-5 0- 10- 0- 7- 10- 0- 7- 3- 5- 7-5 0-5 3- 5-5 7-5 3- 5-5 7-5 3- 5-5 7-5 3- 5-5 7-m 5- 3- 7-m 5- 3- 7- 5- 7- 5- 7- 5- 7- 3- 2- 5- 7- 0- 3- 5-5 7-5 0-5 3- 5-5 7-5 3- 5-5 7-5 3- 5-5 7-m 5- 3- 7-m 5- 3- 7-M 7-m7 0- 7-5 0-5 10- 0- 7- 10- 0- 7- 0-5 3- 0-5 3- 0- 3- 0-5 3- 0-5 3- 10- 5- 0- 7- 10- 0- 10- 0- 10- 0- 10- 5- 7- 10- 5- 0- 7- 5- 0- 7- 5- 0- 0- 7- 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 0- 9-m 7- 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 9-5 7- 5- 7- 9-5 7- 5- 7- 9- 7- 5- 7- 9- 7- 5- 4- 2-5 0- 10- 9- 7- 0- 10- 0- 0- 10- 0- 10- 0- 10- 5- 5-5 0-5 7-5 5-5 0-5 7-5 0-5 7-5 5-5 0-5 0- 7- 5- 0- 7- 5- 0- 0- 7- 9-5 7- 5- 7- 9-5 7- 5- 7- 9-5 7- 5- 7- 9-m 7- 5- 4-
678,Fixing A Broken Heart,9- 9-sus4 11-m 2-/6 4- 4-sus4 4-m 6- 6-m 9- 4- 6-m 9- 4- 6-m 6-m 4- 9- 11-m 9- 6-m 9- 4- 6-m 9- 11-m 9- 4- 9- 4- 6-m 11-m 9- 4- 9- 9- 4- 6-m 9- 4- 6-m 6-m 4- 9- 11-m 9- 6-m 9- 4- 6-m 9- 11-m 9- 4- 9- 4- 6-m 11-m 9- 4- 9- 4-m 6- 11-m 9- 2- 4- 9- 4- 6-m 9- 11-m 9- 4- 9- 4- 6-m 11-m 9- 4- 9-
679,Here With Me,7- 11-m 7- 11-m 7- 11-m 4-madd9 6-m 4-m 6-m 7- 7-maj7 2- 6-m 11-m 9- 7- 7- 11-m 11-m 7- 11-m 7- 11-m 4-m 6-m 7- 7-maj7 2- 6-m 11-m 9- 7- 7-maj7 2- 6-m 11-m 9- 4-madd9 6-m 4-m 6-m 7- 7-maj7 2- 6-m 11-m 9- 7- 7-maj7 2- 6-m 11-m 9- 4-madd9 6-m
680,Hands,4-m 0- 7- 2- 4-m 0- 7- 2- 4-m 0- 7- 2- 4-m 0- 7- 2- 7- 2- 9-m 7- 2- 0- 7- 2- 9-m 7- 7-/6 4-m 0- 7- 2- 4-m 0- 7- 2- 4-m 0- 7- 2- 4-m 0- 7- 2- 7- 2- 9-m 7- 2- 0- 7- 2- 9-m 7- 7-/6 4-m 7- 2- 4-m 0- 7- 2- 4-m 0- 4-m 0- 7- 2- 4-m 0- 7- 2- 4-m 0- 7- 2- 7- 2- 9-m 7- 2- 0- 7- 2- 9-m 7- 7-/6 4-m 7- 2- 9-m 7- 2- 0- 7- 2- 9-m 7- 7-/6 4-m 7- 2- 0- 2- 4-m 0- 2- 4-m 0- 2- 4-m 0- 2- 4-m 0- 2- 4-m 0- 2- 4-m 0- 2- 4-m 0- 2- 4-m 0- 2- 4-m 0- 2- 4-m 0- 2- 4-m 0- 2- 4-m
681,Give Me Jesus,7- 4-m 0- 7- 4-m 0- 0- 2- 7- 11-m 4-madd9 0- 7- 4-m 0- 0- 2- 7- 7- 4-m 0- 7- 4-m 0- 0- 2- 7- 11-m 4-madd9 0- 7- 4-m 0- 0- 2- 7- 7- 4-m 0- 7- 4-m 0- 0- 2- 7- 11-m 4-madd9 0- 7- 4-m 0- 0- 2- 7-
682,I Touch Myself,0- 0- 2-m 10- 0- 9-m 2-m 10- 0- 0- 2-m 10- 0- 9-m 2-m 10- 0- 10- 0- 5- 10- 0- 5- 10- 0- 5- 10- 0- 0- 3- 5- 8- 0- 2-m 10- 0- 9-m 2-m 10- 0- 0- 2-m 10- 0- 9-m 2-m 10- 0- 10- 0- 5- 10- 0- 5- 10- 0- 5- 10- 0- 0- 2-m 10- 0- 9-m 2-m 10- 0- 0- 2-m 10- 0- 9-m 2-m 10- 0- 10- 0- 5- 10- 0- 5- 10- 0- 5- 10- 0- 0- 5- 10- 0- 5- 10- 0- 5- 10- 0- 5- 10- 0- 5- 10- 0- 5- 10- 0- 5- 10- 10- 0- 5- 10- 0- 5- 10- 0- 5- 10- 0- 5- 10- 0- 5- 10- 0- 5- 10- 0- 5-
683,All The Best,0- 0-sus4 0- 0- 0-sus4 0- 0- 0-sus4 0- 0- 0-sus4 0- 0- 0- 0-sus4 0- 0- 0-sus4 0- 0- 7- 0- 0- 0-sus4 0- 0- 0-sus4 0- 0- 7- 0- 5- 0- 0- 7- 7-7 0- 0-sus4 0- 0- 0-sus4 0- 0- 7- 0- 0- 0-sus4 0- 0- 0-sus4 0- 0- 0-sus4 0- 7- 0- 0- 0-sus4 0- 0- 0-sus4 0- 0- 7- 0- 0- 0-sus4 0- 0- 0-sus4 0- 0- 7- 0- 5- 0- 7- 7-7 0- 0-sus4 0- 0- 0-sus4 0- 0- 7- 0- 0- 7- 0- 0- 0-sus4 0- 0- 0-sus4 0- 0- 0-sus4 0- 7- 0- 0- 0-sus4 0- 0- 0-sus4 0- 0- 7- 0- 0- 0-sus4 0- 0- 0-sus4 0- 0- 7- 0- 5- 0- 0- 7- 0- 0- 7- 0- 0- 7- 0-
684,Waste,2- 2-maj7 2-7 2-7sus4 2-7 2-7sus2 7- 7-m 2- 2- 2-maj7 2-7 2-7sus4 2-7 2-7sus2 7- 7- 7-m 2- 2- 2-maj7 2-7 2-7sus4 2-7 2-7sus2 7- 7- 7-m 2- 7- 7-m 2- 7- 7-m 2- 2- 2-maj7 2-7 2-7sus4 2-7 2-7sus2 7- 7-m 2- 5- 0-add9 7- 2- 5- 0-add9 7- 2- 5- 0-add9 7- 2- 5- 0-add9 7- 9-m 0-add9 5- 0-add9 7- 2- 5- 0-add9 7- 2- 5- 0-add9 7- 2- 5- 0-add9 7- 9-m 0-add9
685,Digsys Dinner,7- 11-7 0- 2- 0-add9 0-9 9-m7 7- 11-7 0- 2- 0-add9 2- 0-9 7- 7- 11-7 0- 2- 0-add9 2- 0-9 7- 4-m 7- 9-m7 11-7 7- 7- 11-7 0- 2- 0-add9 2- 0-9 7- 4-m 7- 9-m7 11-7 7- 7- 11-7 0- 2- 0-add9 2- 0-9 7- 11-7 0- 2- 0- 2- 0- 2- 0- 2- 0-9 7-
686,Lover You Shouldve Come Over,2- 0-sus2 4-m 2- 0-sus2 4-m 2- 0-sus2 4-m 4-m/1 6-aug 6-aug/4 11-m 2-sus4 2- 2-/9 7-6 2- 0-sus2 4-m 2- 0-sus2 4-m 2- 0-sus2 4-m 4-m/1 6-aug 6-aug/4 11-m 2-sus4 2- 2-/9 7-6 6- 11-m 4-m7 11-m 4-m7 11-m 4-m7 0-9 4-m 5-dim 2-/6 7-m6 9-6 7-6 9-add9/1 0-maj7/4 2-6 9-add9/1 9-add9/11 9-add9 9-add9/6 4-m 4-madd9 4-m7 2- 0-sus2 4-m 2- 0-sus2 4-m 2- 0-sus2 4-m 4-m/1 6-aug 6-aug/4 11-m 2-sus4 2- 2-/9 7-6 8-dim 2-/9 2- 0-sus2 4-m 4-madd9 4-m7 4-m 2-/9 2- 0-sus2 4-m 4-madd9 4-m7 4-m 2-/9 2- 0-sus2 4-m 4-madd9 4-m7 4-m 2-/9 2- 0-sus2 4-m 4-madd9 4-m7 4-m/1 6-aug 6-aug/4 11-m 2-sus4 2- 2-/9 7- 4-m/7 2-/6 7-m6 9-6 7-6 9-add9/1 0-maj7/4 2-6 9-add9/1 9-add9/11 9-add9 9-add9/6 4-m 4-madd9 4-m7 2-/6 7-m6 9-6 7-6 9-add9/1 0-maj7/4 2-6 9-add9/1 9-add9/11 9-add9 9-add9/6 4-m 4-madd9 4-m7 4-m 2- 0-sus2 4-madd9 2- 0-sus2 4-m 4-m/1 6-aug 6-aug/4 11-m 2-sus4 2-/9 7-6 6-
687,All My Little Words,7- 0- 7- 4-m 0-/11 4-m 2- 0- 7- 0- 7- 7- 0- 7- 4-m 0-/11 4-m 2- 0- 7- 0- 7- 7- 0- 7- 4-m 0-/11 4-m 2- 0- 7- 0- 7- 2- 0- 7- 2- 0- 7- 2- 0- 7- 2- 0- 7- 0- 7- 4-m 0-/11 4-m 7- 0- 7- 4-m 0-/11 4-m 2- 0- 7- 0- 7- 7- 0- 7- 4-m 0-/11 4-m 2- 0- 7- 0- 7- 2- 0- 7- 2- 0- 7- 2- 0- 7- 2- 0- 7- 0- 7- 2- 0- 7- 0- 7-
688,My Favorite Mistake,11-m7 11-7sus4 9- 11-m 9- 11-m 0- 7- 11-m7 11-7sus4 11-m7 11-7sus4 9- 11-m 9- 11-m 0- 7- 11-m7 11-7sus4 11-m7 11-7sus4 2- 7-6 6-m-5 4-m 0- 2- 7-6 6-m-5 4-m 4-m 2- 7-6 6-m-5 4-m 0- 7- 0- 11-m7 11-7sus4 11-m7 11-7sus4 11-m7 11-7sus4 11-m7 11-7sus4 9- 11-m 9- 11-m 0- 7- 11-m7 11-7sus4 11-m7 11-7sus4 9- 11-m 9- 11-m 0- 7- 11-m7 11-7sus4 11-m7 11-7sus4 2- 7-6 6-m-5 4-m 0- 2- 7-6 6-m-5 4-m 4-m 2- 7-6 6-m-5 4-m 0- 7- 0- 7- 0- 11-m 10- 5- 7- 11-m 10- 5- 4-m 4-m 4-m 2- 7-6 6-m-5 4-m 0- 2- 7-6 6-m-5 4-m 4-m 2- 7-6 6-m-5 4-m 0- 7- 0- 2- 7-6 6-m-5 4-m 0- 2- 7-6 6-m-5 4-m 4-m 2- 7-6 6-m-5 4-m 0- 7- 0- 2- 7-6 6-m-5 4-m 0- 2- 7-6 6-m-5 4-m 4-m 2- 7-6 6-m-5 4-m 4-m 0- 7- 0- 7- 0- 7- 0- 11-m
689,Secret Garden,0- 5-maj7 9-m 5-maj7 5-6 0- 5-maj7 9-m7 5-maj7 0- 5-maj7 9-m 9-m7 0-/7 7-7sus4 0- 0- 5-maj7 9-m7 5-maj7 0- 5-maj7 9-m 9-m7 0-/7 7-7sus4 0- 9-m7 5-maj7 0- 7- 9-m7 5-maj7 0- 7- 0- 5-maj7 9-m7 5-maj7 0- 5-maj7 9-m7 5-maj7 0- 5-maj7 9-m 9-m7 0-/7 7-7sus4 0-
690,Sway,2- 4- 9- 9- 1-m 11-m 6-m 4-7 2- 4- 2- 4- 9- 1-m 2- 2- 9- 1-m 2- 4-7 6-m 1-m 2- 4-7 9- 1-m 2- 2- 9- 1-m 2- 4-7 6-m 1-m 2- 4-7 9- 4- 6-m 4-7 9- 4- 6-m 4-7 9- 1-m 2- 2- 9- 1-m 2- 4-7 6-m 1-m 2- 4-7 9- 4- 6-m 4-7 9- 4- 6-m 4-7 9- 4- 6-m 4-7 9- 4- 6-m 4-7 2- 4- 2- 4- 9- 9- 2- 6-m 1-m 2- 4-7 6-m 1-m 2- 4-7 9- 4- 6-m 4-7 9- 4- 6-m 4-7 9- 4- 6-m 4-7 9- 4- 6-m 4-7 2- 4- 2- 4- 2- 4- 9-
691,Sådan Nogen Som Os,2- 7- 9- 2- 9- 2- 7- 9- 2- 7- 9- 11-m 9- 7- 9- 11-m 4-m 9- 2- 4-m 9- 11-m 9- 7- 2- 4-m 9- 4-m 9- 2- 2- 7- 9- 2- 9- 2- 7- 9- 2- 7- 9- 11-m 9- 7- 9- 11-m 4-m 9- 2- 4-m 9- 11-m 9- 7- 2- 4-m 9- 4-m 9- 2- 2- 4- 9- 2- 4- 9- 7- 9- 11-m 4-m 9- 2- 4-m 9- 11-m 9- 7- 2- 4-m 9- 4-m 9- 2- 2- 4-m 9- 11-m 4-m 9- 2- 4-m 9- 4-m 9- 2-
692,Down In A Hole,9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-5 0-5 9-5 7-5 5-5 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-5 0-5 9-5 7-5 5-5 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 9-m 7- 2- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-m 0- 7- 2-5 0-5 9-5 7-5 5-5
693,Burden In My Hand,9- 0- 7- 2- 9- 9- 0- 7- 2- 9- 9- 0- 7- 2- 9- 9- 0- 7- 2- 9- 0- 2- 4- 0- 2- 4- 0- 7- 2- 0- 2- 0- 2- 0- 9- 9- 7- 5- 0- 7- 3- 2- 9- 7- 5- 0- 7- 3- 2- 9- 7- 5- 0- 7- 3- 2- 9- 7- 5- 0- 7- 3- 2- 9- 7- 5- 0- 7- 3- 2- 9- 7- 5- 0- 7- 3- 2- 9- 7- 5- 0- 7- 3- 2- 9- 7- 5- 0- 7- 3- 2- 5-7 9- 0- 3-7 9-7 0- 7- 3- 2- 0- 9- 0- 9- 0- 9- 0- 9- 0- 0- 9- 9- 7- 5- 0- 7- 3- 2- 9- 7- 5- 0- 7- 3- 2- 9- 7- 5- 0- 7- 3- 2- 9- 7- 5- 0- 7- 3- 2-
694,Beer,9-m 5- 0- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 0- 7- 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7- 9-m 5- 0- 7-
695,Girl From Mars,7- 2- 0-maj7 9-m7 7- 2- 0-maj7 9-m7 0- 2- 7- 7- 2- 0- 9-m7 0- 9- 2- 7- 7- 2- 0- 9-m7 0- 2- 7- 7- 2- 0- 9-m7 0- 2- 7- 7- 2- 0- 9-m7 0- 2- 9-m7 0- 2- 7- 7- 2- 0-maj7 9-m7 7- 2- 0-maj7 9-m7 0- 2- 7- 7- 2- 0- 9-m7 0- 2- 7- 7- 2- 0- 9-m7 0- 2- 7- 7- 2- 0- 9-m7 0- 2- 7- 0- 2- 0- 9-m7 0- 2- 9-m7 0- 2- 7- 7- 2- 0-maj7 9-m7 7- 2- 0-maj7 9-m7 0- 2- 7- 7- 2- 0- 9-m7 7- 2- 0- 9-m7 0- 2- 7- 7- 2- 0- 9-m7 0- 2- 9-m7 0- 2- 7- 7- 2- 0-maj7 9-m7 7- 2- 0-maj7 9-m7 7- 7- 2- 0-maj7 9-m7 7- 2- 0-maj7 9-m7 0- 2- 7-
696,Fairytale Of New York,0- 7- 0- 0-/7 0- 0-/7 0- 5- 0- 7- 7-7 0- 5- 0- 5- 0- 7- 0- 7- 0- 5- 0- 7- 7-7 0- 5- 0- 5- 0- 7- 0- 7- 0- 5- 0- 7- 0- 7- 0- 5- 7- 0- 0- 7- 0- 5- 7- 0- 0- 5- 7- 0- 5- 0- 9-m 0- 5- 7- 0- 5- 0- 5- 7- 5- 7- 0- 5- 0- 7- 0- 5- 0- 5- 7- 0- 7- 0- 5- 0- 7- 0- 5- 7- 0- 5- 0- 9-m 0- 5- 7- 0- 5- 0- 5- 0- 7- 0- 5- 0- 5- 0- 7- 0- 7- 0- 0- 0-/7 0- 0-/7 0- 0-/7
697,For The Lord Is Good,0- 2- 2- 11-m 7- 9- 2- 2- 11-m 7- 9- 7- 6-m 7- 9-7 2- 7- 7- 9-7 2- 2- 2- 11-m 7- 9- 7- 6-m 7- 9-7 2- 7- 6-m 7- 9-7 2- 7- 9-7 2- 7- 9-7 2- 7- 9-7 2-
698,Dublin In The Rare Old Times,7- 0- 7- 4-m 0- 7- 0- 7- 0- 2- 7- 0- 7- 4-m 0- 7- 0- 2- 7- 7- 0- 7- 4-m 0- 7- 0- 7- 2- 7- 7- 0- 7- 4-m 0- 7- 0- 7- 0- 2- 7- 0- 7- 4-m 0- 7- 0- 2- 7- 7- 0- 7- 4-m 0- 7- 0- 7- 0- 2- 7- 0- 7- 4-m 0- 7- 0- 2- 7- 7- 0- 7- 4-m 0- 7- 0- 7- 2- 7- 7- 0- 7- 4-m 0- 7- 0- 7- 0- 2- 7- 0- 7- 4-m 0- 7- 0- 2- 7- 7- 0- 7- 4-m 0- 7- 0- 7- 2- 7- 7- 0- 7- 4-m 0- 7- 0- 7- 0- 2- 7- 0- 7- 4-m 0- 7- 0- 2- 7- 7- 0- 7- 4-m 0- 7- 0- 7- 2- 7-
699,Baby Britain,4-m 4-m/6 4-m/7 4-m/11 0- 4-m7 9-m7 7- 0- 4-m7 9-m7 7- 0- 4-m7 9-m7 7- 0- 4-m7 9-m7 7- 0- 4-m 4-m/6 4-m/7 4-m/11 0- 4-m 4-m/6 4-m/7 4-m/11 0- 4-m 4-m/6 4-m/7 4-m/11 0- 7-/11 9-m 0- 4-m7 9-m7 7- 0- 4-m7 9-m7 7- 0- 4-m7 9-m7 7- 0- 4-m7 9-m7 7- 0- 4-m 4-m/6 4-m/7 4-m/11 0- 4-m 4-m/6 4-m/7 4-m/11 0- 4-m 4-m/6 4-m/7 4-m/11 0- 7-/11 9-m 0- 0- 1-dim7 2- 3-dim7 4-m 4-m/6 4-m/7 4-m/11 0- 7-/11 9-m 0- 4-m7 9-m7 7- 0- 4-m7 9-m7 7- 0- 4-m7 9-m7 7- 0- 4-m7 9-m7 7- 0- 4-m 4-m/6 4-m/7 4-m/11 0- 4-m 4-m/6 4-m/7 4-m/11 0- 4-m 4-m/6 4-m/7 4-m/11 0- 7-/11 9-m 0- 4-m 4-m/6 4-m/7 4-m/11 0- 4-m 4-m/6 4-m/7 4-m/11 0- 4-m 4-m/6 4-m/7 4-m/11 0- 7-/11 9-m 0-
700,Dont Marry Her,0- 7- 5-maj7 0- 5-maj7 0- 2- 7- 0- 7- 5-maj7 7- 5-maj7 0- 2- 7- 0- 7- 5-maj7 7- 5-maj7 7- 0- 0- 7- 5-maj7 7- 5-maj7 0- 2- 7- 0- 7- 5-maj7 7- 5-maj7 7- 0- 0- 5-maj7 0- 5-maj7 0- 5-maj7 0- 5-maj7 7- 0- 0- 7- 5-maj7 7- 5-maj7 0- 2- 7- 0- 7- 5-maj7 7- 5-maj7 7- 0- 0- 7- 5-maj7 7- 5-maj7 0- 2- 7- 0- 7- 5-maj7 7- 5-maj7 7- 0- 0- 5-maj7 0- 5-maj7 0- 5-maj7 0- 5-maj7 7- 0- 0- 5-maj7 0- 5-maj7 0- 5-maj7 0- 5-maj7 7- 0-
701,Acquiesce,9-m 2-sus2 7- 5-maj7 0- 2- 4-7 3-7 9- 4- 9-m 9-m 2-sus2 7- 9-m 2-sus2 7- 9-m 2-sus2 7- 9-m 2-sus2 7- 9-m 2-sus2 7- 9-m 2-sus2 7- 9-m 2-sus2 7- 9-m 2-sus2 7- 9-m 7- 2- 5-maj7 4-7 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 9-m 7- 2- 5-maj7 4- 9-m 2-sus2 7- 9-m 2-sus2 7- 9-m 2-sus2 7- 9-m 2-sus2 7- 9-m 2-sus2 7- 9-m 7- 2- 5-maj7 4-7 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7- 5-maj7 0- 7-
702,The Old Apartment,7- 2- 0-add9 7- 2- 0-add9 7- 2- 0-add9 7- 2- 0-add9 7- 2- 0-add9 2- 7- 2- 0-add9 4-m7 2- 0-add9 4-m7 2- 0-add9 4-m7 2- 0-add9 2- 7- 7- 2- 0-add9 7- 2- 0-add9 2- 7- 2- 0-add9 2- 7- 2- 0-add9 7- 2- 0-add9 7- 2- 0-add9 2- 7- 2- 0-add9 4-m7 2- 0-add9 4-m7 2- 0-add9 4-m7 2- 0-add9 2- 7- 2- 0-add9 7- 2- 0-add9 2- 7- 2- 0-add9 2- 4-m7 2- 7- 0-add9 9-m 2- 7- 0-add9 4-m7 2- 7- 0-add9 9-m 2- 7- 2- 0-add9 7- 2- 0-add9 7- 2- 0-add9 7- 2- 0-add9 2- 7- 7- 2- 0-add9 7- 2- 0-add9 2- 7- 2- 0-add9 2- 7- 2- 0-add9 2- 7- 2- 0-add9
703,If I Could Talk Id Tell You,5- 0- 5- 0- 5- 0- 7- 5- 0- 5- 0- 5- 0- 7- 5- 0- 5- 0- 5- 0- 7- 5- 0- 5- 0- 5- 0- 7- 2- 7- 2- 6-m 2- 7- 4-m 7- 2- 7- 2- 6-m 2- 7- 4-m 7- 5- 0- 5- 0- 5- 0- 7- 5- 0- 5- 0- 5- 0- 7- 5- 0- 5- 0- 5- 0- 7- 2- 7- 2- 6-m 2- 7- 4-m 7- 2- 2- 7- 2- 6-m 2- 7- 4-m 7- 2- 7- 2- 6-m 2- 2- 7- 4-m 7- 2- 2- 7- 2- 6-m 2- 7- 4-m 7- 2-
704,Engine,7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7- 9- 0- 7-
705,Disco 2000,5- 5- 10- 10- 5- 5- 10- 10- 0-m 5- 10- 2-m 7-m 0-m 5- 10- 2-m 7-m 0-m 5- 0-m 5- 10- 2-m 7-m 0-m 5- 10- 2-m 7-m 0-m 5- 10- 2-m 7-m 0-m 10- 2-m 7-m 0-m
706,You Oughta Know,4-m 9- 4-m 9- 4-m 9- 4-m 9- 4-m 7- 9- 9- 4-m 7- 9- 4- 2- 7- 9- 4- 2- 7- 9- 9- 4-m 9- 4-m 9- 4-m 9- 4-m 9- 4-m 7- 9- 9- 4-m 7- 9- 4- 2- 7- 9- 4- 2- 7- 9- 9- 4-m 9- 4-m 9- 4- 2- 7- 9- 4- 2- 7- 9- 9-
707,Always Be My Baby,4- 3-m 9- 11- 1-m 9- 4- 3-m 9- 11- 1-m 9- 4- 8-m 9- 11- 0- 1-m 9- 11- 4- 8-m 9- 11- 0- 1-m 9- 11- 4- 11- 1-m7 11- 9- 6-m 11-sus 11- 4- 11- 1-m7 11- 9- 6-m 11-sus 11- 4- 8-m 9- 11- 0- 1-m7 8-m 9- 11- 4- 8-m 9- 11- 0- 1-m7 8-m 9- 11- 4- 8-m 9- 11- 1-m 9- 11- 4- 11- 1-m 11- 9- 6-m 11-sus 11- 4- 11- 1-m 11- 9- 6-m 11-sus 11- 4- 8-m 9- 11- 0- 1-m7 8-m 9- 11- 4- 8-m 9- 11- 0- 1-m7 8-m 9- 11- 4- 6- 9- 8-m 1-m 6- 9- 11- 0-dim 5- 9-m 10- 0- 1-m 2-m 9-m 10- 0- 5- 9-m 10- 2-m 9-m 10- 0- 5- 5- 9-m 10- 0- 1-m 2-m 9-m 10- 0- 5- 9-m 10- 2-m 9-m 10- 0- 5- 4- 8-m 9- 11- 0- 1-m 9- 11- 4- 8-m 9- 11- 0- 1-m 9- 11-
708,Sabor A Mi,3- 8-7 10-Maj7 0-m7 2-m 1-m 0-m7 5- 10-Maj7 0-m7 8-7 10-Maj7 0-m7 5- 10-Maj7 0-m7 8-7 10-Maj7 0-m7 5- 10-Maj7 5-m7 3-Maj7 7-7 0-m7 7-7 0-m7 7-7 0-m7 8-7 10-Maj7 0-m7 5- 10-Maj7 3-Maj7 7-7 0-m7 7-7 0-m7 7-7 0-m7 8-7 10-Maj7 0-m7 5- 10-Maj7
709,Paint My Love,9- 2- 4- 9- 6-m 11-m 4- 9- 9- 2- 4- 9- 6-m 11-m 9- 2- 11-7 4- 0- 5- 7- 0- 9-m 2- 7- 0- 5- 7- 9-m 2-m 7- 0- 4- 9- 2- 4- 9- 6-m 11-m 9- 2- 11-7 4- 0- 5- 7- 0- 9-m 2- 7- 0- 5- 7- 9-m 2-m 7- 0- 3- 10- 8- 3- 0-m 5- 10- 8- 3- 7-7 0-m 5-m 3-7 7-7 0- 5- 7- 0- 9-m 2- 7- 0- 5- 7- 9-m 2-m 5- 0- 4- 0- 5- 7- 0- 9-m 2- 7- 0- 5- 7- 9-m 2-m 7- 0- 5- 7- 0-
710,To The Moon And Back,9-m 7- 4-m 5- 5- 9-m 7- 4-m 5- 9-m 7- 4-m 5- 9-m 7- 4-m 5- 9-m 7- 4-m 5- 9-m 7- 4-m 5- 7- 9-m 7- 4-m 5- 7- 5- 9-m 7- 4-m 5- 9-m 7- 4-m 5- 9-m 7- 4-m 5- 9-m 7- 4-m 5- 9-m 7- 4-m 5- 9-m 7- 4-m 5- 9-m 7- 4-m 5-
711,Wei Der Geier,7- 4-m 0- 2- 7- 4-m 0- 2- 2- 4-m 0- 2- 7- 2- 0- 7- 0- 7- 9-m 2- 7- 2- 0- 7- 0- 7- 9-m 2- 7- 4-m 0- 2- 7- 4-m 0- 2- 2- 4-m 0- 2- 7- 2- 0- 7- 0- 7- 9-m 2- 7- 2- 0- 7- 0- 7- 9-m 2-
712,Promises,2- 2-sus4 2- 2-sus2 4-m 11-m 2- 0- 4-m 11-m 2- 2-sus4 0- 4-m 11-m 2- 2-sus4 2- 2-sus2 0- 4-m 11-m 2- 2-sus4 2- 2-sus2 0- 4-m 11-m 2- 2-sus4 2- 2-sus2 0- 4-m 11-m 2- 0- 4-m 11-m 2- 2-sus4 2- 2-sus2 2- 0- 4-m 11-m 2- 2-sus4 2- 2-sus2 2- 0- 4-m 11-m 2- 0- 4-m 11-m 2- 2-sus4 2- 2-sus2 0- 4-m 11-m 2- 2-sus4 2- 2-sus2 2- 0- 4-m 11-m 2- 0- 4-m 11-m 2- 2-sus4 2- 2-sus2 2- 0- 4-m 11-m 2- 2-sus4 2- 2-sus2 2- 0- 4-m 4-m 11-m 2- 0- 4-m 11-m 2- 2-sus4 2- 2-sus2 2- 0- 4-m 11-m 2- 2-sus4 2- 2-sus2 2- 0- 4-m 11-m 2- 0- 4-m 11-m 2- 0- 4-m 11-m 2- 0-
